authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,ISR,1.0,ProgramBase,funding,0.76,0.4,0.304,SIGINT,Kinetic,1,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,2,5
Title50,,Land,1.0,UFR,attempt,0.76,0.4,0.304,GEOINT,NonKinetic,,,,,not_conducted,,,GovLab,start,Leidos,NAVWAR,proj-18,18,USMC,CCMD,,2,3
Title50,,Land,1.0,UFR,funding,1.0,0.28,0.28,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,2,3
Title50,,Maritime,1.0,External,funding,0.64125,0.32,0.2052,HUMINT,Kinetic,1,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,2,4
Title50,,ISR,1.0,Partner,funding,0.5985,0.3,0.17955,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,2,3
Title10,,ISR,,ProgramBase,attempt,0.9025,0.68,0.6137,HUMINT,Kinetic,,,,,not_conducted,favorable_with_caveats,,GovContractor,start,SAIC,DEVCOM,proj-12,12,USMC,CCMD,,3,2
Title10,,ISR,,ProgramBase,test,0.9025,0.65,0.586625,HUMINT,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,GovContractor,pass,SAIC,DEVCOM,proj-12,12,USMC,CCMD,feasibility,3,3
Title10,,ISR,,ProgramBase,test,0.9025,0.65,0.586625,HUMINT,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,feasibility,3,3
Title10,,ISR,1.0,ProgramBase,funding,0.5985,0.4,0.2394,SIGINT,Kinetic,2,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,3,5
Title50,,Land,1.0,UFR,funding,0.857375,0.28,0.240065,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,3,3
Title50,,Maritime,1.0,External,funding,0.5355,0.32,0.17136,HUMINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,3,4
Title50,,ISR,1.0,Partner,funding,0.5355,0.3,0.16065,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,3,3
Title50,Commercial,Space,,External,contracting,0.665,0.6,0.399,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,feasibility,4,4
Title10,,Air,,POM,attempt,0.7695,0.6,0.4617,GEOINT,NonKinetic,,,,,not_conducted,favorable_with_caveats,,GovLab,start,LM,NRL,proj-14,14,Navy,Agency,,4,2
Title10,,Air,,POM,test,1.0,0.73,0.73,GEOINT,NonKinetic,0,,,,favorable,favorable,,GovLab,pass,LM,NRL,proj-14,14,Navy,Agency,feasibility,4,3
Title10,,Air,,POM,test,1.0,0.73,0.73,GEOINT,NonKinetic,0,,,,favorable,favorable,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,feasibility,4,3
Title10,,ISR,1.0,ProgramBase,funding,0.5355,0.4,0.2142,SIGINT,Kinetic,3,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,4,5
Title50,,Land,1.0,UFR,funding,0.729,0.28,0.20412,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,4,3
Title50,,Maritime,1.0,External,funding,0.476,0.32,0.15232,HUMINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,4,4
Title10,,Air,1.0,UFR,attempt,0.476,0.32,0.15232,SIGINT,NonKinetic,,,,,not_conducted,,,GovLab,start,NG,PEO C4I,proj-26,26,Space Force,POC-User,,4,2
Title10,,Air,1.0,UFR,funding,0.7225,0.28,0.2023,SIGINT,NonKinetic,0,,,,not_conducted,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,4,2
Title50,,ISR,1.0,Partner,funding,0.476,0.3,0.1428,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,4,3
Title50,,Cyber,1.0,POM,attempt,0.476,0.3,0.1428,OSINT,Kinetic,,,,,not_conducted,,,GovLab,start,None,PEO C4I,proj-0,0,Space Force,POC-User,,5,2
Title50,,Cyber,,POM,legal,,,,OSINT,Kinetic,0,0.385,0.4,0.1,unfavorable,,0.165,GovLab,unfavorable,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,5,2
Title10,,Cyber,,Partner,attempt,,,,GEOINT,Kinetic,,0.385,0.4,0.1,not_conducted,,0.165,Commercial,start,Leidos,NRL,proj-4,4,USMC,Agency,,5,4
Title10,,Cyber,1.0,Partner,funding,0.56,0.3,0.168,GEOINT,Kinetic,0,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,5,4
Title50,,Space,,External,test,0.765,0.68,0.5202,GEOINT,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,Commercial,pass,None,AFLCMC,proj-11,11,Army,Agency,feasibility,5,5
Title50,,Space,,External,test,0.765,0.68,0.5202,GEOINT,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,feasibility,5,5
Title10,,ISR,1.0,ProgramBase,funding,0.8075,0.4,0.323,HUMINT,Kinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,prototype_demo,5,3
Title10,,Air,1.0,POM,funding,0.76,0.36,0.2736,GEOINT,NonKinetic,1,,,,favorable,,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,prototype_demo,5,3
Title10,,ISR,1.0,ProgramBase,funding,0.448,0.4,0.1792,SIGINT,Kinetic,4,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,5,5
Title50,,Land,1.0,UFR,funding,0.51,0.28,0.1428,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,5,3
Title50,,Maritime,1.0,External,funding,0.42,0.32,0.1344,HUMINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,5,4
Title10,,Land,1.0,POM,attempt,0.42,0.32,0.1344,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,NG,NAVWAR,proj-25,25,Air Force,Service HQ,,5,3
Title10,,Land,1.0,POM,funding,0.665,0.36,0.2394,MASINT,Kinetic,0,,,,favorable,,,GovLab,fail,NG,NAVWAR,proj-25,25,Air Force,Service HQ,feasibility,5,3
Title10,,Air,1.0,UFR,funding,0.49875,0.28,0.13965,SIGINT,NonKinetic,1,,,,favorable,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,5,2
Title50,,Air,1.0,External,attempt,0.49875,0.28,0.13965,MASINT,Kinetic,,,,,not_conducted,,,Commercial,start,Boeing,NRL,proj-31,31,USMC,CCMD,,5,2
Title50,,Air,1.0,External,funding,0.49,0.32,0.1568,MASINT,Kinetic,0,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,USMC,CCMD,feasibility,5,2
Title50,,ISR,1.0,Partner,funding,0.39375,0.3,0.118125,MASINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,5,3
Title10,,Cyber,1.0,ProgramBase,attempt,0.39375,0.3,0.118125,GEOINT,Kinetic,,,,,not_conducted,,,Commercial,start,SAIC,NRL,proj-39,39,IC,Service HQ,,5,2
Title10,,Cyber,1.0,ProgramBase,funding,0.525,0.4,0.21,GEOINT,Kinetic,0,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-39,39,IC,Service HQ,feasibility,5,2
Title50,,Cyber,1.0,POM,attempt,0.525,0.4,0.21,OSINT,Kinetic,,,,,unfavorable,,,GovLab,start,None,PEO C4I,proj-0,0,Space Force,POC-User,,6,2
Title50,,Cyber,1.0,POM,funding,0.5985,0.36,0.21546,OSINT,Kinetic,0,,,,unfavorable,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,6,2
Title10,Commercial,Cyber,,Partner,contracting,0.665,0.6,0.399,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,6,4
Title10,Commercial,Space,,Partner,attempt,0.665,0.6,0.399,SIGINT,Kinetic,,,,,not_conducted,,,GovContractor,start,None,NAVWAR,proj-9,9,Air Force,CCMD,,6,4
Title10,,Space,,Partner,legal,,,,SIGINT,Kinetic,0,0.364,0.43,0.24,unfavorable,,0.156,GovContractor,unfavorable,None,NAVWAR,proj-9,9,Air Force,CCMD,feasibility,6,4
Title50,,Space,1.0,External,funding,0.4165,0.32,0.13328,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,prototype_demo,6,5
Title10,,ISR,1.0,ProgramBase,funding,0.5985,0.4,0.2394,HUMINT,Kinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,prototype_demo,6,3
Title10,,Air,1.0,POM,funding,0.5355,0.36,0.19278,GEOINT,NonKinetic,2,,,,favorable,,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,prototype_demo,6,3
Title10,,ISR,1.0,ProgramBase,funding,0.3675,0.4,0.147,SIGINT,Kinetic,5,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,6,5
Title50,GovLab,Land,,UFR,contracting,0.56,0.6,0.336,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,6,3
Title10,GovLab,Cyber,,ProgramBase,attempt,0.56,0.6,0.336,GEOINT,NonKinetic,,,,,not_conducted,,,Commercial,start,NG,NAVWAR,proj-19,19,Army,CCMD,,6,4
Title10,,Cyber,1.0,ProgramBase,funding,0.49,0.4,0.196,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,Commercial,fail,NG,NAVWAR,proj-19,19,Army,CCMD,feasibility,6,4
Title50,,Maritime,1.0,External,funding,0.3675,0.32,0.1176,HUMINT,Kinetic,5,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,6,4
Title10,,Land,1.0,POM,funding,0.532,0.36,0.19152,MASINT,Kinetic,1,,,,favorable,,,GovLab,fail,NG,NAVWAR,proj-25,25,Air Force,Service HQ,feasibility,6,3
Title10,,Air,1.0,UFR,funding,0.441,0.28,0.12348,SIGINT,NonKinetic,2,,,,favorable,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,6,2
Title50,,Air,1.0,External,funding,0.4655,0.32,0.14896,MASINT,Kinetic,1,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,USMC,CCMD,feasibility,6,2
Title50,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,6,3
Title10,,Cyber,1.0,ProgramBase,funding,0.4655,0.4,0.1862,GEOINT,Kinetic,1,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-39,39,IC,Service HQ,feasibility,6,2
Title50,,Cyber,1.0,POM,funding,0.4725,0.36,0.1701,OSINT,Kinetic,1,,,,unfavorable,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,7,2
Title10,,Cyber,1.0,Partner,funding,0.441,0.3,0.1323,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,7,4
Title50,,Space,1.0,External,funding,0.392,0.32,0.12544,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,prototype_demo,7,5
Title10,,ISR,1.0,ProgramBase,funding,0.5355,0.4,0.2142,HUMINT,Kinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,prototype_demo,7,3
Title10,,Air,1.0,POM,funding,0.4165,0.36,0.14994,GEOINT,NonKinetic,3,,,,favorable,,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,prototype_demo,7,3
Title50,,Maritime,1.0,Partner_CoDev,attempt,0.4165,0.36,0.14994,GEOINT,NonKinetic,,,,,not_conducted,,,Commercial,start,None,AFLCMC,proj-16,16,Air Force,CCMD,,7,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.7,0.34,0.238,GEOINT,NonKinetic,0,,,,favorable,,,Commercial,fail,None,AFLCMC,proj-16,16,Air Force,CCMD,feasibility,7,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.4,0.1372,SIGINT,Kinetic,6,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,7,5
Title50,,Land,1.0,UFR,funding,0.3675,0.28,0.1029,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,7,3
Title10,,Cyber,1.0,ProgramBase,funding,0.4655,0.4,0.1862,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,NG,NAVWAR,proj-19,19,Army,CCMD,feasibility,7,4
Title10,,EW,1.0,Partner_CoDev,attempt,0.4655,0.4,0.1862,GEOINT,Kinetic,,,,,not_conducted,,,Commercial,start,Leidos,NAVWAR,proj-20,20,Army,Service HQ,,7,4
Title10,,EW,,Partner_CoDev,legal,,,,GEOINT,Kinetic,0,0.380625,0.40625,0.2875,unfavorable,,0.163125,Commercial,unfavorable,Leidos,NAVWAR,proj-20,20,Army,Service HQ,feasibility,7,4
Title50,,Maritime,1.0,External,funding,0.343,0.32,0.10976,HUMINT,Kinetic,6,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,7,4
Title10,,Land,1.0,POM,funding,0.441,0.36,0.15876,MASINT,Kinetic,2,,,,favorable,,,GovLab,fail,NG,NAVWAR,proj-25,25,Air Force,Service HQ,feasibility,7,3
Title10,,Air,1.0,UFR,funding,0.4165,0.28,0.11662,SIGINT,NonKinetic,3,,,,favorable,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,7,2
Title10,,EW,1.0,Partner_CoDev,attempt,0.4165,0.28,0.11662,SIGINT,NonKinetic,,,,,not_conducted,,,GovLab,start,Boeing,AFLCMC,proj-30,30,IC,Agency,,7,4
Title10,,EW,1.0,Partner_CoDev,funding,0.665,0.34,0.2261,SIGINT,NonKinetic,0,,,,favorable,,,GovLab,fail,Boeing,AFLCMC,proj-30,30,IC,Agency,feasibility,7,4
Title50,,Air,1.0,External,funding,0.441,0.32,0.14112,MASINT,Kinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,USMC,CCMD,feasibility,7,2
Title50,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,7,3
Title50,,Maritime,1.0,External,attempt,0.343,0.3,0.1029,MASINT,Kinetic,,,,,not_conducted,,,GovContractor,start,NG,PEO C4I,proj-38,38,IC,Service HQ,,7,3
Title50,,Maritime,1.0,External,funding,0.595,0.32,0.1904,MASINT,Kinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-38,38,IC,Service HQ,feasibility,7,3
Title10,,Cyber,1.0,ProgramBase,funding,0.441,0.4,0.1764,GEOINT,Kinetic,2,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-39,39,IC,Service HQ,feasibility,7,2
Title50,,Cyber,1.0,POM,funding,0.4165,0.36,0.14994,OSINT,Kinetic,2,,,,unfavorable,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,8,2
Title10,,Cyber,1.0,Partner,funding,0.4165,0.3,0.12495,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,8,4
Title50,,Space,1.0,External,funding,0.3675,0.32,0.1176,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,prototype_demo,8,5
Title10,,ISR,1.0,ProgramBase,funding,0.448,0.4,0.1792,HUMINT,Kinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,prototype_demo,8,3
Title10,,Air,1.0,POM,funding,0.392,0.36,0.14112,GEOINT,NonKinetic,4,,,,favorable,,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,prototype_demo,8,3
Title50,,Maritime,1.0,Partner_CoDev,funding,0.5985,0.34,0.20349,GEOINT,NonKinetic,1,,,,favorable,,,Commercial,fail,None,AFLCMC,proj-16,16,Air Force,CCMD,feasibility,8,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.4,0.1372,SIGINT,Kinetic,7,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,8,5
Title50,,Land,1.0,UFR,funding,0.343,0.28,0.09604,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,8,3
Title10,,Cyber,1.0,ProgramBase,funding,0.441,0.4,0.1764,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,NG,NAVWAR,proj-19,19,Army,CCMD,feasibility,8,4
Title50,,Maritime,1.0,External,funding,0.343,0.32,0.10976,HUMINT,Kinetic,7,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,8,4
Title10,,Land,1.0,POM,funding,0.4165,0.36,0.14994,MASINT,Kinetic,3,,,,favorable,,,GovLab,fail,NG,NAVWAR,proj-25,25,Air Force,Service HQ,feasibility,8,3
Title10,,Air,1.0,UFR,funding,0.392,0.28,0.10976,SIGINT,NonKinetic,4,,,,favorable,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,8,2
Title10,,Land,1.0,UFR,attempt,0.392,0.28,0.10976,SIGINT,NonKinetic,,,,,not_conducted,,,GovLab,start,NG,DARPA,proj-27,27,Space Force,CCMD,,8,4
Title10,,Land,,UFR,legal,,,,SIGINT,NonKinetic,0,0.30075,0.5275,0.145,unfavorable,,0.12175,GovLab,unfavorable,NG,DARPA,proj-27,27,Space Force,CCMD,feasibility,8,4
Title10,,EW,1.0,Partner_CoDev,funding,0.56525,0.34,0.192185,SIGINT,NonKinetic,1,,,,favorable,,,GovLab,fail,Boeing,AFLCMC,proj-30,30,IC,Agency,feasibility,8,4
Title50,,Air,1.0,External,funding,0.4165,0.32,0.13328,MASINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,USMC,CCMD,feasibility,8,2
Title50,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,8,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,8,3
Title50,GovContractor,Maritime,,External,contracting,0.7125,0.65,0.463125,MASINT,Kinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-38,38,IC,Service HQ,feasibility,8,3
Title10,,Cyber,1.0,ProgramBase,funding,0.4165,0.4,0.1666,GEOINT,Kinetic,3,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-39,39,IC,Service HQ,feasibility,8,2
Title50,,Cyber,1.0,POM,funding,0.392,0.36,0.14112,OSINT,Kinetic,3,,,,unfavorable,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,9,2
Title10,,Cyber,1.0,Partner,funding,0.392,0.3,0.1176,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,9,4
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,proj-11,11,Army,Agency,prototype_demo,9,5
Title10,,ISR,1.0,ProgramBase,funding,0.3675,0.4,0.147,HUMINT,Kinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,DEVCOM,proj-12,12,USMC,CCMD,prototype_demo,9,3
Title10,,Air,1.0,POM,funding,0.3675,0.36,0.1323,GEOINT,NonKinetic,5,,,,favorable,,,GovLab,fail,LM,NRL,proj-14,14,Navy,Agency,prototype_demo,9,3
Title50,Commercial,Maritime,,Partner_CoDev,contracting,0.63,0.6,0.378,GEOINT,NonKinetic,2,,,,favorable,,,Commercial,fail,None,AFLCMC,proj-16,16,Air Force,CCMD,feasibility,9,3
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.4,0.1372,SIGINT,Kinetic,8,,,,favorable,,,Commercial,fail,LM,DARPA,proj-17,17,Army,CCMD,prototype_demo,9,5
Title50,,Land,1.0,UFR,funding,0.343,0.28,0.09604,GEOINT,NonKinetic,7,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-18,18,USMC,CCMD,feasibility,9,3
Title10,,Cyber,1.0,ProgramBase,funding,0.4165,0.4,0.1666,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,NG,NAVWAR,proj-19,19,Army,CCMD,feasibility,9,4
Title50,,Maritime,1.0,External,funding,0.343,0.32,0.10976,HUMINT,Kinetic,8,,,,favorable_with_caveats,,,Commercial,fail,LM,AFLCMC,proj-24,24,IC,Service HQ,feasibility,9,4
Title10,,Land,1.0,POM,funding,0.392,0.36,0.14112,MASINT,Kinetic,4,,,,favorable,,,GovLab,fail,NG,NAVWAR,proj-25,25,Air Force,Service HQ,feasibility,9,3
Title10,,Air,1.0,UFR,funding,0.3675,0.28,0.1029,SIGINT,NonKinetic,5,,,,favorable,,,GovLab,fail,NG,PEO C4I,proj-26,26,Space Force,POC-User,feasibility,9,2
Title10,,EW,1.0,Partner_CoDev,funding,0.504,0.34,0.17136,SIGINT,NonKinetic,2,,,,favorable,,,GovLab,fail,Boeing,AFLCMC,proj-30,30,IC,Agency,feasibility,9,4
Title50,,Air,1.0,External,funding,0.392,0.32,0.12544,MASINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,USMC,CCMD,feasibility,9,2
Title50,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,9,,,,favorable_with_caveats,,,Commercial,fail,LM,PEO C4I,proj-35,35,Air Force,Agency,feasibility,9,3
Title50,,Maritime,1.0,External,funding,0.441,0.32,0.14112,MASINT,Kinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-38,38,IC,Service HQ,feasibility,9,3
Title10,,Cyber,1.0,ProgramBase,funding,0.392,0.4,0.1568,GEOINT,Kinetic,4,,,,favorable,,,Commercial,fail,SAIC,NRL,proj-39,39,IC,Service HQ,feasibility,9,2
Title50,,Cyber,1.0,POM,funding,0.3675,0.36,0.1323,OSINT,Kinetic,4,,,,unfavorable,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,10,2
Title10,,Cyber,1.0,Partner,funding,0.3675,0.3,0.11025,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NRL,proj-4,4,USMC,Agency,feasibility,10,4
Title50,,ISR,1.0,External,attempt,0.3675,0.3,0.11025,OSINT,Kinetic,,,,,not_conducted,,,GovContractor,start,Leidos,DEVCOM,proj-5,5,Air Force,CCMD,,10,2
Title50,,ISR,,External,test,0.63,0.68,0.4284,OSINT,Kinetic,0,,,,favorable,favorable,,GovContractor,pass,Leidos,DEVCOM,proj-5,5,Air Force,CCMD,feasibility,10,3
Title50,,ISR,,External,test,0.63,0.68,0.4284,OSINT,Kinetic,0,,,,favorable,favorable,,GovContractor,fail,Leidos,DEVCOM,proj-5,5,Air Force,CCMD,feasibility,10,3
Title50,,Space,,Partner_CoDev,attempt,0.63,0.68,0.4284,HUMINT,NonKinetic,,,,,not_conducted,favorable,,Commercial,start,None,AFLCMC,proj-6,6,Navy,POC-User,,10,4
