authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Space,1.0,External,funding,0.476,0.2,0.0952,GEOINT,NonKinetic,4,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,4,5
Title10,,EW,1.0,Partner_CoDev,attempt,0.476,0.2,0.0952,MASINT,NonKinetic,,,,,not_conducted,,,GovLab,start,None,NAVWAR,proj-21,21,IC,CCMD,,4,2
Title10,,EW,,Partner_CoDev,legal,,,,MASINT,NonKinetic,0,0.30075,0.5275,0.145,unfavorable,,0.12175,GovLab,unfavorable,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,4,2
Title10,,ISR,1.0,Partner,funding,0.4165,0.1875,0.078094,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,4,2
Title50,,Space,1.0,UFR,funding,0.5355,0.175,0.093712,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,4,3
Title50,,ISR,1.0,Partner_CoDev,attempt,0.5355,0.175,0.093712,SIGINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,None,DEVCOM,proj-33,33,USMC,CCMD,,4,4
Title50,,ISR,1.0,Partner_CoDev,funding,1.0,0.2125,0.2125,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,4,4
Title50,,Land,1.0,Partner,funding,0.4165,0.1875,0.078094,MASINT,NonKinetic,3,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,5,2
Title10,,ISR,1.0,Partner,funding,0.392,0.1875,0.0735,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,5,2
Title50,,Space,1.0,UFR,funding,0.476,0.175,0.0833,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,5,3
Title50,,ISR,1.0,Partner_CoDev,funding,0.857375,0.2125,0.182192,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,5,4
Title50,,Cyber,1.0,Partner,attempt,0.857375,0.2125,0.182192,GEOINT,NonKinetic,,,,,not_conducted,,,Commercial,start,None,DARPA,proj-0,0,Air Force,Service HQ,,6,2
Title50,,Cyber,1.0,Partner,funding,0.49,0.1875,0.091875,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,6,2
Title50,,Space,1.0,Partner,attempt,0.49,0.1875,0.091875,OSINT,NonKinetic,,,,,not_conducted,,,GovLab,start,SAIC,PEO C4I,proj-2,2,USMC,CCMD,,6,2
Title50,,Space,1.0,Partner,funding,0.49,0.1875,0.091875,OSINT,NonKinetic,0,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,6,2
Title50,,Land,1.0,Partner,funding,0.392,0.1875,0.0735,MASINT,NonKinetic,4,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,6,2
Title10,,Cyber,1.0,POM,attempt,0.392,0.1875,0.0735,GEOINT,Kinetic,,,,,not_conducted,,,GovContractor,start,Leidos,AFLCMC,proj-14,14,Space Force,Agency,,6,4
Title10,,Cyber,1.0,POM,funding,0.9,0.225,0.2025,GEOINT,Kinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,6,4
Title50,,Space,1.0,External,funding,0.42,0.2,0.084,GEOINT,NonKinetic,6,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,6,5
Title10,,Cyber,1.0,UFR,attempt,0.42,0.2,0.084,HUMINT,Kinetic,,,,,not_conducted,,,Commercial,start,NG,NAVWAR,proj-16,16,IC,Agency,,6,4
Title10,,Cyber,,UFR,legal,,,,HUMINT,Kinetic,0,0.33075,0.4775,0.145,unfavorable,,0.14175,Commercial,unfavorable,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,6,4
Title10,,ISR,1.0,Partner,funding,0.3675,0.1875,0.068906,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,6,2
Title50,,Space,1.0,UFR,funding,0.42,0.175,0.0735,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,6,3
Title50,,ISR,1.0,Partner_CoDev,funding,0.6885,0.2125,0.146306,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,6,4
Title50,,Cyber,1.0,Partner,funding,0.4655,0.1875,0.087281,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,7,2
Title50,,Space,1.0,Partner,funding,0.4655,0.1875,0.087281,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,7,2
Title50,,Land,1.0,Partner,funding,0.3675,0.1875,0.068906,MASINT,NonKinetic,5,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,7,2
Title10,GovContractor,Cyber,,POM,contracting,0.76,0.55,0.418,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,7,4
Title50,,Space,1.0,External,funding,0.3675,0.2,0.0735,GEOINT,NonKinetic,7,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,7,5
Title10,,Air,1.0,UFR,attempt,0.3675,0.2,0.0735,MASINT,Kinetic,,,,,not_conducted,,,GovContractor,start,LM,NRL,proj-26,26,IC,CCMD,,7,4
Title10,,Air,1.0,UFR,funding,0.5625,0.175,0.098437,MASINT,Kinetic,0,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,7,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,6,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,7,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,7,3
Title50,,ISR,1.0,Partner_CoDev,funding,0.50575,0.2125,0.107472,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,7,4
Title50,,Cyber,1.0,Partner,funding,0.441,0.1875,0.082687,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,8,2
Title50,,Space,1.0,Partner,funding,0.441,0.1875,0.082687,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,8,2
Title50,GovLab,Land,,Partner,contracting,0.49,0.6,0.294,MASINT,NonKinetic,6,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,8,2
Title10,,Cyber,1.0,POM,funding,0.5985,0.225,0.134662,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,8,4
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,8,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,8,5
Title10,,Cyber,1.0,UFR,attempt,0.343,0.2,0.0686,HUMINT,Kinetic,,,,,unfavorable,,,Commercial,start,NG,NAVWAR,proj-16,16,IC,Agency,,8,4
Title10,,Cyber,1.0,UFR,funding,0.4655,0.175,0.081462,HUMINT,Kinetic,0,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,8,4
Title10,,Air,1.0,UFR,funding,0.4655,0.175,0.081462,MASINT,Kinetic,1,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,8,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,7,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,8,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,8,3
Title50,,ISR,1.0,Partner_CoDev,funding,0.448,0.2125,0.0952,SIGINT,NonKinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,8,4
Title50,,Cyber,1.0,Partner,funding,0.4165,0.1875,0.078094,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,9,2
Title50,,Space,1.0,Partner,funding,0.4165,0.1875,0.078094,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,9,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,7,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,9,2
Title10,,Land,1.0,UFR,attempt,0.343,0.1875,0.064312,HUMINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,SAIC,DEVCOM,proj-6,6,Space Force,Agency,,9,4
Title10,,Land,1.0,UFR,funding,0.49,0.175,0.08575,HUMINT,NonKinetic,0,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,9,4
Title10,,Cyber,1.0,POM,funding,0.5355,0.225,0.120487,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,9,4
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,9,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,9,5
Title10,,Cyber,1.0,UFR,funding,0.441,0.175,0.077175,HUMINT,Kinetic,1,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,9,4
Title50,,Maritime,1.0,External,attempt,0.441,0.175,0.077175,OSINT,NonKinetic,,,,,not_conducted,,,Commercial,start,Leidos,AFLCMC,proj-18,18,USMC,Agency,,9,3
Title50,,Maritime,1.0,External,funding,0.49,0.2,0.098,OSINT,NonKinetic,0,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,9,3
Title10,,Air,1.0,UFR,funding,0.441,0.175,0.077175,MASINT,Kinetic,2,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,9,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,8,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,9,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,8,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,9,3
Title10,,Maritime,1.0,Partner,attempt,0.343,0.175,0.060025,GEOINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,NG,NRL,proj-32,32,Space Force,Service HQ,,9,4
Title10,,Maritime,1.0,Partner,funding,0.49,0.1875,0.091875,GEOINT,NonKinetic,0,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,9,4
Title50,,ISR,1.0,Partner_CoDev,funding,0.39375,0.2125,0.083672,SIGINT,NonKinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,9,4
Title10,,Maritime,1.0,Partner,attempt,0.39375,0.2125,0.083672,HUMINT,NonKinetic,,,,,not_conducted,,,Commercial,start,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,,9,3
Title10,,Maritime,1.0,Partner,funding,0.49,0.1875,0.091875,HUMINT,NonKinetic,0,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,9,3
Title50,,Cyber,1.0,Partner,funding,0.392,0.1875,0.0735,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,10,2
Title50,,Space,1.0,Partner,funding,0.392,0.1875,0.0735,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,10,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,8,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,10,2
Title10,,Land,1.0,UFR,funding,0.4655,0.175,0.081462,HUMINT,NonKinetic,1,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,10,4
Title10,,Cyber,1.0,POM,funding,0.476,0.225,0.1071,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,10,4
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,10,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,10,5
Title10,,Cyber,1.0,UFR,funding,0.4165,0.175,0.072887,HUMINT,Kinetic,2,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,10,4
Title50,,Maritime,1.0,External,funding,0.4655,0.2,0.0931,OSINT,NonKinetic,1,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,10,3
Title10,,Air,1.0,UFR,funding,0.4165,0.175,0.072887,MASINT,Kinetic,3,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,10,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,9,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,10,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,9,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,10,3
Title10,,Maritime,1.0,Partner,funding,0.4655,0.1875,0.087281,GEOINT,NonKinetic,1,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,10,4
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,10,4
Title10,,Maritime,1.0,Partner,funding,0.4655,0.1875,0.087281,HUMINT,NonKinetic,1,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,10,3
Title50,,Cyber,1.0,Partner,funding,0.3675,0.1875,0.068906,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,11,2
Title50,,Space,1.0,Partner,funding,0.3675,0.1875,0.068906,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,11,2
Title50,,Land,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,9,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,11,2
Title10,GovContractor,Land,,UFR,contracting,0.63,0.55,0.3465,HUMINT,NonKinetic,2,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,11,4
Title10,,Cyber,1.0,POM,funding,0.42,0.225,0.0945,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,11,4
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,11,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,11,5
Title10,Commercial,Cyber,,UFR,contracting,0.56,0.45,0.252,HUMINT,Kinetic,3,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,11,4
Title50,,Maritime,1.0,External,funding,0.441,0.2,0.0882,OSINT,NonKinetic,2,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,11,3
Title10,,EW,1.0,UFR,attempt,0.441,0.2,0.0882,SIGINT,Kinetic,,,,,not_conducted,,,GovLab,start,LM,DEVCOM,proj-19,19,Army,Service HQ,,11,2
Title10,,EW,1.0,UFR,funding,0.49,0.175,0.08575,SIGINT,Kinetic,0,,,,not_conducted,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,feasibility,11,2
Title10,,Air,1.0,UFR,funding,0.392,0.175,0.0686,MASINT,Kinetic,4,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,11,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,10,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,11,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,10,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,11,3
Title10,,Maritime,1.0,Partner,funding,0.441,0.1875,0.082687,GEOINT,NonKinetic,2,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,11,4
Title50,,ISR,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,SIGINT,NonKinetic,7,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,11,4
Title10,,Maritime,1.0,Partner,funding,0.441,0.1875,0.082687,HUMINT,NonKinetic,2,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,11,3
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,12,2
Title50,,Space,1.0,Partner,funding,0.343,0.1875,0.064312,OSINT,NonKinetic,6,,,,favorable_with_caveats,,,GovLab,fail,SAIC,PEO C4I,proj-2,2,USMC,CCMD,feasibility,12,2
Title50,,Land,,Partner,test,0.595,0.7,0.4165,MASINT,NonKinetic,10,,,,favorable,favorable,,GovLab,pass,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,12,3
Title50,,Land,,Partner,test,0.595,0.7,0.4165,MASINT,NonKinetic,0,,,,favorable,favorable,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,feasibility,12,3
Title10,,Land,1.0,UFR,funding,0.4165,0.175,0.072887,HUMINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-6,6,Space Force,Agency,feasibility,12,4
Title10,,Cyber,1.0,POM,funding,0.3675,0.225,0.082687,GEOINT,Kinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,AFLCMC,proj-14,14,Space Force,Agency,feasibility,12,4
Title50,,Space,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,12,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,12,5
Title10,,Cyber,1.0,UFR,funding,0.3675,0.175,0.064312,HUMINT,Kinetic,4,,,,unfavorable,,,Commercial,fail,NG,NAVWAR,proj-16,16,IC,Agency,feasibility,12,4
Title50,,Maritime,1.0,External,funding,0.4165,0.2,0.0833,OSINT,NonKinetic,3,,,,favorable,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,12,3
Title10,,EW,1.0,UFR,funding,0.4655,0.175,0.081462,SIGINT,Kinetic,1,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,feasibility,12,2
Title10,,EW,1.0,Partner_CoDev,attempt,0.4655,0.175,0.081462,MASINT,NonKinetic,,,,,unfavorable,,,GovLab,start,None,NAVWAR,proj-21,21,IC,CCMD,,12,2
Title10,,EW,1.0,Partner_CoDev,funding,0.4655,0.2125,0.098919,MASINT,NonKinetic,0,,,,unfavorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,12,2
Title10,,Air,1.0,UFR,funding,0.3675,0.175,0.064312,MASINT,Kinetic,5,,,,favorable,,,GovContractor,fail,LM,NRL,proj-26,26,IC,CCMD,feasibility,12,4
Title10,,ISR,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,Kinetic,11,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,feasibility,12,2
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,OSINT,NonKinetic,11,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,12,3
Title10,,Maritime,1.0,Partner,funding,0.4165,0.1875,0.078094,GEOINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,12,4
Title50,GovContractor,ISR,,Partner_CoDev,contracting,0.49,0.55,0.2695,SIGINT,NonKinetic,8,,,,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,12,4
Title10,,Maritime,1.0,Partner,funding,0.4165,0.1875,0.078094,HUMINT,NonKinetic,3,,,,favorable,,,Commercial,fail,SAIC,NAVWAR,proj-37,37,Space Force,POC-User,feasibility,12,3
Title50,,Cyber,1.0,Partner,funding,0.343,0.1875,0.064312,GEOINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,None,DARPA,proj-0,0,Air Force,Service HQ,feasibility,13,2
