authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,ISR,1.0,UFR,funding,0.56525,0.175,0.098919,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,prototype_demo,3,3
Title10,,ISR,,ProgramBase,test,0.767125,0.67,0.513974,OSINT,NonKinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,GovLab,pass,LM,NRL,proj-26,26,Space Force,Service HQ,feasibility,3,4
Title10,,ISR,,ProgramBase,test,0.767125,0.67,0.513974,OSINT,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,feasibility,3,4
Title10,,ISR,,UFR,attempt,0.767125,0.67,0.513974,GEOINT,Kinetic,,,,,not_conducted,favorable_with_caveats,,Commercial,start,None,NAVWAR,proj-28,28,Navy,POC-User,,3,3
Title10,,ISR,1.0,UFR,funding,0.72,0.175,0.126,GEOINT,Kinetic,0,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,3,3
Title50,,Cyber,1.0,UFR,funding,0.44625,0.175,0.078094,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,3,3
Title50,,Space,1.0,ProgramBase,funding,0.612,0.25,0.153,MASINT,Kinetic,2,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,4,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.5355,0.2125,0.113794,MASINT,Kinetic,3,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,4,3
Title50,,ISR,1.0,UFR,funding,0.441,0.175,0.077175,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,prototype_demo,4,3
Title50,,Land,1.0,UFR,attempt,0.441,0.175,0.077175,SIGINT,Kinetic,,,,,not_conducted,,,Commercial,start,None,DEVCOM,proj-25,25,Space Force,Agency,,4,2
Title50,,Land,,UFR,legal,,,,SIGINT,Kinetic,0,0.35,0.45,0.0,unfavorable,,0.15,Commercial,unfavorable,None,DEVCOM,proj-25,25,Space Force,Agency,feasibility,4,2
Title10,,ISR,1.0,ProgramBase,funding,0.42,0.25,0.105,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,4,4
Title10,,ISR,1.0,UFR,funding,0.532,0.175,0.0931,GEOINT,Kinetic,1,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,4,3
Title10,,EW,1.0,External,attempt,0.532,0.175,0.0931,GEOINT,NonKinetic,,,,,not_conducted,,,Commercial,start,NG,DARPA,proj-32,32,Army,CCMD,,4,3
Title10,,EW,1.0,External,funding,0.75,0.2,0.15,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,4,3
Title50,,Cyber,1.0,UFR,funding,0.392,0.175,0.0686,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,4,3
Title50,,Space,1.0,UFR,attempt,0.392,0.175,0.0686,SIGINT,Kinetic,,,,,not_conducted,,,GovContractor,start,NG,DARPA,proj-9,9,Army,POC-User,,5,4
Title50,,Space,1.0,UFR,funding,0.7,0.175,0.1225,SIGINT,Kinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,5,4
Title50,,Space,1.0,ProgramBase,funding,0.4165,0.25,0.104125,MASINT,Kinetic,3,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,5,4
Title10,,Air,1.0,Partner_CoDev,attempt,0.4165,0.25,0.104125,OSINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,Leidos,DARPA,proj-18,18,Space Force,CCMD,,5,3
Title10,,Air,1.0,Partner_CoDev,funding,0.8075,0.2125,0.171594,OSINT,NonKinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,5,3
Title10,,Maritime,1.0,UFR,attempt,0.8075,0.2125,0.171594,SIGINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,SAIC,DEVCOM,proj-20,20,USMC,CCMD,,5,4
Title10,,Maritime,1.0,UFR,funding,0.63,0.175,0.11025,SIGINT,NonKinetic,0,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,5,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.448,0.2125,0.0952,MASINT,Kinetic,4,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,5,3
Title50,,ISR,1.0,UFR,funding,0.4165,0.175,0.072887,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,prototype_demo,5,3
Title10,,ISR,1.0,ProgramBase,funding,0.3675,0.25,0.091875,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,5,4
Title10,,ISR,1.0,UFR,funding,0.441,0.175,0.077175,GEOINT,Kinetic,2,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,5,3
Title10,,EW,1.0,External,funding,0.63175,0.2,0.12635,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,5,3
Title50,,Cyber,1.0,UFR,funding,0.3675,0.175,0.064312,MASINT,NonKinetic,5,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,5,3
Title50,,EW,1.0,ProgramBase,attempt,0.3675,0.175,0.064312,SIGINT,NonKinetic,,,,,not_conducted,,,Commercial,start,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,,5,4
Title50,,EW,1.0,ProgramBase,funding,0.49,0.25,0.1225,SIGINT,NonKinetic,0,,,,not_conducted,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,5,4
Title50,,Space,1.0,UFR,funding,0.56525,0.175,0.098919,SIGINT,Kinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,6,4
Title50,Commercial,Space,,ProgramBase,contracting,0.56,0.45,0.252,MASINT,Kinetic,4,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,6,4
Title10,,Air,1.0,Partner_CoDev,funding,0.57,0.2125,0.121125,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,6,3
Title10,,Maritime,1.0,UFR,funding,0.49875,0.175,0.087281,SIGINT,NonKinetic,1,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,6,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.3675,0.2125,0.078094,MASINT,Kinetic,5,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,6,3
Title50,,ISR,,UFR,test,0.648,0.62,0.40176,OSINT,NonKinetic,4,,,,favorable_with_caveats,favorable_with_caveats,,GovLab,pass,LM,DEVCOM,proj-24,24,Navy,Service HQ,prototype_demo,6,4
Title50,,ISR,,UFR,test,0.648,0.62,0.40176,OSINT,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,prototype_demo,6,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,6,4
Title10,,ISR,1.0,UFR,funding,0.4165,0.175,0.072887,GEOINT,Kinetic,3,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,6,3
Title10,,EW,1.0,External,funding,0.567,0.2,0.1134,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,6,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,6,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,6,3
Title50,,EW,1.0,ProgramBase,funding,0.4655,0.25,0.116375,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,6,4
Title50,,Space,1.0,UFR,funding,0.441,0.175,0.077175,SIGINT,Kinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,7,4
Title50,,Space,1.0,ProgramBase,funding,0.3675,0.25,0.091875,MASINT,Kinetic,5,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,7,4
Title10,,Air,1.0,Partner_CoDev,funding,0.441,0.2125,0.093712,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,7,3
Title10,,Maritime,1.0,UFR,funding,0.441,0.175,0.077175,SIGINT,NonKinetic,2,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,7,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,Kinetic,6,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,7,3
Title50,,ISR,0.75,UFR,funding,0.3675,0.105,0.038587,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,functional_test,7,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,7,4
Title10,Commercial,ISR,,UFR,contracting,0.56,0.45,0.252,GEOINT,Kinetic,4,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,7,3
Title10,,EW,1.0,External,funding,0.50575,0.2,0.10115,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,7,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,7,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,7,3
Title50,,EW,1.0,ProgramBase,funding,0.441,0.25,0.11025,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,7,4
Title50,,Space,1.0,UFR,funding,0.4165,0.175,0.072887,SIGINT,Kinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,8,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,6,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,8,4
Title10,,Air,1.0,Partner_CoDev,funding,0.4165,0.2125,0.088506,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,8,3
Title10,,Maritime,1.0,UFR,funding,0.4165,0.175,0.072887,SIGINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,8,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,Kinetic,7,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,8,3
Title50,,ISR,0.75,UFR,funding,0.343,0.105,0.036015,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,functional_test,8,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,8,4
Title10,,ISR,1.0,UFR,funding,0.3675,0.175,0.064312,GEOINT,Kinetic,5,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,8,3
Title10,,EW,1.0,External,funding,0.448,0.2,0.0896,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,8,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,8,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,8,3
Title50,,EW,1.0,ProgramBase,funding,0.4165,0.25,0.104125,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,8,4
Title50,,Space,1.0,UFR,funding,0.392,0.175,0.0686,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,9,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,7,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,9,4
Title10,,Air,1.0,Partner_CoDev,funding,0.392,0.2125,0.0833,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,9,3
Title10,,Maritime,1.0,UFR,funding,0.392,0.175,0.0686,SIGINT,NonKinetic,4,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,9,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,Kinetic,8,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,9,3
Title50,,ISR,0.75,UFR,funding,0.343,0.105,0.036015,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,functional_test,9,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,6,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,9,4
Title10,,ISR,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,Kinetic,6,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,9,3
Title10,,EW,1.0,External,funding,0.39375,0.2,0.07875,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,9,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,9,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,9,3
Title50,,EW,1.0,ProgramBase,funding,0.392,0.25,0.098,SIGINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,9,4
Title10,,Cyber,1.0,External,attempt,0.392,0.25,0.098,SIGINT,Kinetic,,,,,not_conducted,,,Commercial,start,Leidos,PEO C4I,proj-6,6,Army,CCMD,,10,4
Title10,,Cyber,1.0,External,funding,0.49,0.2,0.098,SIGINT,Kinetic,0,,,,favorable,,,Commercial,fail,Leidos,PEO C4I,proj-6,6,Army,CCMD,feasibility,10,4
Title50,,Space,1.0,UFR,funding,0.3675,0.175,0.064312,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,10,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,8,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,10,4
Title50,,Maritime,1.0,External,attempt,0.343,0.25,0.08575,OSINT,NonKinetic,,,,,not_conducted,,,GovLab,start,Boeing,PEO C4I,proj-15,15,Navy,POC-User,,10,2
Title50,GovLab,Maritime,,External,contracting,0.7,0.6,0.42,OSINT,NonKinetic,0,,,,favorable,,,GovLab,fail,Boeing,PEO C4I,proj-15,15,Navy,POC-User,feasibility,10,2
Title10,,Air,1.0,Partner_CoDev,funding,0.3675,0.2125,0.078094,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,10,3
Title10,,Maritime,1.0,UFR,funding,0.3675,0.175,0.064312,SIGINT,NonKinetic,5,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,10,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,Kinetic,9,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,10,3
Title50,,Cyber,1.0,External,attempt,0.343,0.2125,0.072887,HUMINT,NonKinetic,,,,,not_conducted,,,Commercial,start,LM,AFLCMC,proj-23,23,Navy,Agency,,10,3
Title50,,Cyber,1.0,External,funding,0.49,0.2,0.098,HUMINT,NonKinetic,0,,,,favorable,,,Commercial,fail,LM,AFLCMC,proj-23,23,Navy,Agency,feasibility,10,3
Title50,,ISR,0.75,UFR,funding,0.343,0.105,0.036015,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,functional_test,10,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,7,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,10,4
Title10,,ISR,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,Kinetic,7,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,10,3
Title10,,EW,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,10,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,10,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,10,3
Title50,Commercial,EW,,ProgramBase,contracting,0.525,0.45,0.23625,SIGINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NAVWAR,proj-34,34,Space Force,CCMD,feasibility,10,4
Title10,Commercial,Air,,External,attempt,0.525,0.45,0.23625,SIGINT,NonKinetic,,,,,not_conducted,,,Commercial,start,Boeing,DARPA,proj-2,2,USMC,Service HQ,,11,4
Title10,,Air,1.0,External,funding,0.49,0.2,0.098,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,Commercial,fail,Boeing,DARPA,proj-2,2,USMC,Service HQ,feasibility,11,4
Title10,,Cyber,1.0,External,funding,0.4655,0.2,0.0931,SIGINT,Kinetic,1,,,,favorable,,,Commercial,fail,Leidos,PEO C4I,proj-6,6,Army,CCMD,feasibility,11,4
Title50,,ISR,1.0,External,attempt,0.4655,0.2,0.0931,SIGINT,Kinetic,,,,,not_conducted,,,Commercial,start,None,NRL,proj-7,7,Air Force,Service HQ,,11,3
Title50,,ISR,1.0,External,funding,0.49,0.2,0.098,SIGINT,Kinetic,0,,,,favorable_with_caveats,,,Commercial,fail,None,NRL,proj-7,7,Air Force,Service HQ,feasibility,11,3
Title50,,Space,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,NG,DARPA,proj-9,9,Army,POC-User,feasibility,11,4
Title50,,Space,1.0,ProgramBase,funding,0.343,0.25,0.08575,MASINT,Kinetic,9,,,,favorable,,,Commercial,fail,SAIC,DARPA,proj-11,11,USMC,POC-User,feasibility,11,4
Title50,,Maritime,1.0,External,funding,0.4655,0.2,0.0931,OSINT,NonKinetic,1,,,,favorable,,,GovLab,fail,Boeing,PEO C4I,proj-15,15,Navy,POC-User,feasibility,11,2
Title10,,Air,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,OSINT,NonKinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,Leidos,DARPA,proj-18,18,Space Force,CCMD,feasibility,11,3
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,NonKinetic,6,,,,favorable,,,GovContractor,fail,SAIC,DEVCOM,proj-20,20,USMC,CCMD,feasibility,11,4
Title10,,Maritime,1.0,Partner_CoDev,funding,0.343,0.2125,0.072887,MASINT,Kinetic,10,,,,favorable_with_caveats,,,GovLab,fail,None,PEO C4I,proj-21,21,IC,Service HQ,feasibility,11,3
Title50,,Cyber,1.0,External,funding,0.4655,0.2,0.0931,HUMINT,NonKinetic,1,,,,favorable,,,Commercial,fail,LM,AFLCMC,proj-23,23,Navy,Agency,feasibility,11,3
Title50,,ISR,0.75,UFR,funding,0.343,0.105,0.036015,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,GovLab,fail,LM,DEVCOM,proj-24,24,Navy,Service HQ,functional_test,11,4
Title10,,ISR,1.0,ProgramBase,funding,0.343,0.25,0.08575,OSINT,NonKinetic,8,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-26,26,Space Force,Service HQ,prototype_demo,11,4
Title10,,ISR,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,Kinetic,8,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-28,28,Navy,POC-User,feasibility,11,3
Title50,,ISR,1.0,Partner,attempt,0.343,0.175,0.060025,OSINT,NonKinetic,,,,,not_conducted,,,Commercial,start,None,NAVWAR,proj-30,30,Space Force,Agency,,11,3
Title50,,ISR,1.0,Partner,funding,0.7,0.1875,0.13125,OSINT,NonKinetic,0,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-30,30,Space Force,Agency,feasibility,11,3
Title10,,EW,1.0,External,funding,0.343,0.2,0.0686,GEOINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-32,32,Army,CCMD,feasibility,11,3
Title50,,Cyber,1.0,UFR,funding,0.343,0.175,0.060025,MASINT,NonKinetic,11,,,,favorable_with_caveats,,,GovLab,fail,LM,AFLCMC,proj-33,33,Space Force,Service HQ,feasibility,11,3
