authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Space,1.0,ProgramBase,funding,0.504,0.25,0.126,SIGINT,Kinetic,4,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,5,3
Title10,,Maritime,1.0,UFR,funding,0.49875,0.175,0.087281,HUMINT,NonKinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,5,3
Title50,,Air,1.0,UFR,funding,0.4165,0.175,0.072887,SIGINT,Kinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,5,4
Title10,,Maritime,1.0,UFR,funding,0.441,0.175,0.077175,GEOINT,NonKinetic,2,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,5,4
Title50,,ISR,1.0,External,funding,0.39375,0.2,0.07875,OSINT,Kinetic,5,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,5,2
Title10,,Space,1.0,External,attempt,0.39375,0.2,0.07875,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,None,AFLCMC,proj-26,26,Army,CCMD,,5,4
Title10,,Space,1.0,External,funding,0.7,0.2,0.14,MASINT,Kinetic,0,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,feasibility,5,4
Title10,,Maritime,1.0,Partner,funding,0.56525,0.1875,0.105984,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,5,3
Title50,,Space,1.0,ProgramBase,funding,0.44625,0.25,0.111562,SIGINT,Kinetic,5,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,6,3
Title10,,Maritime,1.0,UFR,funding,0.441,0.175,0.077175,HUMINT,NonKinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,6,3
Title50,,Air,1.0,UFR,funding,0.392,0.175,0.0686,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,6,4
Title10,,Maritime,1.0,UFR,funding,0.4165,0.175,0.072887,GEOINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,6,4
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,6,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,6,2
Title10,,Space,,External,test,0.857375,0.68,0.583015,MASINT,Kinetic,1,,,,favorable,favorable,,GovLab,pass,None,AFLCMC,proj-26,26,Army,CCMD,feasibility,6,5
Title10,,Space,,External,test,0.857375,0.68,0.583015,MASINT,Kinetic,0,,,,favorable,favorable,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,feasibility,6,5
Title10,,Maritime,1.0,Partner,funding,0.504,0.1875,0.0945,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,6,3
Title50,,Maritime,1.0,POM,attempt,0.504,0.1875,0.0945,SIGINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,NG,PEO C4I,proj-35,35,Army,POC-User,,6,3
Title10,,Space,,Partner_CoDev,attempt,0.9025,0.67,0.604675,SIGINT,NonKinetic,,,,,not_conducted,favorable_with_caveats,,Commercial,start,Boeing,PEO C4I,proj-39,39,Army,CCMD,,6,4
Title10,,Space,,Partner_CoDev,legal,,,,SIGINT,NonKinetic,0,0.30075,0.5275,0.145,unfavorable,,0.12175,Commercial,unfavorable,Boeing,PEO C4I,proj-39,39,Army,CCMD,feasibility,6,4
Title50,Commercial,Space,,ProgramBase,contracting,0.49,0.45,0.2205,SIGINT,Kinetic,6,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,7,3
Title10,,Maritime,1.0,UFR,funding,0.4165,0.175,0.072887,HUMINT,NonKinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,7,3
Title50,,Air,1.0,UFR,funding,0.3675,0.175,0.064312,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,7,4
Title10,,Maritime,1.0,UFR,funding,0.392,0.175,0.0686,GEOINT,NonKinetic,4,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,7,4
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,7,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,7,2
Title10,,Space,1.0,External,funding,0.5985,0.2,0.1197,MASINT,Kinetic,1,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,7,5
Title10,,Maritime,1.0,Partner,funding,0.44625,0.1875,0.083672,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,7,3
Title50,,Maritime,1.0,POM,funding,0.7,0.225,0.1575,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,7,3
Title10,,Air,1.0,ProgramBase,attempt,0.7,0.225,0.1575,MASINT,Kinetic,,,,,not_conducted,,,GovContractor,start,Leidos,DARPA,proj-37,37,IC,POC-User,,7,2
Title10,,Air,1.0,ProgramBase,funding,0.56,0.25,0.14,MASINT,Kinetic,0,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,7,2
Title50,,Space,1.0,ProgramBase,funding,0.3675,0.25,0.091875,SIGINT,Kinetic,7,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,8,3
Title10,,Maritime,1.0,UFR,funding,0.392,0.175,0.0686,HUMINT,NonKinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,8,3
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,8,4
Title10,,Maritime,1.0,UFR,funding,0.3675,0.175,0.064312,GEOINT,NonKinetic,5,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,8,4
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,8,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,8,2
Title10,,Space,1.0,External,funding,0.5355,0.2,0.1071,MASINT,Kinetic,2,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,8,5
Title10,,ISR,1.0,ProgramBase,attempt,0.5355,0.2,0.1071,HUMINT,NonKinetic,,,,,not_conducted,,,Commercial,start,Boeing,DEVCOM,proj-28,28,USMC,Agency,,8,3
Title10,,ISR,1.0,ProgramBase,funding,0.49,0.25,0.1225,HUMINT,NonKinetic,0,,,,not_conducted,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,8,3
Title10,,Maritime,1.0,Partner,funding,0.392,0.1875,0.0735,MASINT,NonKinetic,5,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,8,3
Title10,,Land,1.0,POM,attempt,0.392,0.1875,0.0735,MASINT,NonKinetic,,,,,not_conducted,,,GovLab,start,LM,NRL,proj-31,31,Air Force,CCMD,,8,3
Title10,,Land,1.0,POM,funding,0.8075,0.225,0.181688,MASINT,NonKinetic,0,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,8,3
Title50,GovContractor,Maritime,,POM,contracting,0.665,0.55,0.36575,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,8,3
Title10,,Air,1.0,ProgramBase,funding,0.4655,0.25,0.116375,MASINT,Kinetic,1,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,8,2
Title50,,Space,1.0,ProgramBase,funding,0.343,0.25,0.08575,SIGINT,Kinetic,8,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,9,3
Title10,,Maritime,1.0,UFR,funding,0.3675,0.175,0.064312,HUMINT,NonKinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,9,3
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,7,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,9,4
Title50,,Air,1.0,UFR,attempt,0.343,0.175,0.060025,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,Leidos,DARPA,proj-18,18,Space Force,Agency,,9,2
Title50,,Air,1.0,UFR,funding,0.56,0.175,0.098,MASINT,Kinetic,0,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,feasibility,9,2
Title10,,Maritime,,UFR,test,0.5985,0.73,0.436905,GEOINT,NonKinetic,6,,,,favorable,favorable,,GovContractor,pass,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,9,5
Title10,,Maritime,,UFR,test,0.5985,0.73,0.436905,GEOINT,NonKinetic,0,,,,favorable,favorable,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,feasibility,9,5
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,9,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,9,2
Title10,,Space,1.0,External,funding,0.42,0.2,0.084,MASINT,Kinetic,3,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,9,5
Title10,,ISR,1.0,ProgramBase,funding,0.4655,0.25,0.116375,HUMINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,9,3
Title10,,Maritime,1.0,Partner,funding,0.3675,0.1875,0.068906,MASINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,9,3
Title10,,Land,1.0,POM,funding,0.5985,0.225,0.134662,MASINT,NonKinetic,1,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,9,3
Title50,,Maritime,1.0,POM,funding,0.5355,0.225,0.120487,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,9,3
Title10,,Air,1.0,ProgramBase,funding,0.441,0.25,0.11025,MASINT,Kinetic,2,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,9,2
Title50,,Space,,ProgramBase,test,0.5355,0.6,0.3213,SIGINT,Kinetic,9,,,,favorable,favorable,,Commercial,pass,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,10,4
Title50,,Space,,ProgramBase,test,0.5355,0.6,0.3213,SIGINT,Kinetic,0,,,,favorable,favorable,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,prototype_demo,10,4
Title10,,Cyber,,POM,attempt,0.5355,0.6,0.3213,HUMINT,Kinetic,,,,,not_conducted,favorable,,GovContractor,start,LM,NAVWAR,proj-6,6,IC,Agency,,10,2
Title10,,Cyber,1.0,POM,funding,0.56,0.225,0.126,HUMINT,Kinetic,0,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,10,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,10,3
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,8,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,10,4
Title50,,Air,1.0,UFR,funding,0.4655,0.175,0.081462,MASINT,Kinetic,1,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,feasibility,10,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,NonKinetic,1,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,10,5
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,10,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,10,2
Title10,GovLab,Space,,External,contracting,0.525,0.6,0.315,MASINT,Kinetic,4,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,10,5
Title10,,ISR,1.0,ProgramBase,funding,0.441,0.25,0.11025,HUMINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,10,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,10,3
Title10,GovLab,Land,,POM,contracting,0.63,0.6,0.378,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,10,3
Title50,,Maritime,1.0,POM,funding,0.44625,0.225,0.100406,SIGINT,NonKinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,10,3
Title10,,Air,1.0,ProgramBase,funding,0.4165,0.25,0.104125,MASINT,Kinetic,3,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,10,2
Title50,,Space,0.75,ProgramBase,funding,0.343,0.15,0.05145,SIGINT,Kinetic,1,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,functional_test,11,4
Title10,,Cyber,1.0,POM,funding,0.4655,0.225,0.104737,HUMINT,Kinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,11,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,7,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,11,3
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,9,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,11,4
Title50,,Air,1.0,UFR,funding,0.441,0.175,0.077175,MASINT,Kinetic,2,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,feasibility,11,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,NonKinetic,2,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,11,5
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,11,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,11,2
Title10,,Space,1.0,External,funding,0.343,0.2,0.0686,MASINT,Kinetic,5,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,11,5
Title10,Commercial,ISR,,ProgramBase,contracting,0.595,0.45,0.26775,HUMINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,11,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,8,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,11,3
Title10,,Land,1.0,POM,funding,0.4165,0.225,0.093713,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,11,3
Title50,,Maritime,1.0,POM,funding,0.392,0.225,0.0882,SIGINT,NonKinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,11,3
Title10,,Air,1.0,ProgramBase,funding,0.392,0.25,0.098,MASINT,Kinetic,4,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,11,2
Title50,,Space,0.75,ProgramBase,funding,0.343,0.15,0.05145,SIGINT,Kinetic,2,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,functional_test,12,4
Title10,,Cyber,1.0,POM,funding,0.441,0.225,0.099225,HUMINT,Kinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,12,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,8,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,12,3
Title50,,EW,1.0,POM,attempt,0.343,0.175,0.060025,HUMINT,Kinetic,,,,,not_conducted,,,Commercial,start,NG,DARPA,proj-11,11,Navy,CCMD,,12,4
Title50,,EW,1.0,POM,funding,0.49,0.225,0.11025,HUMINT,Kinetic,0,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-11,11,Navy,CCMD,feasibility,12,4
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,10,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,12,4
Title50,,Air,1.0,UFR,funding,0.4165,0.175,0.072887,MASINT,Kinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,feasibility,12,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,GEOINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,None,NAVWAR,proj-20,20,Space Force,Service HQ,prototype_demo,12,5
Title50,,ISR,1.0,External,funding,0.343,0.2,0.0686,OSINT,Kinetic,12,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-21,21,IC,POC-User,feasibility,12,2
Title10,,Space,1.0,External,funding,0.343,0.2,0.0686,MASINT,Kinetic,6,,,,favorable,,,GovLab,fail,None,AFLCMC,proj-26,26,Army,CCMD,prototype_demo,12,5
Title10,,ISR,1.0,ProgramBase,funding,0.392,0.25,0.098,HUMINT,NonKinetic,4,,,,favorable_with_caveats,,,Commercial,fail,Boeing,DEVCOM,proj-28,28,USMC,Agency,feasibility,12,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.1875,0.064312,MASINT,NonKinetic,9,,,,favorable_with_caveats,,,Commercial,fail,Leidos,DARPA,proj-29,29,Air Force,Agency,prototype_demo,12,3
Title10,,Land,1.0,POM,funding,0.392,0.225,0.0882,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,GovLab,fail,LM,NRL,proj-31,31,Air Force,CCMD,feasibility,12,3
Title50,,Cyber,1.0,UFR,attempt,0.392,0.225,0.0882,MASINT,Kinetic,,,,,not_conducted,,,Commercial,start,Boeing,PEO C4I,proj-34,34,USMC,CCMD,,12,3
Title50,,Cyber,1.0,UFR,funding,0.49,0.175,0.08575,MASINT,Kinetic,0,,,,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,proj-34,34,USMC,CCMD,feasibility,12,3
Title50,,Maritime,1.0,POM,funding,0.3675,0.225,0.082687,SIGINT,NonKinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,NG,PEO C4I,proj-35,35,Army,POC-User,feasibility,12,3
Title10,,Air,1.0,ProgramBase,funding,0.3675,0.25,0.091875,MASINT,Kinetic,5,,,,favorable,,,GovContractor,fail,Leidos,DARPA,proj-37,37,IC,POC-User,feasibility,12,2
Title50,,Space,0.75,ProgramBase,funding,0.343,0.15,0.05145,SIGINT,Kinetic,3,,,,favorable,,,Commercial,fail,None,NAVWAR,proj-1,1,IC,POC-User,functional_test,13,4
Title10,,Cyber,1.0,POM,funding,0.4165,0.225,0.093713,HUMINT,Kinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,LM,NAVWAR,proj-6,6,IC,Agency,feasibility,13,2
Title10,,Maritime,1.0,UFR,funding,0.343,0.175,0.060025,HUMINT,NonKinetic,9,,,,favorable_with_caveats,,,GovContractor,fail,SAIC,NRL,proj-10,10,Army,CCMD,feasibility,13,3
Title50,,EW,1.0,POM,funding,0.4655,0.225,0.104737,HUMINT,Kinetic,1,,,,favorable_with_caveats,,,Commercial,fail,NG,DARPA,proj-11,11,Navy,CCMD,feasibility,13,4
Title50,,Air,1.0,UFR,funding,0.343,0.175,0.060025,SIGINT,Kinetic,11,,,,favorable_with_caveats,,,Commercial,fail,Leidos,NAVWAR,proj-14,14,USMC,Agency,feasibility,13,4
Title50,,Air,1.0,UFR,funding,0.392,0.175,0.0686,MASINT,Kinetic,4,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-18,18,Space Force,Agency,feasibility,13,2
