adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,AI_ML,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.92625,1.0,0.425,0.464514,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,Commercial,fail,LM,AFLCMC,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,1,2
,,,,Title10,,EW,0.0,1.0,Partner_CoDev,attempt,,,1.0,,,1.0,0.92625,1.0,0.425,0.464514,1.0,1.18,0,1.0,1.0,,SIGINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,DARPA,ARMY_BA5_002,32,Army,Agency,,1,4
,,,,Title10,,EW,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.0,0.95,1.0,0.286875,0.321587,1.0,1.18,0,1.0,1.0,,SIGINT,NonKinetic,0,,,,favorable,,,,GovContractor,fail,None,DARPA,ARMY_BA5_002,32,Army,Agency,vulnerability_test,1,4
,,,,Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.02,0.879328,1.0,0.35,0.370426,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable,,,,Commercial,fail,None,NAVWAR,OUSD_SCI_001,3,OUSD(R&E),Service HQ,feasibility,2,4
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.950625,1.0,0.23625,0.270311,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,MDA_HYP_001,6,MDA,Agency,functional_test,2,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.903688,1.0,0.375,0.40788,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,LM,PEO C4I,ARMY_BA3_001,8,Army,CCMD,prototype_demo,2,4
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.02,0.903688,1.0,0.375,0.40788,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,,2,2
,,,,Title10,GovLab,Autonomy_UxS,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.95,,0.6,0.57,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,2,2
,,,,MFP11,,ISR,,,POM,test,0.0,1.0,1.0,0.75,,1.02,0.950625,1.0,0.74,0.538149,1.0,,1,1.0,,1.0,MultiINT,NonKinetic,1,,,,favorable,favorable,,,Commercial,pass,NG,NAVWAR,SOCOM_BA4_001,20,SOCOM,POC-User,functional_test,2,5
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.791395,1.0,0.286875,0.251395,1.0,1.18,1,1.0,0.92,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,LM,DEVCOM,SOCOM_BA5_001,21,SOCOM,CCMD,vulnerability_test,2,2
,,,,Title10;Title50,,Biotechnology,0.0,0.75,External,attempt,,,1.0,,,1.02,0.791395,1.0,0.286875,0.251395,1.0,1.18,1,1.0,0.92,,CBRNE,Kinetic,,,,,not_conducted,,,,GovLab,start,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,,2,4
,,,,Title10;Title50,,Biotechnology,,,External,test,0.0,1.0,1.0,0.725,,1.0,0.975,1.0,0.73,0.516019,1.0,,0,1.0,,1.0,CBRNE,Kinetic,0,,,,favorable,favorable,,,GovLab,pass,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,prototype_demo,2,5
,,,,Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.875,,0.6,0.5355,,,1,1.0,,,Medical,Kinetic,1,,,,favorable,,,,Commercial,fail,LM,NRL,DHA_BA4_001,27,DHA,POC-User,vulnerability_test,2,5
,,,,Title10,,AI_ML,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.02,0.727228,1.0,0.425,0.371999,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,Commercial,fail,LM,AFLCMC,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,2,2
,,,,Title10,,EW,,,Partner_CoDev,test,0.0,1.0,1.0,0.8,,1.02,0.950625,1.0,0.63,0.488697,1.0,,1,1.0,,1.0,SIGINT,NonKinetic,1,,,,favorable,favorable,,,GovContractor,pass,None,DARPA,ARMY_BA5_002,32,Army,Agency,vulnerability_test,2,5
,,,,Title10,,C2_JADC2,,,Partner,attempt,0.0,1.0,1.0,0.8,,1.02,0.950625,1.0,0.63,0.488697,1.0,,1,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable,,,Commercial,start,Leidos,DARPA,0603766E,1,DARPA,CCMD,,3,4
,,,,Title10,,C2_JADC2,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.744562,1.0,0.375,0.329469,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,Leidos,DARPA,0603766E,1,DARPA,CCMD,prototype_demo,3,4
,,,,Title10,,Foundational_Science,,,UFR,test,0.0,1.0,1.0,0.675,,1.04,0.857939,1.0,0.79,0.475796,1.0,,2,1.0,,1.0,NA,Kinetic,2,,,,favorable,favorable,,,Commercial,fail,None,NAVWAR,OUSD_SCI_001,3,OUSD(R&E),Service HQ,feasibility,3,4
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.857939,1.0,0.23625,0.248739,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,MDA_HYP_001,6,MDA,Agency,functional_test,3,4
,,,,Title10,GovLab,Land_Warfare,,,Partner,contracting,0.0,,1.0,,1.0,1.04,0.834812,,0.6,0.520923,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,LM,PEO C4I,ARMY_BA3_001,8,Army,CCMD,prototype_demo,3,4
,,,,Title10,GovLab,Maritime_Warfare,,,POM,attempt,0.0,,1.0,,1.0,1.04,0.834812,,0.6,0.520923,,,2,1.0,,,NA,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,NRL,NAVY_BA2_001,11,Navy,Service HQ,,3,3
,,,,Title10,,Maritime_Warfare,0.0,1.0,POM,funding,,,1.0,,,1.0,0.78,1.0,0.45,0.41418,1.0,1.18,0,1.0,1.0,,NA,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,3,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.855562,1.0,0.5,0.514878,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,3,2
,,,,MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.02,0.699898,1.0,0.30375,0.235408,1.0,1.18,1,1.0,0.92,,MultiINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,NG,NAVWAR,SOCOM_BA4_001,20,SOCOM,POC-User,vulnerability_test,3,5
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.57668,1.0,0.286875,0.18678,1.0,1.18,2,1.0,0.92,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,LM,DEVCOM,SOCOM_BA5_001,21,SOCOM,CCMD,vulnerability_test,3,2
,,,,Title10;Title50,,Biotechnology,0.0,0.75,External,funding,,,1.0,,,1.02,0.875,1.0,0.27,0.284351,1.0,1.18,1,1.0,1.0,,CBRNE,Kinetic,1,,,,favorable,,,,GovLab,fail,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,functional_test,3,5
,,,,Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.04,0.637513,1.0,0.30375,0.237641,1.0,1.18,2,1.0,1.0,,Medical,Kinetic,2,,,,favorable,,,,Commercial,fail,LM,NRL,DHA_BA4_001,27,DHA,POC-User,vulnerability_test,3,5
,,,,Title10,,AI_ML,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.04,0.536987,1.0,0.425,0.280071,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,favorable,,,,Commercial,fail,LM,AFLCMC,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,3,2
,,,,Title10,,EW,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.725446,1.0,0.286875,0.250484,1.0,1.18,1,1.0,1.0,,SIGINT,NonKinetic,1,,,,favorable,,,,GovContractor,fail,None,DARPA,ARMY_BA5_002,32,Army,Agency,operational_test,3,5
,,,,Title10,,C2_JADC2,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.568181,1.0,0.375,0.256449,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,Leidos,DARPA,0603766E,1,DARPA,CCMD,prototype_demo,4,4
,,,,Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.06,0.554017,1.0,0.35,0.242538,1.0,1.18,3,1.0,1.0,,NA,Kinetic,3,,,,favorable,,,,Commercial,fail,None,NAVWAR,OUSD_SCI_001,3,OUSD(R&E),Service HQ,feasibility,4,4
,,,,Title10,,Sensors,,,UFR,test,0.0,1.0,1.0,0.725,,1.06,0.857375,1.0,0.66,0.434869,1.0,,3,1.0,,1.0,ISR,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,Leidos,PEO C4I,MDA_HYP_001,6,MDA,Agency,functional_test,4,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner,funding,,,1.0,,,1.06,0.654553,1.0,0.375,0.307018,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,LM,PEO C4I,ARMY_BA3_001,8,Army,CCMD,prototype_demo,4,4
,,,,Title10,,Maritime_Warfare,,,POM,test,0.0,1.0,1.0,0.675,,1.02,0.879328,1.0,0.73,0.441955,1.0,,1,1.0,,1.0,NA,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,4,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.725948,1.0,0.5,0.445442,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,4,2
,,,,MFP11,,ISR,,,POM,test,0.0,1.0,1.0,0.75,,1.04,0.9025,1.0,0.71,0.499804,1.0,,2,1.0,,1.0,MultiINT,NonKinetic,2,,,,favorable,favorable,,,Commercial,fail,NG,NAVWAR,SOCOM_BA4_001,20,SOCOM,POC-User,vulnerability_test,4,5
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.06,0.45325,1.0,0.286875,0.149626,1.0,1.18,3,1.0,0.92,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,LM,DEVCOM,SOCOM_BA5_001,21,SOCOM,CCMD,vulnerability_test,4,2
,,,,Title10;Title50,,Biotechnology,0.0,0.75,External,funding,,,1.0,,,1.04,0.741487,1.0,0.27,0.245687,1.0,1.18,2,1.0,1.0,,CBRNE,Kinetic,2,,,,favorable,,,,GovLab,fail,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,functional_test,4,5
,,,,Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.06,0.63175,,0.6,0.401793,,,3,1.0,,,Medical,Kinetic,3,,,,favorable,,,,Commercial,fail,LM,NRL,DHA_BA4_001,27,DHA,POC-User,vulnerability_test,4,5
,,,,Title10,Commercial,AI_ML,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.06,0.598938,,0.6,0.380924,,,3,1.0,,,NA,NonKinetic,3,,,,favorable,,,,Commercial,fail,LM,AFLCMC,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,4,2
,,,,Title10,,EW,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.629494,1.0,0.286875,0.221615,1.0,1.18,2,1.0,1.0,,SIGINT,NonKinetic,2,,,,favorable,,,,GovContractor,fail,None,DARPA,ARMY_BA5_002,32,Army,Agency,operational_test,4,5
,,,,Title10,,Sensors,0.0,0.75,Partner_CoDev,attempt,,,1.0,,,1.04,0.629494,1.0,0.286875,0.221615,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,LM,DARPA,NAVY_BA3_002,35,Navy,Agency,,4,2
,,,,Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.607031,1.0,0.425,0.304426,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,LM,DARPA,NAVY_BA3_002,35,Navy,Agency,prototype_demo,4,2
,,,,Title10,,C2_JADC2,0.0,1.0,Partner,funding,,,1.0,,,1.04,0.494594,1.0,0.375,0.227612,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,Leidos,DARPA,0603766E,1,DARPA,CCMD,prototype_demo,5,4
,,,,Title10,Commercial,Foundational_Science,,,UFR,contracting,0.0,,1.0,,1.0,1.08,0.567,,0.6,0.367416,,,4,1.0,,,NA,Kinetic,4,,,,favorable,,,,Commercial,fail,None,NAVWAR,OUSD_SCI_001,3,OUSD(R&E),Service HQ,feasibility,5,4
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.636862,1.0,0.23625,0.191745,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,MDA_HYP_001,6,MDA,Agency,functional_test,5,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner,funding,,,1.0,,,1.08,0.533588,1.0,0.375,0.255001,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,LM,PEO C4I,ARMY_BA3_001,8,Army,CCMD,prototype_demo,5,4
,,,,Title10,,Maritime_Warfare,0.0,1.0,POM,funding,,,1.0,,,1.04,0.568575,1.0,0.45,0.31399,1.0,1.18,2,1.0,1.0,,NA,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,5,3
,,,,Title10,GovLab,Autonomy_UxS,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.06,0.641719,,0.6,0.408133,,,3,1.0,,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,5,2
,,,,MFP11,Commercial,ISR,,,POM,contracting,0.0,,1.0,,1.0,1.06,0.598938,,0.6,0.380924,,,3,1.0,,,MultiINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,NG,NAVWAR,SOCOM_BA4_001,20,SOCOM,POC-User,vulnerability_test,5,5
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.08,0.4,1.0,0.286875,0.134538,1.0,1.18,4,1.0,0.92,,ISR,NonKinetic,4,,,,favorable,,,,Commercial,fail,LM,DEVCOM,SOCOM_BA5_001,21,SOCOM,CCMD,vulnerability_test,5,2
,,,,Title10;Title50,,CBRNE,0.0,0.75,POM,attempt,,,1.0,,,1.08,0.4,1.0,0.286875,0.134538,1.0,1.18,4,1.0,0.92,,CBRNE,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,NAVWAR,DTRA_BA2_001,22,DTRA,POC-User,,5,2
,,,,Title10;Title50,,CBRNE,,,POM,test,0.0,1.0,1.0,0.675,,1.0,0.975,1.0,0.78,0.513338,1.0,,0,1.0,,1.0,CBRNE,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,pass,None,NAVWAR,DTRA_BA2_001,22,DTRA,POC-User,feasibility,5,3
,,,,Title10;Title50,,Biotechnology,,,External,test,0.0,1.0,1.0,0.725,,1.06,0.81225,1.0,0.72,0.449434,1.0,,3,1.0,,1.0,CBRNE,Kinetic,3,,,,favorable,favorable,,,GovLab,pass,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,functional_test,5,6
,,,,Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.08,0.52407,1.0,0.30375,0.202867,1.0,1.18,4,1.0,1.0,,Medical,Kinetic,4,,,,favorable,,,,Commercial,fail,LM,NRL,DHA_BA4_001,27,DHA,POC-User,vulnerability_test,5,5
,,,,Title10,,AI_ML,,,Partner_CoDev,test,0.0,1.0,1.0,0.725,,1.08,0.78975,1.0,0.75,0.463781,1.0,,4,1.0,,1.0,NA,NonKinetic,4,,,,favorable,favorable,,,Commercial,pass,LM,AFLCMC,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,5,3
,,,,Title10,,EW,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.06,0.494123,1.0,0.286875,0.177303,1.0,1.18,3,1.0,1.0,,SIGINT,NonKinetic,3,,,,favorable,,,,GovContractor,fail,None,DARPA,ARMY_BA5_002,32,Army,Agency,operational_test,5,5
,,,,Title10,,Sensors,,,Partner_CoDev,test,0.0,1.0,1.0,0.725,,1.02,0.811002,1.0,0.72,0.43181,1.0,,1,1.0,,1.0,ISR,NonKinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,LM,DARPA,NAVY_BA3_002,35,Navy,Agency,prototype_demo,5,2
,,,,Title10,,C2_JADC2,0.0,1.0,Partner,funding,,,1.0,,,1.06,0.42735,1.0,0.375,0.200449,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,Leidos,DARPA,0603766E,1,DARPA,CCMD,prototype_demo,6,4
,,,,Title10,,Foundational_Science,,,UFR,test,0.0,1.0,1.0,0.675,,1.1,0.654609,1.0,0.79,0.383977,1.0,,5,1.0,,1.0,NA,Kinetic,5,,,,favorable,favorable,,,Commercial,fail,None,NAVWAR,OUSD_SCI_001,3,OUSD(R&E),Service HQ,feasibility,6,4
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.1,0.5355,1.0,0.23625,0.164212,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,MDA_HYP_001,6,MDA,Agency,functional_test,6,4
,,,,Title10,,Land_Warfare,0.0,1.0,Partner,funding,,,1.0,,,1.1,0.444063,1.0,0.375,0.216147,1.0,1.18,5,1.0,1.0,,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,LM,PEO C4I,ARMY_BA3_001,8,Army,CCMD,prototype_demo,6,4
,,,,Title10,Commercial,Maritime_Warfare,,,POM,contracting,0.0,,1.0,,1.0,1.06,0.598938,,0.6,0.380924,,,3,1.0,,,NA,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,6,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.53865,1.0,0.5,0.343228,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,Leidos,NRL,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,6,2
,,,,Title10,,Test_Ranges,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.08,0.53865,1.0,0.5,0.343228,1.0,1.18,4,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,LM,NRL,NAVY_BA6_001,14,Navy,Service HQ,,6,3
,,,,Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.6475,1.0,0.3375,0.257867,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,Commercial,fail,LM,NRL,NAVY_BA6_001,14,Navy,Service HQ,operational_test,6,3
,,,,MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.08,0.48195,1.0,0.30375,0.171637,1.0,1.18,4,1.0,0.92,,MultiINT,NonKinetic,4,,,,favorable,,,,Commercial,fail,NG,NAVWAR,SOCOM_BA4_001,20,SOCOM,POC-User,vulnerability_test,6,5
,,,,MFP11,,C2_JADC2,,,Partner_CoDev,test,0.0,1.0,1.0,0.8,,1.1,0.644219,1.0,0.65,0.368493,1.0,,5,1.0,,1.0,ISR,NonKinetic,5,,,,favorable,favorable,,,Commercial,fail,LM,DEVCOM,SOCOM_BA5_001,21,SOCOM,CCMD,vulnerability_test,6,2
,,,,Title10;Title50,,CBRNE,,,POM,test,0.0,1.0,1.0,0.675,,1.02,0.925,1.0,0.72,0.458541,1.0,,1,1.0,,1.0,CBRNE,NonKinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,None,NAVWAR,DTRA_BA2_001,22,DTRA,POC-User,prototype_demo,6,3
,,,,Title10;Title50,,Sensors,,,Partner_CoDev,attempt,0.0,1.0,1.0,0.675,,1.02,0.925,1.0,0.72,0.458541,1.0,,1,1.0,,1.0,CBRNE,Kinetic,,,,,not_conducted,favorable_with_caveats,,,GovContractor,start,NG,NAVWAR,DTRA_BA3_001,23,DTRA,Service HQ,,6,3
,,,,Title10;Title50,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.447562,1.0,0.425,0.224453,1.0,1.18,0,1.0,1.0,,CBRNE,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NAVWAR,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,6,3
,,,,Title10;Title50,,Biotechnology,0.0,0.75,External,funding,,,1.0,,,1.02,0.600162,1.0,0.27,0.195036,1.0,1.18,1,1.0,1.0,,CBRNE,Kinetic,1,,,,favorable,,,,GovLab,fail,SAIC,DARPA,CBDP_BA3_001,24,CBDP,CCMD,vulnerability_test,6,6
