adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Missile_Defense,0.0,0.75,POM,attempt,,,1.0,,,1.0,0.92625,1.0,0.30375,0.331991,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,Leidos,NAVWAR,0603888C,5,MDA,POC-User,,1,2
,,,,Title10,Commercial,Missile_Defense,,,POM,contracting,0.0,,1.0,,1.0,1.0,0.975,,0.6,0.585,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,NAVWAR,0603888C,5,MDA,POC-User,vulnerability_test,1,2
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.880516,1.0,0.253125,0.268259,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,Commercial,fail,SAIC,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,1,3
,,,,Title10,,Medical,,,ProgramBase,test,0.0,1.0,1.0,0.7,,1.02,1.0,1.0,0.76,0.54264,1.0,,1,1.0,,1.0,Medical,Kinetic,1,,,,favorable,favorable,,,Commercial,pass,NG,DEVCOM,DHA_BA2_001,26,DHA,POC-User,prototype_demo,1,6
,,,,Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.813942,1.0,0.253125,0.247977,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_002,31,Army,Service HQ,functional_test,1,2
,,,,Title10,GovContractor,Microelectronics,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.855562,,0.65,0.567238,,,1,1.0,,,NA,NonKinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0602702E,0,DARPA,POC-User,feasibility,2,4
,,,,Title10,GovContractor,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.789141,,0.65,0.5232,,,1,1.0,,,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,0603892C,4,MDA,Service HQ,functional_test,2,3
,,,,Title10,,Missile_Defense,,,POM,test,0.0,1.0,1.0,0.775,,1.02,0.950625,1.0,0.62,0.465911,1.0,,1,1.0,,1.0,ISR,NonKinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,Leidos,NAVWAR,0603888C,5,MDA,POC-User,vulnerability_test,2,3
,,,,Title10,,Autonomy_UxS,,,POM,attempt,0.0,1.0,1.0,0.775,,1.02,0.950625,1.0,0.62,0.465911,1.0,,1,1.0,,1.0,ISR,Kinetic,,,,,not_conducted,favorable_with_caveats,,,GovLab,start,None,PEO C4I,NAVY_BA3_001,12,Navy,POC-User,,2,3
,,,,Title10,GovLab,Autonomy_UxS,,,POM,contracting,0.0,,1.0,,1.0,1.0,1.0,,0.6,0.6,,,0,1.0,,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,NAVY_BA3_001,12,Navy,POC-User,prototype_demo,2,3
,,,,Title10,GovLab,Autonomy_UxS,,,POM,attempt,0.0,,1.0,,1.0,1.0,1.0,,0.6,0.6,,,0,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,NG,NRL,AF_BA3_001,16,Air Force,CCMD,,2,2
,,,,Title10,,Autonomy_UxS,,,POM,test,0.0,1.0,1.0,0.725,,1.0,0.975,1.0,0.75,0.530156,1.0,,0,1.0,,1.0,ISR,NonKinetic,0,,,,favorable,favorable,,,GovLab,pass,NG,NRL,AF_BA3_001,16,Air Force,CCMD,prototype_demo,2,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.772202,1.0,0.253125,0.239873,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable,,,,Commercial,fail,SAIC,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,2,3
,,,,MFP11,,Strike,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.04,0.772202,1.0,0.253125,0.239873,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,NAVWAR,SOCOM_BA3_001,19,SOCOM,Agency,,2,4
,,,,MFP11,GovContractor,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.765,,0.65,0.49725,,,0,1.0,,,ISR,Kinetic,0,,,,favorable,,,,GovContractor,fail,Leidos,NAVWAR,SOCOM_BA3_001,19,SOCOM,Agency,prototype_demo,2,4
,,,,Title10;Title50,GovContractor,CBRNE,,,Partner_CoDev,attempt,0.0,,1.0,,1.0,1.0,0.765,,0.65,0.49725,,,0,1.0,,,CBRNE,Kinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,,2,4
,,,,Title10;Title50,,CBRNE,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.825,1.0,0.425,0.413737,1.0,1.18,0,1.0,1.0,,CBRNE,Kinetic,0,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,feasibility,2,4
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.8775,1.0,0.3375,0.356454,1.0,1.18,1,1.0,1.0,,Medical,Kinetic,1,,,,favorable,,,,Commercial,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,POC-User,functional_test,2,6
,,,,MIP,,ISR,0.0,0.75,POM,attempt,,,1.0,,,1.02,0.8775,1.0,0.3375,0.356454,1.0,1.18,1,1.0,1.0,,MultiINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,LM,AFLCMC,MIP_SENS_001,29,Defense Intel,Agency,,2,3
,,,,MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.0,0.78,1.0,0.45,0.381046,1.0,1.18,0,1.0,0.92,,MultiINT,NonKinetic,0,,,,not_conducted,,,,GovContractor,fail,LM,AFLCMC,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,2,3
,,,,Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.579797,1.0,0.253125,0.180105,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_002,31,Army,Service HQ,functional_test,2,2
,,,,Title10,,Sensors,0.0,0.75,Partner,attempt,,,1.0,,,1.04,0.579797,1.0,0.253125,0.180105,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovLab,start,NG,NAVWAR,AF_BA3_002,39,Air Force,Service HQ,,2,2
,,,,Title10,,Sensors,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.853125,1.0,0.375,0.377508,1.0,1.18,0,1.0,1.0,,ISR,Kinetic,0,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,2,2
,,,,Title10,,Microelectronics,,,ProgramBase,test,0.0,1.0,1.0,0.7,,1.04,0.9025,1.0,0.84,0.551897,1.0,,2,1.0,,1.0,NA,NonKinetic,2,,,,favorable,favorable,,,GovContractor,fail,SAIC,DARPA,0602702E,0,DARPA,POC-User,feasibility,3,4
,,,,Title10,,Strike,,,POM,test,0.0,1.0,1.0,0.775,,1.04,0.8075,1.0,0.66,0.429558,1.0,,2,1.0,,1.0,ISR,Kinetic,2,,,,favorable,favorable,,,GovContractor,fail,Leidos,DEVCOM,0603892C,4,MDA,Service HQ,functional_test,3,3
,,,,Title10,,Missile_Defense,0.0,0.75,POM,funding,,,1.0,,,1.02,0.790207,1.0,0.30375,0.288895,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,NAVWAR,0603888C,5,MDA,POC-User,operational_test,3,3
,,,,Title10,,Autonomy_UxS,,,POM,test,0.0,1.0,1.0,0.725,,1.02,0.926859,1.0,0.67,0.459226,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,pass,None,PEO C4I,NAVY_BA3_001,12,Navy,POC-User,prototype_demo,3,4
,,,,Title10,,Air_Dominance,,,ProgramBase,attempt,0.0,1.0,1.0,0.725,,1.02,0.926859,1.0,0.67,0.459226,1.0,,1,1.0,,1.0,NA,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,SAIC,AFLCMC,AF_BA2_001,15,Air Force,CCMD,,3,2
,,,,Title10,Commercial,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.85,,0.6,0.51,,,0,1.0,,,NA,NonKinetic,0,,,,favorable,,,,Commercial,fail,SAIC,AFLCMC,AF_BA2_001,15,Air Force,CCMD,feasibility,3,2
,,,,Title10,,Autonomy_UxS,0.0,0.75,POM,funding,,,1.0,,,1.02,0.856781,1.0,0.30375,0.313234,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,NG,NRL,AF_BA3_001,16,Air Force,CCMD,functional_test,3,3
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.02,0.856781,1.0,0.30375,0.313234,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,None,PEO C4I,AF_BA4_001,17,Air Force,Agency,,3,3
,,,,Title10,Commercial,Sensors,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.804375,,0.6,0.482625,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,PEO C4I,AF_BA4_001,17,Air Force,Agency,functional_test,3,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.06,0.581825,1.0,0.253125,0.184211,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,Commercial,fail,SAIC,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,3,3
,,,,MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.573117,1.0,0.5,0.31731,1.0,1.18,1,1.0,0.92,,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,NAVWAR,SOCOM_BA3_001,19,SOCOM,Agency,prototype_demo,3,4
,,,,Title10;Title50,,CBRNE,,,Partner_CoDev,test,0.0,1.0,1.0,0.675,,1.02,0.926859,1.0,0.79,0.504133,1.0,,1,1.0,,1.0,CBRNE,Kinetic,1,,,,favorable,favorable,,,GovContractor,pass,SAIC,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,feasibility,3,5
,,,,Title10;Title50,,Sensors,,,POM,attempt,0.0,1.0,1.0,0.675,,1.02,0.926859,1.0,0.79,0.504133,1.0,,1,1.0,,1.0,CBRNE,NonKinetic,,,,,not_conducted,favorable,,,GovContractor,start,NG,NRL,CBDP_BA4_001,25,CBDP,CCMD,,3,2
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.0,0.619875,1.0,0.30375,0.222179,1.0,1.18,0,1.0,1.0,,CBRNE,NonKinetic,0,,,,favorable,,,,GovContractor,fail,NG,NRL,CBDP_BA4_001,25,CBDP,CCMD,functional_test,3,2
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.681479,1.0,0.3375,0.282255,1.0,1.18,2,1.0,1.0,,Medical,Kinetic,2,,,,favorable,,,,Commercial,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,POC-User,functional_test,3,6
,,,,MIP,,ISR,,,POM,legal,,,,,,,,,,,,,,,,,MultiINT,NonKinetic,1,0.275599,0.56343,0.073141,unfavorable,,1.0,0.110971,GovContractor,unfavorable,LM,AFLCMC,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,3,3
,,,,Title10,,Strike,,,Partner,test,0.0,1.0,1.0,0.775,,1.06,0.685425,1.0,0.71,0.399784,1.0,,3,1.0,,1.0,ISR,NonKinetic,3,,,,favorable,favorable,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_002,31,Army,Service HQ,functional_test,3,2
,,,,Title10,,Sensors,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.688243,1.0,0.375,0.310639,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,3,2
,,,,Title10,,Microelectronics,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.539044,1.0,0.5,0.337118,1.0,1.18,3,1.0,1.0,,NA,NonKinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0602702E,0,DARPA,POC-User,feasibility,4,4
,,,,Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.06,0.439086,1.0,0.30375,0.166822,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,0603892C,4,MDA,Service HQ,functional_test,4,3
,,,,Title10,,Missile_Defense,0.0,0.75,POM,funding,,,1.0,,,1.04,0.575344,1.0,0.30375,0.214466,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,NAVWAR,0603888C,5,MDA,POC-User,operational_test,4,3
,,,,Title10,,Autonomy_UxS,,,POM,test,0.0,1.0,1.0,0.725,,1.02,0.903094,1.0,0.66,0.440773,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,pass,None,PEO C4I,NAVY_BA3_001,12,Navy,POC-User,functional_test,4,5
,,,,Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.603053,1.0,0.5,0.362917,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,Commercial,fail,SAIC,AFLCMC,AF_BA2_001,15,Air Force,CCMD,feasibility,4,2
,,,,Title10,,Autonomy_UxS,0.0,0.75,POM,funding,,,1.0,,,1.04,0.687741,1.0,0.30375,0.256364,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,NG,NRL,AF_BA3_001,16,Air Force,CCMD,functional_test,4,3
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.522112,1.0,0.3375,0.21209,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,PEO C4I,AF_BA4_001,17,Air Force,Agency,functional_test,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4536,1.0,0.253125,0.146323,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,Commercial,fail,SAIC,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,4,3
,,,,MFP11,,Strike,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.04,0.659953,1.0,0.73,0.363251,1.0,,2,1.0,,1.0,ISR,Kinetic,2,,,,favorable,favorable,,,GovContractor,pass,Leidos,NAVWAR,SOCOM_BA3_001,19,SOCOM,Agency,prototype_demo,4,5
,,,,MFP11,,C2_JADC2,,,ProgramBase,attempt,0.0,1.0,1.0,0.725,,1.04,0.659953,1.0,0.73,0.363251,1.0,,2,1.0,,1.0,ISR,Kinetic,,,,,not_conducted,favorable,,,GovLab,start,None,NAVWAR,SOCOM_BA5_001,21,SOCOM,Service HQ,,4,3
,,,,MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.631641,1.0,0.3375,0.231427,1.0,1.18,0,1.0,0.92,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,None,NAVWAR,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,4,3
,,,,Title10;Title50,,CBRNE,,,Partner_CoDev,test,0.0,1.0,1.0,0.675,,1.02,0.926859,1.0,0.76,0.484988,1.0,,1,1.0,,1.0,CBRNE,Kinetic,1,,,,favorable,favorable,,,GovContractor,pass,SAIC,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,prototype_demo,4,6
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.02,0.47775,1.0,0.30375,0.174662,1.0,1.18,1,1.0,1.0,,CBRNE,NonKinetic,1,,,,favorable,,,,GovContractor,fail,NG,NRL,CBDP_BA4_001,25,CBDP,CCMD,functional_test,4,2
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.5054,1.0,0.3375,0.213352,1.0,1.18,3,1.0,1.0,,Medical,Kinetic,3,,,,favorable,,,,Commercial,fail,NG,DEVCOM,DHA_BA2_001,26,DHA,POC-User,functional_test,4,6
,,,,Title10,,Air_Dominance,0.0,0.75,Partner,attempt,,,1.0,,,1.06,0.5054,1.0,0.3375,0.213352,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,NRL,ARMY_BA3_002,30,Army,Agency,,4,4
,,,,Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.515375,1.0,0.375,0.228053,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,SAIC,NRL,ARMY_BA3_002,30,Army,Agency,prototype_demo,4,4
,,,,Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4,1.0,0.253125,0.129033,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_002,31,Army,Service HQ,functional_test,4,2
,,,,Title10,,C2_JADC2,0.0,0.75,POM,attempt,,,1.0,,,1.08,0.4,1.0,0.253125,0.129033,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovLab,start,Boeing,NAVWAR,NAVY_BA5_001,37,Navy,CCMD,,4,3
,,,,Title10,,C2_JADC2,,,POM,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.339938,0.464375,0.17125,unfavorable,,1.0,0.145688,GovLab,unfavorable,Boeing,NAVWAR,NAVY_BA5_001,37,Navy,CCMD,vulnerability_test,4,3
,,,,Title10,,Sensors,,,Partner,test,0.0,1.0,1.0,0.725,,1.04,0.767125,1.0,0.7,0.404889,1.0,,2,1.0,,1.0,ISR,Kinetic,2,,,,favorable,favorable,,,GovLab,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Service HQ,prototype_demo,4,2
,,,,Title10,,Microelectronics,,,ProgramBase,test,0.0,1.0,1.0,0.7,,1.08,0.730519,1.0,0.84,0.463909,1.0,,4,1.0,,1.0,NA,NonKinetic,4,,,,favorable,favorable,,,GovContractor,pass,SAIC,DARPA,0602702E,0,DARPA,POC-User,feasibility,5,5
,,,,Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.30375,0.15484,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,0603892C,4,MDA,Service HQ,functional_test,5,3
,,,,Title10,,Missile_Defense,0.0,0.75,POM,funding,,,1.0,,,1.06,0.449203,1.0,0.30375,0.170666,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,NAVWAR,0603888C,5,MDA,POC-User,operational_test,5,3
,,,,Title10,,Land_Warfare,0.0,0.75,Partner_CoDev,attempt,,,1.0,,,1.06,0.449203,1.0,0.30375,0.170666,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,AFLCMC,ARMY_BA3_001,8,Army,POC-User,,5,3
,,,,Title10,,Land_Warfare,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.6825,1.0,0.425,0.342274,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,None,AFLCMC,ARMY_BA3_001,8,Army,POC-User,prototype_demo,5,3
,,,,Title10,,Maritime_Warfare,0.0,1.0,Partner_CoDev,attempt,,,1.0,,,1.0,0.6825,1.0,0.425,0.342274,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,Boeing,NRL,NAVY_BA2_001,11,Navy,CCMD,,5,4
,,,,Title10,,Maritime_Warfare,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.665,1.0,0.425,0.333497,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,Commercial,fail,Boeing,NRL,NAVY_BA2_001,11,Navy,CCMD,feasibility,5,4
,,,,Title10,,Autonomy_UxS,0.0,0.75,POM,funding,,,1.0,,,1.02,0.55578,1.0,0.30375,0.20319,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,NAVY_BA3_001,12,Navy,POC-User,vulnerability_test,5,5
,,,,Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.7,,1.04,0.812844,1.0,0.81,0.479318,1.0,,2,1.0,,1.0,NA,NonKinetic,2,,,,favorable,favorable,,,Commercial,fail,SAIC,AFLCMC,AF_BA2_001,15,Air Force,CCMD,feasibility,5,2
,,,,Title10,,Autonomy_UxS,0.0,0.75,POM,funding,,,1.0,,,1.06,0.493762,1.0,0.30375,0.187595,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,NG,NRL,AF_BA3_001,16,Air Force,CCMD,functional_test,5,3
,,,,Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.425184,1.0,0.3375,0.176103,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,PEO C4I,AF_BA4_001,17,Air Force,Agency,functional_test,5,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.1,0.4,1.0,0.253125,0.131423,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable,,,,Commercial,fail,SAIC,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,5,3
,,,,MFP11,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.3375,0.149487,1.0,1.18,1,1.0,0.92,,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,NAVWAR,SOCOM_BA3_001,19,SOCOM,Agency,functional_test,5,5
,,,,MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4524,1.0,0.3375,0.16907,1.0,1.18,1,1.0,0.92,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,NAVWAR,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,5,3
,,,,Title10;Title50,,CBRNE,,,Partner_CoDev,test,0.0,1.0,1.0,0.675,,1.02,0.879328,1.0,0.75,0.454063,1.0,,1,1.0,,1.0,CBRNE,Kinetic,1,,,,favorable,favorable,,,GovContractor,pass,SAIC,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,functional_test,5,7
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.30375,0.149105,1.0,1.18,2,1.0,1.0,,CBRNE,NonKinetic,2,,,,favorable,,,,GovContractor,fail,NG,NRL,CBDP_BA4_001,25,CBDP,CCMD,functional_test,5,2
