adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Missile_Defense,,,UFR,attempt,0.0,1.0,1.0,0.8,,1.0,0.95,1.0,0.55,0.418,1.0,,0,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,None,AFLCMC,0603888C,5,MDA,POC-User,,1,4
,,,,Title10,Commercial,Missile_Defense,,,UFR,contracting,0.0,,1.0,,1.0,1.0,1.0,,0.6,0.6,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,AFLCMC,0603888C,5,MDA,POC-User,vulnerability_test,1,4
,,,,Title10,,Air_Dominance,,,POM,test,0.0,1.0,1.0,0.7,,1.02,0.95,1.0,0.73,0.495159,1.0,,1,1.0,,1.0,NA,Kinetic,1,,,,favorable,favorable,,,GovContractor,pass,SAIC,NAVWAR,AF_BA2_001,15,Air Force,CCMD,prototype_demo,1,5
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.857345,1.0,0.23625,0.243786,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,NG,PEO C4I,AF_BA4_001,17,Air Force,Service HQ,functional_test,1,3
,,,,Title10,GovLab,C2_JADC2,,,Partner,contracting,0.0,,1.0,,1.0,1.02,0.833625,,0.6,0.510178,,,1,1.0,,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,1,3
,,,,MFP11,,Strike,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.02,0.903094,1.0,0.67,0.447451,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,Leidos,PEO C4I,SOCOM_BA3_001,19,SOCOM,Service HQ,prototype_demo,1,2
,,,,MFP11,,ISR,,,ProgramBase,attempt,0.0,1.0,1.0,0.725,,1.02,0.903094,1.0,0.67,0.447451,1.0,,1,1.0,,1.0,MultiINT,Kinetic,,,,,unfavorable,favorable_with_caveats,,,GovLab,start,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,,1,2
,,,,MFP11,GovLab,ISR,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.831797,,0.6,0.499078,,,0,1.0,,,MultiINT,Kinetic,0,,,,unfavorable,,,,GovLab,fail,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,1,2
,,,,MFP11,,C2_JADC2,,,External,test,0.0,1.0,1.0,0.8,,1.02,0.813379,1.0,0.6,0.39823,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable,favorable,,,GovContractor,fail,Leidos,DARPA,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,1,2
,,,,Title10,,Medical,,,ProgramBase,attempt,0.0,1.0,1.0,0.8,,1.02,0.813379,1.0,0.6,0.39823,1.0,,1,1.0,,1.0,Medical,NonKinetic,,,,,not_conducted,favorable,,,Commercial,start,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,,1,4
,,,,Title10,,Medical,,,ProgramBase,test,0.0,1.0,1.0,0.75,,1.0,1.0,1.0,0.71,0.5325,1.0,,0,1.0,,1.0,Medical,NonKinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,functional_test,1,5
,,,,Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.02,0.975,1.0,0.30375,0.356454,1.0,1.18,1,1.0,1.0,,SIGINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA5_002,32,Army,Service HQ,operational_test,1,5
,,,,Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,attempt,,,1.0,,,1.02,0.975,1.0,0.30375,0.356454,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,LM,AFLCMC,ARMY_BA6_001,33,Army,CCMD,,1,3
,,,,Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.0,0.95,1.0,0.286875,0.321587,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,Commercial,fail,LM,AFLCMC,ARMY_BA6_001,33,Army,CCMD,operational_test,1,3
,,,,Title10,,Air_Dominance,0.0,0.75,POM,attempt,,,1.0,,,1.0,0.95,1.0,0.286875,0.321587,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,,1,4
,,,,Title10,,Air_Dominance,,,POM,legal,,,,,,,,,,,,,,,,,NA,NonKinetic,0,0.25,0.6,0.0,unfavorable,,1.0,0.1,GovContractor,unfavorable,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,feasibility,1,4
,,,,Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.835362,1.0,0.23625,0.237536,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,AFLCMC,0603888C,5,MDA,POC-User,vulnerability_test,2,4
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.02,0.835362,1.0,0.23625,0.237536,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,PEO C4I,ARMY_BA4_001,9,Army,CCMD,,2,2
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.975,1.0,0.3375,0.388294,1.0,1.18,0,1.0,1.0,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA4_001,9,Army,CCMD,functional_test,2,2
,,,,Title10,,Air_Dominance,,,POM,test,0.0,1.0,1.0,0.7,,1.02,0.833625,1.0,0.72,0.42855,1.0,,1,1.0,,1.0,NA,Kinetic,1,,,,favorable,favorable,,,GovContractor,pass,SAIC,NAVWAR,AF_BA2_001,15,Air Force,CCMD,functional_test,2,6
,,,,Title10,,Sensors,,,UFR,test,0.0,1.0,1.0,0.775,,1.04,0.81225,1.0,0.66,0.432085,1.0,,2,1.0,,1.0,ISR,Kinetic,2,,,,favorable,favorable,,,GovLab,fail,NG,PEO C4I,AF_BA4_001,17,Air Force,Service HQ,functional_test,2,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.708581,1.0,0.253125,0.22011,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,2,3
,,,,MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.725948,1.0,0.5,0.409807,1.0,1.18,2,1.0,0.92,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,PEO C4I,SOCOM_BA3_001,19,SOCOM,Service HQ,prototype_demo,2,2
,,,,MFP11,,ISR,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.6859,1.0,0.3375,0.256333,1.0,1.18,1,1.0,0.92,,MultiINT,Kinetic,1,,,,unfavorable,,,,GovLab,fail,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,2,2
,,,,MFP11,,C2_JADC2,0.0,0.75,External,funding,,,1.0,,,1.04,0.810469,1.0,0.27,0.24706,1.0,1.18,2,1.0,0.92,,ISR,Kinetic,2,,,,favorable,,,,GovContractor,fail,Leidos,DARPA,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,2,2
,,,,Title10,,Medical,0.0,0.75,POM,attempt,,,1.0,,,1.04,0.810469,1.0,0.27,0.24706,1.0,1.18,2,1.0,0.92,,Medical,Kinetic,,,,,not_conducted,,,,Commercial,start,LM,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,,2,3
,,,,Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.0,0.8775,1.0,0.45,0.465952,1.0,1.18,0,1.0,1.0,,Medical,Kinetic,0,,,,favorable,,,,Commercial,fail,LM,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,feasibility,2,3
,,,,Title10,Commercial,Medical,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.853125,,0.6,0.522112,,,1,1.0,,,Medical,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,vulnerability_test,2,5
,,,,Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.04,0.76763,1.0,0.30375,0.286143,1.0,1.18,2,1.0,1.0,,SIGINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,ARMY_BA5_002,32,Army,Service HQ,operational_test,2,5
,,,,Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.764659,1.0,0.286875,0.264024,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,Commercial,fail,LM,AFLCMC,ARMY_BA6_001,33,Army,CCMD,operational_test,2,3
,,,,Title10,,Air_Dominance,0.0,0.75,POM,attempt,,,1.0,,,1.02,0.764659,1.0,0.286875,0.264024,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,,,,,unfavorable,,,,GovContractor,start,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,,2,4
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.0,0.813942,1.0,0.45,0.432203,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,unfavorable,,,,GovContractor,fail,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,feasibility,2,4
,,,,Title10,,Sensors,0.0,1.0,UFR,attempt,,,1.0,,,1.0,0.813942,1.0,0.45,0.432203,1.0,1.18,0,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,SAIC,NAVWAR,AF_BA3_002,39,Air Force,Agency,,2,4
,,,,Title10,,Sensors,,,UFR,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.360706,0.434706,0.230588,unfavorable,,1.0,0.154588,Commercial,unfavorable,SAIC,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,2,4
,,,,Title10,Commercial,Missile_Defense,,,UFR,contracting,0.0,,1.0,,1.0,1.04,0.722,,0.6,0.450528,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,AFLCMC,0603888C,5,MDA,POC-User,vulnerability_test,3,4
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.771667,1.0,0.3375,0.313463,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA4_001,9,Army,CCMD,functional_test,3,2
,,,,Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.02,0.729,1.0,0.30375,0.266518,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,AF_BA2_001,15,Air Force,CCMD,vulnerability_test,3,6
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.596798,1.0,0.23625,0.176355,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,NG,PEO C4I,AF_BA4_001,17,Air Force,Service HQ,functional_test,3,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.06,0.560203,1.0,0.253125,0.177365,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,3,3
,,,,MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.558295,1.0,0.5,0.321225,1.0,1.18,3,1.0,0.92,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,PEO C4I,SOCOM_BA3_001,19,SOCOM,Service HQ,prototype_demo,3,2
,,,,MFP11,,ISR,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.52407,1.0,0.3375,0.199695,1.0,1.18,2,1.0,0.92,,MultiINT,Kinetic,2,,,,unfavorable,,,,GovLab,fail,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,3,2
,,,,MFP11,,C2_JADC2,0.0,0.75,External,funding,,,1.0,,,1.06,0.651041,1.0,0.27,0.202278,1.0,1.18,3,1.0,0.92,,ISR,Kinetic,3,,,,favorable,,,,GovContractor,fail,Leidos,DARPA,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,3,2
,,,,Title10,,Medical,,,POM,test,0.0,1.0,1.0,0.7,,1.02,0.787312,1.0,0.76,0.427227,1.0,,1,1.0,,1.0,Medical,Kinetic,1,,,,favorable,favorable,,,Commercial,pass,LM,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,feasibility,3,4
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.610167,1.0,0.3375,0.252719,1.0,1.18,2,1.0,1.0,,Medical,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,vulnerability_test,3,5
,,,,Title10,,EW,,,POM,test,0.0,1.0,1.0,0.8,,1.06,0.767125,1.0,0.54,0.351282,1.0,,3,1.0,,1.0,SIGINT,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,NG,AFLCMC,ARMY_BA5_002,32,Army,Service HQ,operational_test,3,5
,,,,Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.643031,1.0,0.286875,0.226381,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,favorable,,,,Commercial,fail,LM,AFLCMC,ARMY_BA6_001,33,Army,CCMD,operational_test,3,3
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.02,0.618242,1.0,0.45,0.334852,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,unfavorable,,,,GovContractor,fail,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,feasibility,3,4
,,,,Title10,,Missile_Defense,,,UFR,test,0.0,1.0,1.0,0.775,,1.06,0.834234,1.0,0.68,0.46602,1.0,,3,1.0,,1.0,ISR,NonKinetic,3,,,,favorable,favorable,,,Commercial,pass,None,AFLCMC,0603888C,5,MDA,POC-User,vulnerability_test,4,5
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.549605,1.0,0.3375,0.227635,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA4_001,9,Army,CCMD,functional_test,4,2
,,,,Title10,,Air_Dominance,,,POM,test,0.0,1.0,1.0,0.7,,1.04,0.647019,1.0,0.69,0.325011,1.0,,2,1.0,,1.0,NA,Kinetic,2,,,,favorable,favorable,,,GovContractor,fail,SAIC,NAVWAR,AF_BA2_001,15,Air Force,CCMD,vulnerability_test,4,6
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.496125,1.0,0.23625,0.149372,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,NG,PEO C4I,AF_BA4_001,17,Air Force,Service HQ,functional_test,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4662,1.0,0.253125,0.150388,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,4,3
,,,,MFP11,GovLab,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.08,0.567,,0.6,0.367416,,,4,1.0,,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,PEO C4I,SOCOM_BA3_001,19,SOCOM,Service HQ,prototype_demo,4,2
,,,,MFP11,GovLab,ISR,,,ProgramBase,test,0.0,,1.0,,1.0,1.06,0.567,,0.6,0.360612,,,3,1.0,,,MultiINT,Kinetic,3,,,,unfavorable,,,,GovLab,fail,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,4,2
,,,,MFP11,,C2_JADC2,0.0,0.75,External,funding,,,1.0,,,1.08,0.5301,1.0,0.27,0.167809,1.0,1.18,4,1.0,0.92,,ISR,Kinetic,4,,,,favorable,,,,GovContractor,fail,Leidos,DARPA,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,4,2
,,,,Title10,Commercial,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.653859,,0.6,0.400162,,,1,1.0,,,Medical,Kinetic,1,,,,favorable,,,,Commercial,fail,LM,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,prototype_demo,4,4
,,,,Title10,Commercial,Medical,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.06,0.5985,,0.6,0.380646,,,3,1.0,,,Medical,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,LM,DARPA,DHA_BA4_001,27,DHA,Service HQ,vulnerability_test,4,5
,,,,Title10,,EW,,,POM,test,0.0,1.0,1.0,0.8,,1.08,0.646532,1.0,0.54,0.301646,1.0,,4,1.0,,1.0,SIGINT,Kinetic,4,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,NG,AFLCMC,ARMY_BA5_002,32,Army,Service HQ,operational_test,4,5
,,,,Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.06,0.554017,1.0,0.286875,0.198794,1.0,1.18,3,1.0,1.0,,NA,NonKinetic,3,,,,favorable,,,,Commercial,fail,LM,AFLCMC,ARMY_BA6_001,33,Army,CCMD,operational_test,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,POM,attempt,,,1.0,,,1.06,0.554017,1.0,0.286875,0.198794,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,GovContractor,start,None,DARPA,NAVY_BA5_001,37,Navy,POC-User,,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.0,0.494062,1.0,0.30375,0.177084,1.0,1.18,0,1.0,1.0,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,4,3
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.04,0.457875,1.0,0.45,0.252857,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,unfavorable,,,,GovContractor,fail,SAIC,NRL,AF_BA2_002,38,Air Force,Agency,feasibility,4,4
,,,,Title10,,C2_JADC2,0.0,1.0,UFR,attempt,,,1.0,,,1.04,0.457875,1.0,0.45,0.252857,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,NRL,0603766E,1,DARPA,CCMD,,5,4
,,,,Title10,,C2_JADC2,,,UFR,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.458243,0.295367,0.509266,unfavorable,,1.0,0.19639,Commercial,unfavorable,NG,NRL,0603766E,1,DARPA,CCMD,prototype_demo,5,4
,,,,Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.52407,1.0,0.23625,0.14902,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,AFLCMC,0603888C,5,MDA,POC-User,operational_test,5,5
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.415788,1.0,0.3375,0.175523,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA4_001,9,Army,CCMD,functional_test,5,2
,,,,Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.30375,0.151972,1.0,1.18,3,1.0,1.0,,NA,Kinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,AF_BA2_001,15,Air Force,CCMD,vulnerability_test,5,6
,,,,Title10,,Sensors,0.0,0.75,UFR,funding,,,1.0,,,1.1,0.442531,1.0,0.23625,0.135703,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,NG,PEO C4I,AF_BA4_001,17,Air Force,Service HQ,functional_test,5,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.1,0.4,1.0,0.253125,0.131423,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,POC-User,vulnerability_test,5,3
,,,,MFP11,GovLab,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.1,0.535937,,0.6,0.353719,,,5,1.0,,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,PEO C4I,SOCOM_BA3_001,19,SOCOM,Service HQ,prototype_demo,5,2
,,,,MFP11,GovLab,ISR,,,ProgramBase,test,0.0,,1.0,,1.0,1.08,0.535937,,0.6,0.347287,,,4,1.0,,,MultiINT,Kinetic,4,,,,unfavorable,,,,GovLab,fail,SAIC,DARPA,SOCOM_BA4_001,20,SOCOM,CCMD,functional_test,5,2
,,,,MFP11,,C2_JADC2,0.0,0.75,External,funding,,,1.0,,,1.1,0.4,1.0,0.27,0.128969,1.0,1.18,5,1.0,0.92,,ISR,Kinetic,5,,,,favorable,,,,GovContractor,fail,Leidos,DARPA,SOCOM_BA5_001,21,SOCOM,Service HQ,vulnerability_test,5,2
,,,,Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.04,0.450953,1.0,0.45,0.249034,1.0,1.18,2,1.0,1.0,,Medical,Kinetic,2,,,,favorable,,,,Commercial,fail,LM,DEVCOM,DHA_BA2_001,26,DHA,Service HQ,prototype_demo,5,4
