adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,GovLab,Sensors,,,POM,contracting,0.0,,1.0,,1.0,1.0,0.975,,0.6,0.585,,,0,1.0,,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,1,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.835362,1.0,0.3375,0.339336,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,NG,DARPA,ARMY_BA4_001,9,Army,CCMD,functional_test,1,3
,,,,Title10,GovContractor,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.811688,,0.65,0.538149,,,1,1.0,,,NA,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DARPA,AF_BA2_001,15,Air Force,Service HQ,feasibility,1,4
,,,,Title10,GovContractor,Autonomy_UxS,,,Partner,attempt,0.0,,1.0,,1.0,1.02,0.811688,,0.65,0.538149,,,1,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,,1,4
,,,,Title10,,Autonomy_UxS,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.95,1.0,0.375,0.420375,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,1,4
,,,,Title10,,Sensors,0.0,1.0,POM,attempt,,,1.0,,,1.0,0.95,1.0,0.375,0.420375,1.0,1.18,0,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,,1,4
,,,,Title10,Commercial,Sensors,,,POM,contracting,0.0,,1.0,,1.0,1.0,0.975,,0.6,0.585,,,0,1.0,,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,functional_test,1,4
,,,,Title10;Title50,,Biotechnology,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.02,0.975,1.0,0.63,0.454238,1.0,,1,1.0,,1.0,CBRNE,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,Leidos,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,1,4
,,,,Title10,,Strike,,,ProgramBase,attempt,0.0,1.0,1.0,0.725,,1.02,0.975,1.0,0.63,0.454238,1.0,,1,1.0,,1.0,ISR,Kinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,NG,PEO C4I,ARMY_BA4_002,31,Army,CCMD,,1,4
,,,,Title10,,Strike,,,ProgramBase,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.297281,0.525312,0.049375,unfavorable,,1.0,0.127406,Commercial,unfavorable,NG,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,1,4
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.02,0.769412,1.0,0.27,0.250037,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,LM,DEVCOM,NAVY_BA4_002,36,Navy,CCMD,functional_test,1,4
,,,,Title10,,Strike,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.02,0.769412,1.0,0.27,0.250037,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,DEVCOM,0603892C,4,MDA,CCMD,,2,2
,,,,Title10,GovLab,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.8775,,0.6,0.5265,,,0,1.0,,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,None,DEVCOM,0603892C,4,MDA,CCMD,functional_test,2,2
,,,,Title10,GovLab,Sensors,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.810469,,0.6,0.496007,,,1,1.0,,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,2,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.690412,1.0,0.3375,0.285955,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable,,,,GovContractor,fail,NG,DARPA,ARMY_BA4_001,9,Army,CCMD,functional_test,2,3
,,,,Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.7,,1.04,0.744562,1.0,0.76,0.411952,1.0,,2,1.0,,1.0,NA,Kinetic,2,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,pass,Leidos,DARPA,AF_BA2_001,15,Air Force,Service HQ,feasibility,2,5
,,,,Title10,,Autonomy_UxS,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.78783,1.0,0.375,0.355587,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,2,4
,,,,Title10,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.02,0.879328,1.0,0.30375,0.321477,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,functional_test,2,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,attempt,,,1.0,,,1.02,0.879328,1.0,0.30375,0.321477,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,DEVCOM,AF_BA5_001,18,Air Force,CCMD,,2,2
,,,,Title10,,C2_JADC2,,,UFR,test,0.0,1.0,1.0,0.8,,1.0,0.950625,1.0,0.65,0.494325,1.0,,0,1.0,,1.0,ISR,NonKinetic,0,,,,favorable,favorable,,,Commercial,fail,SAIC,DEVCOM,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,2,2
,,,,Title10;Title50,,Biotechnology,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.87875,1.0,0.3375,0.356961,1.0,1.18,1,1.0,1.0,,CBRNE,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,vulnerability_test,2,4
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.04,0.614264,1.0,0.27,0.203533,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,LM,DEVCOM,NAVY_BA4_002,36,Navy,CCMD,functional_test,2,4
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.6669,1.0,0.3375,0.270905,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,None,DEVCOM,0603892C,4,MDA,CCMD,functional_test,3,2
,,,,Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.04,0.646059,1.0,0.45,0.35678,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,3,3
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.04,0.646059,1.0,0.45,0.35678,1.0,1.18,2,1.0,1.0,,NA,Kinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DARPA,ARMY_BA2_001,7,Army,Service HQ,,3,4
,,,,Title10,,Foundational_Science,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.0,0.95,1.0,0.79,0.506587,1.0,,0,1.0,,1.0,NA,Kinetic,0,,,,favorable,favorable,,,GovContractor,pass,SAIC,DARPA,ARMY_BA2_001,7,Army,Service HQ,feasibility,3,5
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.566563,1.0,0.3375,0.239172,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,GovContractor,fail,NG,DARPA,ARMY_BA4_001,9,Army,CCMD,functional_test,3,3
,,,,Title10,,Autonomy_UxS,0.0,0.75,POM,attempt,,,1.0,,,1.06,0.566563,1.0,0.3375,0.239172,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,NAVWAR,NAVY_BA3_001,12,Navy,POC-User,,3,2
,,,,Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.0,0.767125,1.0,0.45,0.407343,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,None,NAVWAR,NAVY_BA3_001,12,Navy,POC-User,prototype_demo,3,2
,,,,Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.516295,1.0,0.5,0.310707,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DARPA,AF_BA2_001,15,Air Force,Service HQ,prototype_demo,3,5
,,,,Title10,GovLab,Autonomy_UxS,,,Partner,contracting,0.0,,1.0,,1.0,1.04,0.659062,,0.6,0.411255,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,3,4
,,,,Title10,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.04,0.711238,1.0,0.30375,0.265123,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,functional_test,3,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.833625,1.0,0.23625,0.237042,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,3,2
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,attempt,,,1.0,,,1.02,0.833625,1.0,0.23625,0.237042,1.0,1.18,1,1.0,1.0,,MultiINT,Kinetic,,,,,not_conducted,,,,GovLab,start,LM,DEVCOM,SOCOM_BA4_001,20,SOCOM,Service HQ,,3,3
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.0,0.725,1.0,0.286875,0.225788,1.0,1.18,0,1.0,0.92,,MultiINT,Kinetic,0,,,,favorable,,,,GovLab,fail,LM,DEVCOM,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,3,3
,,,,Title10;Title50,,Sensors,0.0,0.75,Partner_CoDev,attempt,,,1.0,,,1.0,0.725,1.0,0.286875,0.225788,1.0,1.18,0,1.0,0.92,,CBRNE,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,NAVWAR,DTRA_BA3_001,23,DTRA,CCMD,,3,3
,,,,Title10;Title50,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.0,0.725156,1.0,0.425,0.363666,1.0,1.18,0,1.0,1.0,,CBRNE,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,NAVWAR,DTRA_BA3_001,23,DTRA,CCMD,prototype_demo,3,3
,,,,Title10;Title50,,Biotechnology,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.04,0.903094,1.0,0.6,0.40856,1.0,,2,1.0,,1.0,CBRNE,Kinetic,2,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,Leidos,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,vulnerability_test,3,5
,,,,Title10,,Sensors,,,UFR,attempt,0.0,1.0,1.0,0.725,,1.04,0.903094,1.0,0.6,0.40856,1.0,,2,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,GovContractor,start,LM,AFLCMC,NAVY_BA3_002,35,Navy,Agency,,3,2
,,,,Title10,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.0,0.6435,1.0,0.35,0.265765,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,LM,AFLCMC,NAVY_BA3_002,35,Navy,Agency,prototype_demo,3,2
,,,,Title10,,Air_Dominance,,,External,test,0.0,1.0,1.0,0.775,,1.06,0.659062,1.0,0.69,0.37358,1.0,,3,1.0,,1.0,ISR,Kinetic,3,,,,favorable,favorable,,,GovLab,fail,LM,DEVCOM,NAVY_BA4_002,36,Navy,CCMD,functional_test,3,4
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.507478,1.0,0.3375,0.210187,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,None,DEVCOM,0603892C,4,MDA,CCMD,functional_test,4,2
,,,,Title10,,Sensors,,,POM,test,0.0,1.0,1.0,0.725,,1.06,0.6845,1.0,0.67,0.352446,1.0,,3,1.0,,1.0,ISR,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,4,3
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.62,1.0,0.5,0.373116,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,ARMY_BA2_001,7,Army,Service HQ,prototype_demo,4,5
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.3375,0.172044,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovContractor,fail,NG,DARPA,ARMY_BA4_001,9,Army,CCMD,functional_test,4,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.02,0.572569,1.0,0.45,0.310115,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,None,NAVWAR,NAVY_BA3_001,12,Navy,POC-User,prototype_demo,4,2
,,,,Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.5,0.24544,1.0,1.18,2,1.0,1.0,,NA,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DARPA,AF_BA2_001,15,Air Force,Service HQ,prototype_demo,4,5
,,,,Title10,,Autonomy_UxS,,,Partner,test,0.0,1.0,1.0,0.725,,1.06,0.789141,1.0,0.78,0.473035,1.0,,3,1.0,,1.0,ISR,NonKinetic,3,,,,favorable,favorable,,,GovLab,fail,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,4,4
,,,,Title10,,Sensors,,,POM,test,0.0,1.0,1.0,0.775,,1.06,0.629058,1.0,0.66,0.341069,1.0,,3,1.0,,1.0,ISR,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,functional_test,4,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.709591,1.0,0.23625,0.205729,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,4,2
,,,,MFP11,GovLab,ISR,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.02,0.665438,,0.6,0.407248,,,1,1.0,,,MultiINT,Kinetic,1,,,,favorable,,,,GovLab,fail,LM,DEVCOM,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,4,3
,,,,Title10;Title50,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.02,0.573117,1.0,0.425,0.293167,1.0,1.18,1,1.0,1.0,,CBRNE,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,NAVWAR,DTRA_BA3_001,23,DTRA,CCMD,prototype_demo,4,3
,,,,Title10;Title50,,Biotechnology,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.551362,1.0,0.3375,0.223972,1.0,1.18,1,1.0,1.0,,CBRNE,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,operational_test,4,5
,,,,Title10,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.02,0.457702,1.0,0.35,0.192811,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,LM,AFLCMC,NAVY_BA3_002,35,Navy,Agency,prototype_demo,4,2
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.08,0.407925,1.0,0.27,0.140362,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,LM,DEVCOM,NAVY_BA4_002,36,Navy,CCMD,functional_test,4,4
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.407925,1.0,0.3375,0.172203,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,None,DEVCOM,0603892C,4,MDA,CCMD,functional_test,5,2
,,,,Title10,GovLab,Sensors,,,POM,contracting,0.0,,1.0,,1.0,1.08,0.441,,0.6,0.285768,,,4,1.0,,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,5,3
,,,,Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.465806,1.0,0.5,0.285819,1.0,1.18,2,1.0,1.0,,NA,Kinetic,2,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,ARMY_BA2_001,7,Army,Service HQ,prototype_demo,5,5
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.3375,0.17523,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable,,,,GovContractor,fail,NG,DARPA,ARMY_BA4_001,9,Army,CCMD,functional_test,5,3
,,,,Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.04,0.494594,1.0,0.45,0.273134,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,None,NAVWAR,NAVY_BA3_001,12,Navy,POC-User,prototype_demo,5,2
,,,,Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.5,0.25016,1.0,1.18,3,1.0,1.0,,NA,Kinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DARPA,AF_BA2_001,15,Air Force,Service HQ,prototype_demo,5,5
,,,,Title10,,Autonomy_UxS,,,Partner,test,0.0,1.0,1.0,0.725,,1.08,0.687741,1.0,0.78,0.420031,1.0,,4,1.0,,1.0,ISR,NonKinetic,4,,,,favorable,favorable,,,GovLab,pass,Boeing,NRL,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,5,5
,,,,Title10,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.08,0.415013,1.0,0.30375,0.160651,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,AFLCMC,AF_BA4_001,17,Air Force,POC-User,functional_test,5,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.561937,1.0,0.23625,0.166053,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,5,2
,,,,MFP11,,ISR,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.584369,1.0,0.286875,0.18927,1.0,1.18,2,1.0,0.92,,MultiINT,Kinetic,2,,,,favorable,,,,GovLab,fail,LM,DEVCOM,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,5,3
,,,,Title10;Title50,,CBRNE,0.0,0.75,POM,attempt,,,1.0,,,1.04,0.584369,1.0,0.286875,0.18927,1.0,1.18,2,1.0,0.92,,CBRNE,Kinetic,,,,,not_conducted,,,,GovLab,start,None,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,,5,4
,,,,Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.0,0.5775,1.0,0.45,0.306652,1.0,1.18,0,1.0,1.0,,CBRNE,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,None,NAVWAR,DTRA_BA2_001,22,DTRA,CCMD,feasibility,5,4
,,,,Title10;Title50,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.04,0.433912,1.0,0.425,0.226311,1.0,1.18,2,1.0,1.0,,CBRNE,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,NAVWAR,DTRA_BA3_001,23,DTRA,CCMD,prototype_demo,5,3
,,,,Title10;Title50,,Biotechnology,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.442225,1.0,0.3375,0.183161,1.0,1.18,2,1.0,1.0,,CBRNE,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Leidos,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,operational_test,5,5
,,,,Title10,,Sensors,0.0,1.0,UFR,funding,,,1.0,,,1.04,0.407312,1.0,0.35,0.174949,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,LM,AFLCMC,NAVY_BA3_002,35,Navy,Agency,prototype_demo,5,2
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.1,0.4,1.0,0.27,0.140184,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,LM,DEVCOM,NAVY_BA4_002,36,Navy,CCMD,functional_test,5,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,attempt,,,1.0,,,1.1,0.4,1.0,0.27,0.140184,1.0,1.18,5,1.0,1.0,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,Boeing,DARPA,0603766E,1,DARPA,POC-User,,6,3
,,,,Title10,,C2_JADC2,0.0,1.0,UFR,funding,,,1.0,,,1.0,0.520625,1.0,0.35,0.215018,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,Boeing,DARPA,0603766E,1,DARPA,POC-User,prototype_demo,6,3
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.3375,0.172044,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,None,DEVCOM,0603892C,4,MDA,CCMD,functional_test,6,2
,,,,Title10,,Sensors,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.45,0.23364,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,MDA_HYP_001,6,MDA,POC-User,prototype_demo,6,3
