adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.950625,1.0,0.3375,0.378586,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA4_002,36,Navy,CCMD,functional_test,2,4
,,,,Title10,,C2_JADC2,,,ProgramBase,test,0.0,1.0,1.0,0.75,,1.02,0.950625,1.0,0.63,0.458154,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,Boeing,DARPA,0603766E,1,DARPA,CCMD,vulnerability_test,3,5
,,,,Title10,,Strike,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.835362,1.0,0.23625,0.237536,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,0603892C,4,MDA,Agency,functional_test,3,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.771103,1.0,0.23625,0.223563,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA5_001,10,Army,Agency,operational_test,3,5
,,,,Title10,,EW,,,UFR,test,0.0,1.0,1.0,0.775,,1.02,0.926859,1.0,0.66,0.48357,1.0,,1,1.0,,1.0,SIGINT,Kinetic,1,,,,favorable,favorable,,,Commercial,fail,Leidos,DARPA,NAVY_BA4_001,13,Navy,POC-User,functional_test,3,2
,,,,Title10,,C2_JADC2,,,ProgramBase,attempt,0.0,1.0,1.0,0.775,,1.02,0.926859,1.0,0.66,0.48357,1.0,,1,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable,,,GovLab,start,Leidos,NAVWAR,AF_BA5_001,18,Air Force,Agency,,3,4
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.879328,1.0,0.3375,0.350192,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,3,4
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.04,0.769412,1.0,0.30375,0.286808,1.0,1.18,2,1.0,1.0,,CBRNE,NonKinetic,2,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,DTRA_BA3_001,23,DTRA,CCMD,vulnerability_test,3,4
,,,,Title10,,Medical,0.0,0.75,POM,attempt,,,1.0,,,1.04,0.769412,1.0,0.30375,0.286808,1.0,1.18,2,1.0,1.0,,Medical,Kinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,NAVWAR,DHA_BA2_001,26,DHA,Service HQ,,3,3
,,,,Title10,,Medical,,,POM,test,0.0,1.0,1.0,0.7,,1.0,0.95,1.0,0.73,0.48545,1.0,,0,1.0,,1.0,Medical,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,Leidos,NAVWAR,DHA_BA2_001,26,DHA,Service HQ,feasibility,3,3
,,,,MIP,,ISR,,,Partner,attempt,0.0,1.0,1.0,0.7,,1.0,0.95,1.0,0.73,0.48545,1.0,,0,1.0,,1.0,MultiINT,Kinetic,,,,,not_conducted,favorable_with_caveats,,,GovContractor,start,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,,3,3
,,,,MIP,GovContractor,ISR,,,Partner,contracting,0.0,,1.0,,1.0,1.0,0.85,,0.65,0.5525,,,0,1.0,,,MultiINT,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,3,3
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.04,0.857939,1.0,0.27,0.284273,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,LM,NRL,ARMY_BA3_002,30,Army,POC-User,functional_test,3,3
,,,,Title10,,Test_Ranges,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.04,0.857939,1.0,0.27,0.284273,1.0,1.18,2,1.0,1.0,,NA,Kinetic,,,,,not_conducted,,,,GovLab,start,Leidos,NRL,ARMY_BA6_001,33,Army,CCMD,,3,3
,,,,Title10,GovLab,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.0,0.925,,0.6,0.555,,,0,1.0,,,NA,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,ARMY_BA6_001,33,Army,CCMD,operational_test,3,3
,,,,Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.670106,1.0,0.5,0.411177,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,NG,DARPA,NAVY_BA3_002,35,Navy,POC-User,prototype_demo,3,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.792523,1.0,0.3375,0.321935,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA4_002,36,Navy,CCMD,functional_test,3,4
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.710775,1.0,0.3375,0.294389,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,0603766E,1,DARPA,CCMD,vulnerability_test,4,5
,,,,Title10,,Strike,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.6498,1.0,0.23625,0.188394,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,0603892C,4,MDA,Agency,functional_test,4,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.563691,1.0,0.23625,0.166572,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA5_001,10,Army,Agency,operational_test,4,5
,,,,Title10,,Maritime_Warfare,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.06,0.563691,1.0,0.23625,0.166572,1.0,1.18,3,1.0,1.0,,NA,Kinetic,,,,,not_conducted,,,,GovLab,start,NG,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,,4,3
,,,,Title10,,Maritime_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.0,0.925,1.0,0.76,0.474525,1.0,,0,1.0,,1.0,NA,Kinetic,0,,,,favorable,favorable,,,GovLab,fail,NG,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,feasibility,4,3
,,,,Title10,,EW,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.709591,1.0,0.23625,0.205729,1.0,1.18,2,1.0,1.0,,SIGINT,Kinetic,2,,,,favorable,,,,Commercial,fail,Leidos,DARPA,NAVY_BA4_001,13,Navy,POC-User,functional_test,4,2
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.634512,1.0,0.3375,0.257748,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,4,4
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.06,0.592266,1.0,0.30375,0.22502,1.0,1.18,3,1.0,1.0,,CBRNE,NonKinetic,3,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,DTRA_BA3_001,23,DTRA,CCMD,vulnerability_test,4,4
,,,,Title10,GovContractor,Medical,,,POM,contracting,0.0,,1.0,,1.0,1.02,0.689203,,0.65,0.456942,,,1,1.0,,,Medical,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DHA_BA2_001,26,DHA,Service HQ,feasibility,4,3
,,,,MIP,GovContractor,ISR,,,Partner,contracting,0.0,,1.0,,1.0,1.02,0.665438,,0.65,0.441185,,,1,1.0,,,MultiINT,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,4,3
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.06,0.690412,1.0,0.27,0.233163,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,LM,NRL,ARMY_BA3_002,30,Army,POC-User,functional_test,4,3
,,,,Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.666626,1.0,0.3375,0.270793,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,ARMY_BA6_001,33,Army,CCMD,operational_test,4,3
,,,,Title10,GovContractor,Sensors,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.06,0.550375,,0.65,0.379208,,,3,1.0,,,ISR,NonKinetic,3,,,,favorable,,,,GovContractor,fail,NG,DARPA,NAVY_BA3_002,35,Navy,POC-User,prototype_demo,4,3
,,,,Title10,Commercial,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.04,0.748125,,0.6,0.46683,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA4_002,36,Navy,CCMD,functional_test,4,4
,,,,Title10,Commercial,C2_JADC2,,,POM,attempt,0.0,,1.0,,1.0,1.04,0.748125,,0.6,0.46683,,,2,1.0,,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,NRL,NAVY_BA5_001,37,Navy,POC-User,,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.0,0.667734,1.0,0.30375,0.239333,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,SAIC,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,4,3
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.5016,1.0,0.3375,0.211748,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,0603766E,1,DARPA,CCMD,vulnerability_test,5,5
,,,,Title10,,Strike,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.494123,1.0,0.23625,0.146014,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,0603892C,4,MDA,Agency,functional_test,5,4
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.40145,1.0,0.23625,0.120867,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA5_001,10,Army,Agency,operational_test,5,5
,,,,Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.589388,1.0,0.5,0.354693,1.0,1.18,1,1.0,1.0,,NA,Kinetic,1,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,feasibility,5,3
,,,,Title10,,EW,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.563643,1.0,0.23625,0.166557,1.0,1.18,3,1.0,1.0,,SIGINT,Kinetic,3,,,,favorable,,,,Commercial,fail,Leidos,DARPA,NAVY_BA4_001,13,Navy,POC-User,functional_test,5,2
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.414141,1.0,0.3375,0.171529,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,5,4
,,,,Title10;Title50,,Sensors,0.0,0.75,POM,funding,,,1.0,,,1.08,0.480769,1.0,0.30375,0.186105,1.0,1.18,4,1.0,1.0,,CBRNE,NonKinetic,4,,,,favorable,,,,GovContractor,fail,NG,DEVCOM,DTRA_BA3_001,23,DTRA,CCMD,vulnerability_test,5,4
,,,,Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.04,0.552781,1.0,0.45,0.305268,1.0,1.18,2,1.0,1.0,,Medical,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DHA_BA2_001,26,DHA,Service HQ,feasibility,5,3
,,,,MIP,GovContractor,ISR,,,Partner,contracting,0.0,,1.0,,1.0,1.04,0.63175,,0.65,0.427063,,,2,1.0,,,MultiINT,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,5,3
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.08,0.527279,1.0,0.27,0.18143,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,LM,NRL,ARMY_BA3_002,30,Army,POC-User,functional_test,5,3
,,,,Title10,GovLab,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.04,0.63175,,0.6,0.394212,,,2,1.0,,,NA,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,ARMY_BA6_001,33,Army,CCMD,operational_test,5,3
,,,,Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.5,0.25488,1.0,1.18,4,1.0,1.0,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,NG,DARPA,NAVY_BA3_002,35,Navy,POC-User,prototype_demo,5,3
,,,,Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.456444,1.0,0.3375,0.192686,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA4_002,36,Navy,CCMD,functional_test,5,4
,,,,Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.02,0.480675,1.0,0.30375,0.175732,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,SAIC,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,5,3
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.3375,0.172044,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,0603766E,1,DARPA,CCMD,vulnerability_test,6,5
,,,,Title10,,Foundational_Science,0.0,0.75,Partner,attempt,,,1.0,,,1.08,0.4,1.0,0.3375,0.172044,1.0,1.18,4,1.0,1.0,,NA,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DARPA,OUSD_SCI_001,3,OUSD(R&E),Agency,,6,2
,,,,Title10,,Foundational_Science,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.7,1.0,0.375,0.30975,1.0,1.18,0,1.0,1.0,,NA,NonKinetic,0,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,OUSD_SCI_001,3,OUSD(R&E),Agency,feasibility,6,2
,,,,Title10,,Strike,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.42525,1.0,0.23625,0.128033,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,0603892C,4,MDA,Agency,functional_test,6,4
,,,,Title10,,Land_Warfare,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.08,0.42525,1.0,0.23625,0.128033,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,LM,DEVCOM,ARMY_BA3_001,8,Army,CCMD,,6,2
,,,,Title10,,Land_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.0,0.9,1.0,0.67,0.437175,1.0,,0,1.0,,1.0,ISR,Kinetic,0,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,LM,DEVCOM,ARMY_BA3_001,8,Army,CCMD,prototype_demo,6,3
,,,,Title10,,Air_Dominance,,,POM,attempt,0.0,1.0,1.0,0.725,,1.0,0.9,1.0,0.67,0.437175,1.0,,0,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,None,DEVCOM,ARMY_BA4_001,9,Army,CCMD,,6,2
,,,,Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.0,0.5115,1.0,0.30375,0.183334,1.0,1.18,0,1.0,1.0,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,DEVCOM,ARMY_BA4_001,9,Army,CCMD,functional_test,6,2
,,,,Title10,,C2_JADC2,0.0,0.75,UFR,funding,,,1.0,,,1.1,0.4,1.0,0.23625,0.122661,1.0,1.18,5,1.0,1.0,,ISR,NonKinetic,5,,,,favorable,,,,GovContractor,fail,Leidos,PEO C4I,ARMY_BA5_001,10,Army,Agency,operational_test,6,5
,,,,Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.442225,1.0,0.5,0.271349,1.0,1.18,2,1.0,1.0,,NA,Kinetic,2,,,,favorable,,,,GovLab,fail,NG,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,feasibility,6,3
,,,,Title10,,EW,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.42525,1.0,0.23625,0.128033,1.0,1.18,4,1.0,1.0,,SIGINT,Kinetic,4,,,,favorable,,,,Commercial,fail,Leidos,DARPA,NAVY_BA4_001,13,Navy,POC-User,functional_test,6,2
,,,,Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.3375,0.168858,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,AF_BA5_001,18,Air Force,Agency,vulnerability_test,6,4
,,,,Title10;Title50,,Sensors,,,POM,test,0.0,1.0,1.0,0.725,,1.1,0.646059,1.0,0.68,0.350358,1.0,,5,1.0,,1.0,CBRNE,NonKinetic,5,,,,favorable,favorable,,,GovContractor,fail,NG,DEVCOM,DTRA_BA3_001,23,DTRA,CCMD,vulnerability_test,6,4
,,,,Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.06,0.47915,1.0,0.45,0.269694,1.0,1.18,3,1.0,1.0,,Medical,Kinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DHA_BA2_001,26,DHA,Service HQ,feasibility,6,3
