adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.02,0.520833,1.0,0.45,0.282093,1.0,1.18,1,1.0,1.0,,NA,NonKinetic,1,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA2_001,15,Air Force,POC-User,feasibility,4,3
,,,,MFP11,GovLab,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.04,0.631313,,0.6,0.393939,,,2,1.0,,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,NG,NAVWAR,SOCOM_BA3_001,19,SOCOM,Service HQ,functional_test,4,3
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.522539,1.0,0.286875,0.16599,1.0,1.18,1,1.0,0.92,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,NG,DARPA,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,4,4
,,,,Title10,,Medical,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.02,0.522539,1.0,0.286875,0.16599,1.0,1.18,1,1.0,0.92,,Medical,Kinetic,,,,,not_conducted,,,,GovLab,start,Boeing,AFLCMC,DHA_BA4_001,27,DHA,POC-User,,4,3
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.5775,1.0,0.3375,0.229989,1.0,1.18,0,1.0,1.0,,Medical,Kinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,DHA_BA4_001,27,DHA,POC-User,functional_test,4,3
,,,,Title10,,Air_Dominance,0.0,0.75,Partner,funding,,,1.0,,,1.02,0.6137,1.0,0.253125,0.186971,1.0,1.18,1,1.0,1.0,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,DEVCOM,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,4,4
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.06,0.451631,1.0,0.45,0.254205,1.0,1.18,3,1.0,1.0,,NA,Kinetic,3,,,,favorable,,,,GovContractor,fail,LM,AFLCMC,AF_BA2_002,38,Air Force,Service HQ,feasibility,4,2
,,,,Title10,,Sensors,,,ProgramBase,test,0.0,1.0,1.0,0.725,,1.04,0.880516,1.0,0.69,0.458097,1.0,,2,1.0,,1.0,ISR,Kinetic,2,,,,favorable,favorable,,,GovLab,pass,None,AFLCMC,AF_BA3_002,39,Air Force,CCMD,functional_test,4,5
,,,,Title10,,Microelectronics,,,Partner,attempt,0.0,1.0,1.0,0.725,,1.04,0.880516,1.0,0.69,0.458097,1.0,,2,1.0,,1.0,NA,Kinetic,,,,,not_conducted,favorable,,,GovLab,start,None,PEO C4I,0602702E,0,DARPA,CCMD,,5,3
,,,,Title10,,Microelectronics,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.5775,1.0,0.375,0.255544,1.0,1.18,0,1.0,1.0,,NA,Kinetic,0,,,,favorable,,,,GovLab,fail,None,PEO C4I,0602702E,0,DARPA,CCMD,feasibility,5,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.455175,1.0,0.286875,0.157164,1.0,1.18,1,1.0,1.0,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,DEVCOM,0603766E,1,DARPA,Service HQ,functional_test,5,5
,,,,Title10,,Autonomy_UxS,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4144,1.0,0.3375,0.178238,1.0,1.18,4,1.0,1.0,,ISR,Kinetic,4,,,,favorable,,,,GovLab,fail,SAIC,DARPA,OUSD_MOD_001,2,OUSD(R&E),Agency,functional_test,5,5
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.463837,1.0,0.3375,0.192112,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,PEO C4I,0603892C,4,MDA,Service HQ,operational_test,5,4
,,,,Title10,,Air_Dominance,,,External,test,0.0,1.0,1.0,0.775,,1.04,0.712969,1.0,0.68,0.390764,1.0,,2,1.0,,1.0,ISR,NonKinetic,2,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_001,9,Army,CCMD,vulnerability_test,5,5
,,,,Title10,,Maritime_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.06,0.813379,1.0,0.76,0.442299,1.0,,3,1.0,,1.0,NA,Kinetic,3,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,fail,Leidos,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,feasibility,5,4
,,,,Title10,,Autonomy_UxS,,,Partner,test,0.0,1.0,1.0,0.725,,1.1,0.644219,1.0,0.78,0.400736,1.0,,5,1.0,,1.0,ISR,NonKinetic,5,,,,favorable,favorable,,,GovContractor,pass,Leidos,DEVCOM,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,5,5
,,,,Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.473812,1.0,0.3375,0.196244,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,favorable,,,,GovLab,fail,LM,NAVWAR,NAVY_BA6_001,14,Navy,CCMD,operational_test,5,4
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.04,0.421859,1.0,0.45,0.232968,1.0,1.18,2,1.0,1.0,,NA,NonKinetic,2,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA2_001,15,Air Force,POC-User,feasibility,5,3
,,,,MFP11,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.06,0.494594,1.0,0.30375,0.172878,1.0,1.18,3,1.0,0.92,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,NG,NAVWAR,SOCOM_BA3_001,19,SOCOM,Service HQ,functional_test,5,3
,,,,MFP11,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.452616,1.0,0.286875,0.146597,1.0,1.18,2,1.0,0.92,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,NG,DARPA,SOCOM_BA5_001,21,SOCOM,POC-User,vulnerability_test,5,4
,,,,Title10,,Medical,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.482442,1.0,0.3375,0.195975,1.0,1.18,1,1.0,1.0,,Medical,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,DHA_BA4_001,27,DHA,POC-User,functional_test,5,3
,,,,Title10,,Air_Dominance,0.0,0.75,Partner,funding,,,1.0,,,1.04,0.47915,1.0,0.253125,0.148841,1.0,1.18,2,1.0,1.0,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,DEVCOM,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,5,4
,,,,Title10,GovContractor,Air_Dominance,,,POM,contracting,0.0,,1.0,,1.0,1.08,0.441,,0.65,0.309582,,,4,1.0,,,NA,Kinetic,4,,,,favorable,,,,GovContractor,fail,LM,AFLCMC,AF_BA2_002,38,Air Force,Service HQ,feasibility,5,2
,,,,Title10,GovLab,Sensors,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.648375,,0.6,0.396805,,,1,1.0,,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,None,AFLCMC,AF_BA3_002,39,Air Force,CCMD,vulnerability_test,5,5
,,,,Title10,GovLab,Microelectronics,,,Partner,contracting,0.0,,1.0,,1.0,1.02,0.665438,,0.6,0.407248,,,1,1.0,,,NA,Kinetic,1,,,,favorable,,,,GovLab,fail,None,PEO C4I,0602702E,0,DARPA,CCMD,feasibility,6,3
,,,,Title10,,C2_JADC2,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.4,1.0,0.286875,0.140821,1.0,1.18,2,1.0,1.0,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,DEVCOM,0603766E,1,DARPA,Service HQ,functional_test,6,5
,,,,Title10,,Autonomy_UxS,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.3375,0.17523,1.0,1.18,5,1.0,1.0,,ISR,Kinetic,5,,,,favorable,,,,GovLab,fail,SAIC,DARPA,OUSD_MOD_001,2,OUSD(R&E),Agency,functional_test,6,5
,,,,Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.3375,0.168858,1.0,1.18,3,1.0,1.0,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,PEO C4I,0603892C,4,MDA,Service HQ,operational_test,6,4
,,,,Title10,,Air_Dominance,0.0,0.75,External,funding,,,1.0,,,1.06,0.4655,1.0,0.27,0.157207,1.0,1.18,3,1.0,1.0,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,None,DEVCOM,ARMY_BA4_001,9,Army,CCMD,vulnerability_test,6,5
,,,,Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.5,0.25488,1.0,1.18,4,1.0,1.0,,NA,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,AFLCMC,NAVY_BA2_001,11,Navy,Service HQ,feasibility,6,4
,,,,Title10,GovContractor,Autonomy_UxS,,,Partner,contracting,0.0,,1.0,,1.0,1.02,0.459375,,0.65,0.304566,,,1,1.0,,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA3_001,12,Navy,CCMD,functional_test,6,5
,,,,Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.419256,1.0,0.3375,0.176987,1.0,1.18,3,1.0,1.0,,NA,NonKinetic,3,,,,favorable,,,,GovLab,fail,LM,NAVWAR,NAVY_BA6_001,14,Navy,CCMD,operational_test,6,4
,,,,Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.06,0.4,1.0,0.45,0.225144,1.0,1.18,3,1.0,1.0,,NA,NonKinetic,3,,,,favorable,,,,GovLab,fail,Boeing,NRL,AF_BA2_001,15,Air Force,POC-User,feasibility,6,3
