authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_penalty_factor,gate_prob_base,gate_prob_final,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,Commercial,Space,,External,contracting,0.49,0.6,0.294,GEOINT,NonKinetic,7,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,7,5
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,7,3
Title50,,Space,1.0,UFR,funding,0.3675,0.28,0.1029,OSINT,NonKinetic,6,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,7,3
Title10,,Maritime,1.0,Partner,funding,0.532,0.3,0.1596,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,7,4
Title50,,Air,1.0,POM,funding,0.57375,0.36,0.20655,SIGINT,NonKinetic,3,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,7,4
Title50,,Land,1.0,Partner,funding,0.3675,0.3,0.11025,MASINT,NonKinetic,6,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,8,3
Title10,,Space,1.0,External,attempt,0.3675,0.3,0.11025,GEOINT,NonKinetic,,,,,not_conducted,,,GovLab,start,LM,PEO C4I,proj-8,8,Space Force,POC-User,,8,2
Title10,,Space,1.0,External,funding,0.525,0.32,0.168,GEOINT,NonKinetic,0,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,8,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,8,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,8,5
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,8,3
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,7,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,8,3
Title10,,Maritime,1.0,Partner,funding,0.441,0.3,0.1323,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,8,4
Title50,,Air,1.0,POM,funding,0.476,0.36,0.17136,SIGINT,NonKinetic,4,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,8,4
Title50,,Land,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,7,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,9,3
Title10,,Space,1.0,External,funding,0.4655,0.32,0.14896,GEOINT,NonKinetic,1,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,9,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,9,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,9,5
Title10,,Space,1.0,POM,attempt,0.343,0.32,0.10976,GEOINT,Kinetic,,,,,not_conducted,,,GovLab,start,Leidos,DARPA,proj-25,25,Space Force,POC-User,,9,2
Title10,,Space,1.0,POM,funding,0.56,0.36,0.2016,GEOINT,Kinetic,0,,,,not_conducted,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,9,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,9,3
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,8,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,9,3
Title10,,Maritime,1.0,Partner,funding,0.4165,0.3,0.12495,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,9,4
Title50,,Air,1.0,POM,funding,0.39375,0.36,0.14175,SIGINT,NonKinetic,5,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,9,4
Title50,,Land,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,8,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,10,3
Title10,,Space,1.0,External,funding,0.441,0.32,0.14112,GEOINT,NonKinetic,2,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,10,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,10,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,10,5
Title10,,Space,1.0,POM,funding,0.4655,0.36,0.16758,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,10,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,10,3
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,9,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,10,3
Title10,,Maritime,1.0,Partner,funding,0.392,0.3,0.1176,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,10,4
Title50,,Air,1.0,POM,funding,0.343,0.36,0.12348,SIGINT,NonKinetic,6,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,10,4
Title50,,Land,1.0,Partner,funding,0.343,0.3,0.1029,MASINT,NonKinetic,9,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,11,3
Title10,,Space,1.0,External,funding,0.4165,0.32,0.13328,GEOINT,NonKinetic,3,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,11,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,11,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,11,5
Title10,,EW,1.0,Partner_CoDev,attempt,0.343,0.32,0.10976,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,Leidos,PEO C4I,proj-17,17,Army,CCMD,,11,4
Title10,GovLab,EW,,Partner_CoDev,contracting,0.7,0.6,0.42,MASINT,Kinetic,0,,,,favorable,,,GovLab,fail,Leidos,PEO C4I,proj-17,17,Army,CCMD,feasibility,11,4
Title50,GovLab,Maritime,,External,attempt,0.7,0.6,0.42,OSINT,NonKinetic,,,,,not_conducted,,,Commercial,start,Leidos,AFLCMC,proj-18,18,USMC,Agency,,11,3
Title50,,Maritime,1.0,External,funding,0.49,0.32,0.1568,OSINT,NonKinetic,0,,,,not_conducted,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,11,3
Title10,,Space,1.0,POM,funding,0.441,0.36,0.15876,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,11,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,6,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,11,3
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,10,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,11,3
Title10,,Maritime,1.0,Partner,funding,0.3675,0.3,0.11025,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,11,4
Title50,,Air,1.0,POM,funding,0.343,0.36,0.12348,SIGINT,NonKinetic,7,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,11,4
Title50,,Land,,Partner,test,0.441,0.68,0.29988,MASINT,NonKinetic,10,,,,favorable,favorable,,GovLab,pass,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,12,4
Title50,,Land,,Partner,test,0.441,0.68,0.29988,MASINT,NonKinetic,0,,,,favorable,favorable,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,prototype_demo,12,4
Title10,,Space,1.0,External,funding,0.392,0.32,0.12544,GEOINT,NonKinetic,4,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,12,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,12,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,12,5
Title10,,EW,1.0,Partner_CoDev,funding,0.665,0.34,0.2261,MASINT,Kinetic,1,,,,favorable,,,GovLab,fail,Leidos,PEO C4I,proj-17,17,Army,CCMD,feasibility,12,4
Title50,,Maritime,1.0,External,funding,0.4655,0.32,0.14896,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,12,3
Title10,,EW,1.0,Partner_CoDev,attempt,0.4655,0.32,0.14896,MASINT,NonKinetic,,,,,not_conducted,,,GovLab,start,None,NAVWAR,proj-21,21,IC,CCMD,,12,2
Title10,,EW,1.0,Partner_CoDev,funding,0.665,0.34,0.2261,MASINT,NonKinetic,0,,,,favorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,12,2
Title10,,Space,1.0,POM,funding,0.4165,0.36,0.14994,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,12,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,7,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,12,3
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,11,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,12,3
Title10,GovContractor,Maritime,,Partner,contracting,0.49,0.65,0.3185,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,12,4
Title50,,Air,1.0,POM,funding,0.343,0.36,0.12348,SIGINT,NonKinetic,8,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,12,4
Title50,,Land,0.75,Partner,funding,0.343,0.196875,0.067528,MASINT,NonKinetic,1,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,functional_test,13,4
Title10,,Space,1.0,External,funding,0.3675,0.32,0.1176,GEOINT,NonKinetic,5,,,,favorable,,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,13,2
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,13,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,13,5
Title10,,EW,1.0,Partner_CoDev,funding,0.567,0.34,0.19278,MASINT,Kinetic,2,,,,favorable,,,GovLab,fail,Leidos,PEO C4I,proj-17,17,Army,CCMD,feasibility,13,4
Title50,,Maritime,1.0,External,funding,0.441,0.32,0.14112,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,13,3
Title10,,EW,1.0,UFR,attempt,0.441,0.32,0.14112,SIGINT,Kinetic,,,,,not_conducted,,,GovLab,start,LM,DEVCOM,proj-19,19,Army,Service HQ,,13,2
Title10,,EW,1.0,UFR,funding,0.49,0.28,0.1372,SIGINT,Kinetic,0,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,feasibility,13,2
Title50,,Maritime,1.0,ProgramBase,attempt,0.49,0.28,0.1372,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,Boeing,DARPA,proj-20,20,IC,Agency,,13,4
Title50,,Maritime,1.0,ProgramBase,funding,0.7,0.4,0.28,MASINT,Kinetic,0,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,13,4
Title10,,EW,1.0,Partner_CoDev,funding,0.56525,0.34,0.192185,MASINT,NonKinetic,1,,,,favorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,13,2
Title10,,Space,1.0,POM,funding,0.392,0.36,0.14112,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,13,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,8,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,13,3
Title50,,Land,1.0,UFR,attempt,0.343,0.3,0.1029,MASINT,Kinetic,,,,,not_conducted,,,GovLab,start,NG,DARPA,proj-29,29,Space Force,CCMD,,13,2
Title50,,Land,1.0,UFR,funding,0.49,0.28,0.1372,MASINT,Kinetic,0,,,,favorable_with_caveats,,,GovLab,fail,NG,DARPA,proj-29,29,Space Force,CCMD,feasibility,13,2
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,12,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,13,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,NonKinetic,7,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,13,4
Title50,,ISR,1.0,Partner_CoDev,attempt,0.343,0.3,0.1029,SIGINT,NonKinetic,,,,,not_conducted,,,GovContractor,start,None,DEVCOM,proj-33,33,USMC,CCMD,,13,4
Title50,,ISR,1.0,Partner_CoDev,funding,0.56,0.34,0.1904,SIGINT,NonKinetic,0,,,,favorable,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,13,4
Title50,,Air,1.0,POM,funding,0.343,0.36,0.12348,SIGINT,NonKinetic,9,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,13,4
Title50,,Land,0.75,Partner,funding,0.343,0.196875,0.067528,MASINT,NonKinetic,2,,,,favorable,,,GovLab,fail,SAIC,DARPA,proj-3,3,Navy,POC-User,functional_test,14,4
Title10,,Space,,External,test,0.441,0.73,0.32193,GEOINT,NonKinetic,6,,,,favorable,favorable,,GovLab,pass,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,14,3
Title10,,Space,,External,test,0.441,0.73,0.32193,GEOINT,NonKinetic,0,,,,favorable,favorable,,GovLab,fail,LM,PEO C4I,proj-8,8,Space Force,POC-User,feasibility,14,3
Title50,,Space,1.0,External,funding,0.343,0.32,0.10976,GEOINT,NonKinetic,14,,,,favorable,,,Commercial,fail,Leidos,NRL,proj-15,15,Space Force,Service HQ,prototype_demo,14,5
Title50,,Maritime,1.0,External,funding,0.4165,0.32,0.13328,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,Commercial,fail,Leidos,AFLCMC,proj-18,18,USMC,Agency,feasibility,14,3
Title10,,EW,1.0,UFR,funding,0.4655,0.28,0.13034,SIGINT,Kinetic,1,,,,favorable,,,GovLab,fail,LM,DEVCOM,proj-19,19,Army,Service HQ,feasibility,14,2
Title50,,Maritime,1.0,ProgramBase,funding,0.63175,0.4,0.2527,MASINT,Kinetic,1,,,,favorable,,,GovLab,fail,Boeing,DARPA,proj-20,20,IC,Agency,feasibility,14,4
Title10,,EW,1.0,Partner_CoDev,funding,0.4725,0.34,0.16065,MASINT,NonKinetic,2,,,,favorable,,,GovLab,fail,None,NAVWAR,proj-21,21,IC,CCMD,feasibility,14,2
Title10,,Space,1.0,POM,funding,0.3675,0.36,0.1323,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,GovLab,fail,Leidos,DARPA,proj-25,25,Space Force,POC-User,feasibility,14,2
Title10,,ISR,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,Kinetic,9,,,,favorable_with_caveats,,,GovLab,fail,Leidos,NAVWAR,proj-27,27,Space Force,Agency,prototype_demo,14,3
Title50,,Land,1.0,UFR,funding,0.4655,0.28,0.13034,MASINT,Kinetic,1,,,,favorable_with_caveats,,,GovLab,fail,NG,DARPA,proj-29,29,Space Force,CCMD,feasibility,14,2
Title50,,Space,1.0,UFR,funding,0.343,0.28,0.09604,OSINT,NonKinetic,13,,,,favorable_with_caveats,,,Commercial,fail,Boeing,NRL,proj-31,31,Space Force,CCMD,feasibility,14,3
Title10,,Maritime,1.0,Partner,funding,0.343,0.3,0.1029,GEOINT,NonKinetic,8,,,,favorable_with_caveats,,,GovContractor,fail,NG,NRL,proj-32,32,Space Force,Service HQ,feasibility,14,4
Title50,,ISR,1.0,Partner_CoDev,funding,0.4655,0.34,0.15827,SIGINT,NonKinetic,1,,,,favorable,,,GovContractor,fail,None,DEVCOM,proj-33,33,USMC,CCMD,feasibility,14,4
Title50,,Air,1.0,POM,funding,0.343,0.36,0.12348,SIGINT,NonKinetic,10,,,,favorable,,,GovContractor,fail,SAIC,NRL,proj-34,34,USMC,POC-User,feasibility,14,4
