authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,6,4
Title10,,Air,1.0,Partner,attempt,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,,,,,not_conducted,,,,GovLab,start,SAIC,NRL,proj-6,6,Space Force,POC-User,,7,4
Title10,,Air,1.0,Partner,funding,,,0.525,1.0,0.3,0.126,1.0,1.0,0.8,MASINT,Kinetic,0,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,7,4
Title50,,Land,1.0,POM,attempt,,,0.525,1.0,0.3,0.126,1.0,1.0,0.8,GEOINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,None,AFLCMC,proj-14,14,Air Force,CCMD,,7,3
Title50,,Land,1.0,POM,funding,,,0.665,1.0,0.36,0.19152,1.0,1.0,0.8,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,7,3
Title10,,Air,1.0,Partner,funding,,,0.294,1.0,0.3,0.07056,1.0,1.0,0.8,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,7,2
Title10,,Maritime,1.0,ProgramBase,attempt,,,0.294,1.0,0.3,0.07056,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,,7,2
Title10,,Maritime,1.0,ProgramBase,funding,,,0.49,1.0,0.4,0.1568,1.0,1.0,0.8,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,7,2
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,7,4
Title50,,Maritime,1.0,POM,attempt,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,OSINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,DARPA,proj-38,38,IC,POC-User,,7,2
Title50,,Maritime,,POM,legal,,,,,,,,,,OSINT,NonKinetic,0,0.470999,0.284287,0.431425,unfavorable,,1.0,0.194714,Commercial,unfavorable,NG,DARPA,proj-38,38,IC,POC-User,feasibility,7,2
Title10,GovLab,Air,,Partner,contracting,,,0.63175,,0.6,0.37905,,1.0,,MASINT,Kinetic,1,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,8,4
Title50,GovLab,Cyber,,POM,attempt,,,0.63175,,0.6,0.37905,,1.0,,OSINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,LM,DARPA,proj-11,11,USMC,CCMD,,8,2
Title50,,Cyber,,POM,legal,,,,,,,,,,OSINT,Kinetic,0,0.43225,0.3325,0.235,unfavorable,,1.0,0.18525,GovContractor,unfavorable,LM,DARPA,proj-11,11,USMC,CCMD,feasibility,8,2
Title50,,Land,1.0,POM,funding,,,0.568575,1.0,0.36,0.16375,1.0,1.0,0.8,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,8,3
Title10,,Air,1.0,Partner,funding,,,0.25725,1.0,0.3,0.06174,1.0,1.0,0.8,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,8,2
Title50,,Cyber,1.0,POM,attempt,,,0.25725,1.0,0.3,0.06174,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,PEO C4I,proj-18,18,IC,CCMD,,8,4
Title50,,Cyber,1.0,POM,funding,,,0.5985,1.0,0.36,0.172368,1.0,1.0,0.8,SIGINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,8,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.442225,1.0,0.4,0.141512,1.0,1.0,0.8,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,8,2
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,8,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,8,4
Title10,,EW,1.0,External,attempt,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Boeing,AFLCMC,proj-27,27,IC,Agency,,8,4
Title10,,EW,1.0,External,funding,,,0.7,1.0,0.32,0.1792,1.0,1.0,0.8,SIGINT,NonKinetic,0,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,8,4
Title10,,Air,1.0,Partner,funding,,,0.3969,1.0,0.3,0.095256,1.0,1.0,0.8,MASINT,Kinetic,2,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,9,4
Title50,,Cyber,1.0,Partner,attempt,,,0.3969,1.0,0.3,0.095256,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,Commercial,start,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,,9,4
Title50,,Cyber,,Partner,legal,,,,,,,,,,HUMINT,Kinetic,0,0.49651,0.2407,0.4186,unfavorable,,1.0,0.21279,Commercial,unfavorable,SAIC,PEO C4I,proj-10,10,Space Force,CCMD,feasibility,9,4
Title50,,Land,1.0,POM,funding,,,0.455175,1.0,0.36,0.13109,1.0,1.0,0.8,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,9,3
Title10,Commercial,Air,,Partner,contracting,,,0.343,,0.6,0.2058,,1.0,,GEOINT,NonKinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,9,2
Title50,,Cyber,1.0,POM,funding,,,0.4522,1.0,0.36,0.130234,1.0,1.0,0.8,SIGINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,9,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.3969,1.0,0.4,0.127008,1.0,1.0,0.8,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,9,2
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,9,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,9,4
Title10,,EW,1.0,External,funding,,,0.600162,1.0,0.32,0.153642,1.0,1.0,0.8,SIGINT,NonKinetic,1,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,9,4
Title50,,Cyber,1.0,UFR,attempt,,,0.600162,1.0,0.32,0.153642,1.0,1.0,0.8,OSINT,Kinetic,,,,,not_conducted,,,,GovLab,start,None,PEO C4I,proj-0,0,Space Force,POC-User,,10,2
Title50,,Cyber,1.0,UFR,funding,,,0.68,1.0,0.28,0.15232,1.0,1.0,0.8,OSINT,Kinetic,0,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,10,2
Title10,,Air,1.0,Partner,funding,,,0.3332,1.0,0.3,0.079968,1.0,1.0,0.8,MASINT,Kinetic,3,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,10,4
Title50,,Land,1.0,POM,funding,,,0.357,1.0,0.36,0.102816,1.0,1.0,0.8,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,10,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,10,2
Title50,,Cyber,1.0,POM,funding,,,0.33075,1.0,0.36,0.095256,1.0,1.0,0.8,SIGINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,10,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.354025,1.0,0.4,0.113288,1.0,1.0,0.8,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,10,2
Title10,,Cyber,1.0,POM,attempt,,,0.354025,1.0,0.4,0.113288,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,,10,4
Title10,,Cyber,1.0,POM,funding,,,0.343,1.0,0.36,0.098784,1.0,1.0,0.8,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,10,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,10,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,10,4
Title10,,EW,1.0,External,funding,,,0.5103,1.0,0.32,0.130637,1.0,1.0,0.8,SIGINT,NonKinetic,2,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,10,4
Title10,,Land,1.0,POM,attempt,,,0.5103,1.0,0.32,0.130637,1.0,1.0,0.8,SIGINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,,10,4
Title10,,Land,,POM,legal,,,,,,,,,,SIGINT,Kinetic,0,0.4305,0.335,0.43,unfavorable,,1.0,0.1845,GovContractor,unfavorable,SAIC,DEVCOM,proj-36,36,Air Force,Service HQ,feasibility,10,4
Title10,,Land,,ProgramBase,attempt,,,,,,,,,,GEOINT,NonKinetic,,0.4305,0.335,0.43,not_conducted,,1.0,0.1845,Commercial,start,SAIC,NRL,proj-37,37,Navy,Agency,,10,3
Title10,,Land,1.0,ProgramBase,funding,,,0.392,1.0,0.4,0.12544,1.0,1.0,0.8,GEOINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,10,3
Title50,,Cyber,1.0,UFR,funding,,,0.473812,1.0,0.28,0.106134,1.0,1.0,0.8,OSINT,Kinetic,1,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,11,2
Title50,,Maritime,1.0,External,attempt,,,0.473812,1.0,0.28,0.106134,1.0,1.0,0.8,GEOINT,NonKinetic,,,,,not_conducted,,,,GovLab,start,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,,11,3
Title50,,Maritime,1.0,External,funding,,,0.4165,1.0,0.32,0.106624,1.0,1.0,0.8,GEOINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,11,3
Title10,,Air,1.0,Partner,funding,,,0.2744,1.0,0.3,0.065856,1.0,1.0,0.8,MASINT,Kinetic,4,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,11,4
Title50,,Land,1.0,POM,funding,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,GEOINT,NonKinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,11,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,11,2
Title50,,Cyber,1.0,POM,funding,,,0.29155,1.0,0.36,0.083966,1.0,1.0,0.8,SIGINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,11,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.294,1.0,0.4,0.09408,1.0,1.0,0.8,SIGINT,NonKinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,11,2
Title10,,Cyber,1.0,POM,funding,,,0.32585,1.0,0.36,0.093845,1.0,1.0,0.8,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,11,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,11,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,11,4
Title10,,EW,1.0,External,funding,,,0.4046,1.0,0.32,0.103578,1.0,1.0,0.8,SIGINT,NonKinetic,3,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,11,4
Title50,,EW,1.0,ProgramBase,attempt,,,0.4046,1.0,0.32,0.103578,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,NG,DEVCOM,proj-30,30,Air Force,CCMD,,11,4
Title50,GovContractor,EW,,ProgramBase,contracting,,,0.56,,0.65,0.364,,1.0,,SIGINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,11,4
Title10,,Land,1.0,ProgramBase,funding,,,0.32585,1.0,0.4,0.104272,1.0,1.0,0.8,GEOINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,11,3
Title50,,Cyber,1.0,UFR,funding,,,0.3969,1.0,0.28,0.088906,1.0,1.0,0.8,OSINT,Kinetic,2,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,12,2
Title50,,Maritime,1.0,External,funding,,,0.349125,1.0,0.32,0.089376,1.0,1.0,0.8,GEOINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,12,3
Title10,,Air,1.0,Partner,funding,,,0.25725,1.0,0.3,0.06174,1.0,1.0,0.8,MASINT,Kinetic,5,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,12,4
Title50,,Land,1.0,POM,funding,,,0.25725,1.0,0.36,0.074088,1.0,1.0,0.8,GEOINT,NonKinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,12,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,12,2
Title50,,Cyber,1.0,POM,funding,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,SIGINT,NonKinetic,4,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,12,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.25725,1.0,0.4,0.08232,1.0,1.0,0.8,SIGINT,NonKinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,12,2
Title10,,Maritime,1.0,ProgramBase,attempt,,,0.25725,1.0,0.4,0.08232,1.0,1.0,0.8,OSINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DEVCOM,proj-21,21,Navy,CCMD,,12,4
Title10,Commercial,Maritime,,ProgramBase,contracting,,,0.49,,0.6,0.294,,1.0,,OSINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,12,4
Title10,,Cyber,1.0,POM,funding,,,0.3087,1.0,0.36,0.088906,1.0,1.0,0.8,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,12,4
Title50,,Land,1.0,External,attempt,,,0.3087,1.0,0.36,0.088906,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,DARPA,proj-25,25,Air Force,POC-User,,12,4
Title50,,Land,1.0,External,funding,,,0.343,1.0,0.32,0.087808,1.0,1.0,0.8,HUMINT,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,12,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,12,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,12,4
Title10,,EW,1.0,External,funding,,,0.294,1.0,0.32,0.075264,1.0,1.0,0.8,SIGINT,NonKinetic,4,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,12,4
Title50,,EW,1.0,ProgramBase,funding,,,0.32585,1.0,0.4,0.104272,1.0,1.0,0.8,SIGINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,12,4
Title10,,Land,1.0,ProgramBase,funding,,,0.3087,1.0,0.4,0.098784,1.0,1.0,0.8,GEOINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,12,3
Title50,,Cyber,1.0,UFR,funding,,,0.354025,1.0,0.28,0.079302,1.0,1.0,0.8,OSINT,Kinetic,3,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,13,2
Title50,,Maritime,1.0,External,funding,,,0.3087,1.0,0.32,0.079027,1.0,1.0,0.8,GEOINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,13,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,6,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,13,4
Title50,,Land,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,NonKinetic,6,,,,favorable_with_caveats,,,,GovContractor,fail,None,AFLCMC,proj-14,14,Air Force,CCMD,feasibility,13,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,GEOINT,NonKinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,proj-17,17,Army,CCMD,feasibility,13,2
Title50,,Cyber,1.0,POM,funding,,,0.25725,1.0,0.36,0.074088,1.0,1.0,0.8,SIGINT,NonKinetic,5,,,,favorable,,,,Commercial,fail,NG,PEO C4I,proj-18,18,IC,CCMD,feasibility,13,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,NonKinetic,6,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-19,19,Air Force,CCMD,feasibility,13,2
Title10,Commercial,Maritime,,ProgramBase,contracting,,,0.4655,,0.6,0.2793,,1.0,,OSINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-21,21,Navy,CCMD,feasibility,13,4
Title10,,Cyber,1.0,POM,funding,,,0.29155,1.0,0.36,0.083966,1.0,1.0,0.8,SIGINT,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-24,24,USMC,Service HQ,feasibility,13,4
Title50,,Land,1.0,External,funding,,,0.32585,1.0,0.32,0.083418,1.0,1.0,0.8,HUMINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,proj-25,25,Air Force,POC-User,feasibility,13,4
Title50,,Maritime,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,HUMINT,Kinetic,13,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,proj-26,26,Navy,POC-User,feasibility,13,4
Title10,,EW,1.0,External,funding,,,0.25725,1.0,0.32,0.065856,1.0,1.0,0.8,SIGINT,NonKinetic,5,,,,favorable,,,,GovContractor,fail,Boeing,AFLCMC,proj-27,27,IC,Agency,feasibility,13,4
Title50,,EW,1.0,ProgramBase,funding,,,0.3087,1.0,0.4,0.098784,1.0,1.0,0.8,SIGINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DEVCOM,proj-30,30,Air Force,CCMD,feasibility,13,4
Title10,,EW,1.0,Partner_CoDev,attempt,,,0.3087,1.0,0.4,0.098784,1.0,1.0,0.8,GEOINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DARPA,proj-35,35,Space Force,Service HQ,,13,2
Title10,,EW,,Partner_CoDev,legal,,,,,,,,,,GEOINT,NonKinetic,0,0.390525,0.39925,0.4015,unfavorable,,1.0,0.160225,Commercial,unfavorable,Boeing,DARPA,proj-35,35,Space Force,Service HQ,feasibility,13,2
Title10,,Land,1.0,ProgramBase,funding,,,0.29155,1.0,0.4,0.093296,1.0,1.0,0.8,GEOINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,SAIC,NRL,proj-37,37,Navy,Agency,feasibility,13,3
Title50,GovLab,Cyber,,UFR,contracting,,,0.392,,0.6,0.2352,,1.0,,OSINT,Kinetic,4,,,,favorable,,,,GovLab,fail,None,PEO C4I,proj-0,0,Space Force,POC-User,feasibility,14,2
Title50,,Maritime,1.0,External,funding,,,0.29155,1.0,0.32,0.074637,1.0,1.0,0.8,GEOINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NAVWAR,proj-3,3,Air Force,CCMD,feasibility,14,3
Title10,,Air,1.0,Partner,funding,,,0.2401,1.0,0.3,0.057624,1.0,1.0,0.8,MASINT,Kinetic,7,,,,favorable,,,,GovLab,fail,SAIC,NRL,proj-6,6,Space Force,POC-User,feasibility,14,4
