authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.429887,1.0,0.4,0.189272,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,3,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.02,0.6859,1.0,0.34,0.247004,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,3,4
Title10,,Air_Dominance,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.02,0.6859,1.0,0.34,0.247004,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,,3,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.42,1.0,0.2625,0.114484,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,3,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.06,0.455175,1.0,0.23625,0.118364,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,3,3
Title10,,Missile_Defense,0.0,0.75,UFR,attempt,,,1.0,,,1.06,0.455175,1.0,0.23625,0.118364,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,DARPA,0603888C,5,MDA,Agency,,4,2
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.0,0.7,1.0,0.18375,0.133564,1.0,1.18,0,1.0,0.88,,ISR,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,4,2
Title10,,Maritime_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.08,0.608,1.0,0.76,0.336856,1.0,,4,1.0,,1.0,NA,NonKinetic,4,,,,favorable,favorable,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,4,4
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.4,0.179436,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,4,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.04,0.5103,1.0,0.34,0.187371,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,4,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,4,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.23625,0.105979,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,4,3
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.02,0.600162,1.0,0.18375,0.116805,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,5,2
Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,5,4
Title10,,C2_JADC2,0.0,1.0,POM,attempt,,,1.0,,,1.1,0.4,1.0,0.4,0.182758,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,,,,,not_conducted,,,,GovLab,start,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,,5,2
Title10,,C2_JADC2,,,POM,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.380625,0.40625,0.2875,unfavorable,,1.0,0.163125,GovLab,unfavorable,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,5,2
Title10,GovLab,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.1,0.4,,0.6,0.264,,,5,1.0,,,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,5,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.06,0.429887,1.0,0.34,0.160881,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,5,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,5,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.1,0.4,1.0,0.23625,0.107942,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,5,3
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.04,0.5103,1.0,0.18375,0.101263,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,6,2
Title10,,Land_Warfare,0.0,0.75,Partner,attempt,,,1.0,,,1.04,0.5103,1.0,0.18375,0.101263,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,,6,2
Title10,,Land_Warfare,,,Partner,legal,,,,,,,,,,,,,,,,,ISR,Kinetic,0,0.33075,0.4775,0.145,unfavorable,,1.0,0.14175,Commercial,unfavorable,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,6,2
Title10,,C2_JADC2,,,Partner_CoDev,attempt,,,,,,,,,,,,,,,,,ISR,NonKinetic,,0.33075,0.4775,0.145,not_conducted,,1.0,0.14175,Commercial,start,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,,6,3
Title10,,C2_JADC2,,,Partner_CoDev,legal,,,,,,,,,,,,,,,,,ISR,NonKinetic,0,0.421946,0.354362,0.491275,unfavorable,,1.0,0.173691,Commercial,unfavorable,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,6,3
Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,6,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,6,4
Title10,,Sensors,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovLab,start,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,,6,3
Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.2625,0.109032,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,6,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,6,2
Title10,,Strike,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,,,,,not_conducted,,,,GovLab,start,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,,6,2
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.49,1.0,0.2625,0.133564,1.0,1.18,0,1.0,0.88,,ISR,Kinetic,0,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,6,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.08,0.4,1.0,0.34,0.15252,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,6,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,6,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.12,0.4,1.0,0.23625,0.109904,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,6,3
Title10,,Autonomy_UxS,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.12,0.4,1.0,0.23625,0.109904,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,,7,3
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.49,1.0,0.4,0.203526,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,7,3
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.06,0.429887,1.0,0.18375,0.086947,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,7,2
Title10,,Maritime_Warfare,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.14,0.4,1.0,0.76,0.233928,1.0,,7,1.0,,1.0,NA,NonKinetic,7,,,,favorable,favorable,,,GovContractor,pass,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,feasibility,7,5
Title10,,Test_Ranges,,,Partner_CoDev,attempt,0.0,1.0,1.0,0.675,,1.14,0.4,1.0,0.76,0.233928,1.0,,7,1.0,,1.0,NA,NonKinetic,,,,,not_conducted,favorable,,,GovLab,start,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,,7,3
Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.0,0.525,1.0,0.223125,0.121639,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,7,3
Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,7,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.4,0.189404,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,7,2
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.442225,1.0,0.2625,0.122953,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,7,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.1,0.4,1.0,0.34,0.155345,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,7,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,7,2
Title10,Commercial,C2_JADC2,,,POM,contracting,0.0,,1.0,,1.0,1.14,0.4,,0.6,0.2736,,,7,1.0,,,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,7,3
Title10,Commercial,Air_Dominance,,,ProgramBase,attempt,0.0,,1.0,,1.0,1.14,0.4,,0.6,0.2736,,,7,1.0,,,NA,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,,7,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,7,3
Title10,,Microelectronics,0.0,1.0,POM,attempt,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,NA,Kinetic,,,,,not_conducted,,,,GovLab,start,None,DARPA,0602702E,0,DARPA,CCMD,,8,2
Title10,,Microelectronics,0.0,1.0,POM,funding,,,1.0,,,1.0,0.49,1.0,0.36,0.183174,1.0,1.18,0,1.0,0.88,,NA,Kinetic,0,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,8,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.442225,1.0,0.4,0.187356,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,8,3
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.08,0.4,1.0,0.18375,0.082428,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,8,2
Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,8,5
Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.442225,1.0,0.223125,0.10451,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,8,3
Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,8,3
Title10;Title50,,Sensors,0.0,0.75,External,attempt,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,CBRNE,Kinetic,,,,,not_conducted,,,,GovLab,start,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,,8,3
Title10;Title50,,Sensors,,,External,legal,,,,,,,,,,,,,,,,,CBRNE,Kinetic,0,0.4095,0.365,0.37,unfavorable,,1.0,0.1755,GovLab,unfavorable,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,8,3
Title10,,AI_ML,,,POM,attempt,,,,,,,,,,,,,,,,,NA,NonKinetic,,0.4095,0.365,0.37,not_conducted,,1.0,0.1755,GovContractor,start,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,,8,4
Title10,,AI_ML,,,POM,legal,,,,,,,,,,,,,,,,,NA,NonKinetic,0,0.362,0.44,0.32,unfavorable,,1.0,0.148,GovContractor,unfavorable,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,8,4
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.4,0.192727,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,8,2
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.2625,0.113393,1.0,1.18,2,1.0,0.88,,ISR,Kinetic,2,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,8,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.12,0.4,1.0,0.34,0.158169,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,8,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,8,2
Title10,,C2_JADC2,0.0,0.75,POM,funding,,,1.0,,,1.16,0.4,1.0,0.23625,0.113829,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,8,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,8,3
Title10,,Microelectronics,,,POM,test,0.0,1.0,1.0,0.7,,1.02,0.767125,1.0,0.68,0.372455,1.0,,1,1.0,,1.0,NA,Kinetic,1,,,,favorable,favorable,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,9,2
Title10,,Autonomy_UxS,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,9,3
Title10,,Missile_Defense,0.0,0.75,UFR,funding,,,1.0,,,1.1,0.4,1.0,0.18375,0.083955,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,9,2
Title10,,Maritime_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,9,5
Title10,,Test_Ranges,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.4,1.0,0.223125,0.096384,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,9,3
Title10,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,9,3
Title10,GovLab,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.18,0.4,,0.6,0.2832,,,9,1.0,,,ISR,NonKinetic,9,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,9,2
Title10,,Strike,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,Kinetic,3,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,9,2
