authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title50,,Maritime,,ProgramBase,legal,,,,,,,,,,HUMINT,Kinetic,0,0.525,0.2,0.5,unfavorable,,0.8,0.225,GovLab,unfavorable,Boeing,NRL,PE-TEST-002,7,Navy,Service HQ,prototype_demo,4,2
Title50,GovLab,Cyber,,POM,contracting,,,0.684,,0.6,0.32832,,0.8,,SIGINT,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,4,3
Title10,,Land,0.75,ProgramBase,funding,,,0.575344,1.0,0.2625,0.132904,1.0,0.8,1.1,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,4,2
Title50,,EW,0.75,UFR,attempt,,,0.575344,1.0,0.2625,0.132904,1.0,0.8,1.1,OSINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Boeing,DEVCOM,PE-TEST-002,22,Navy,POC-User,,4,2
Title50,,EW,,UFR,legal,,,,,,,,,,OSINT,NonKinetic,0,0.551473,0.169325,0.66135,unfavorable,,0.8,0.229203,GovContractor,unfavorable,Boeing,DEVCOM,PE-TEST-002,22,Navy,POC-User,prototype_demo,4,2
Title50,,Space,1.0,Partner,funding,,,0.3136,1.0,0.3,0.070748,1.0,0.8,0.94,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,4,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.3969,1.0,0.34,0.101479,1.0,0.8,0.94,HUMINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,4,3
Title50,GovLab,Cyber,,POM,contracting,,,0.504,,0.6,0.24192,,0.8,,SIGINT,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,5,3
Title10,GovLab,Land,,ProgramBase,contracting,,,0.4725,,0.6,0.2268,,0.8,,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,5,2
Title50,,Space,1.0,Partner,funding,,,0.275625,1.0,0.3,0.062181,1.0,0.8,0.94,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,5,2
Title50,Commercial,Maritime,,Partner_CoDev,contracting,,,0.4165,,0.6,0.19992,,0.8,,HUMINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,5,3
Title50,,Cyber,0.75,POM,funding,,,0.395675,1.0,0.23625,0.082261,1.0,0.8,1.1,SIGINT,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,6,3
Title10,,Land,0.75,ProgramBase,funding,,,0.37485,1.0,0.2625,0.08659,1.0,0.8,1.1,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,6,2
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,6,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.3332,1.0,0.34,0.085193,1.0,0.8,0.94,HUMINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,6,3
Title10,,ISR,1.0,Partner,attempt,,,0.3332,1.0,0.34,0.085193,1.0,0.8,0.94,OSINT,Kinetic,,,,,not_conducted,,,,Commercial,start,SAIC,NRL,PE-TEST-002,1,Navy,POC-User,,7,2
Title10,,ISR,,Partner,legal,,,,,,,,,,OSINT,Kinetic,0,0.490525,0.24925,0.6015,unfavorable,,0.8,0.210225,Commercial,unfavorable,SAIC,NRL,PE-TEST-002,1,Navy,POC-User,prototype_demo,7,2
Title50,,Space,,Partner_CoDev,attempt,,,,,,,,,,HUMINT,NonKinetic,,0.490525,0.24925,0.6015,not_conducted,,0.8,0.210225,Commercial,start,None,AFLCMC,PE-TEST-001,9,Army,POC-User,,7,4
Title50,,Space,1.0,Partner_CoDev,funding,,,0.56,1.0,0.34,0.178976,1.0,1.0,0.94,HUMINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,7,4
Title50,,Cyber,0.75,POM,funding,,,0.3528,1.0,0.23625,0.073347,1.0,0.8,1.1,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,7,3
Title50,,Space,0.75,External,attempt,,,0.3528,1.0,0.23625,0.073347,1.0,0.8,1.1,GEOINT,Kinetic,,,,,not_conducted,,,,Commercial,start,None,AFLCMC,PE-TEST-002,16,Navy,Agency,,7,4
Title50,,Space,1.0,External,funding,,,0.49,1.0,0.32,0.117914,1.0,0.8,0.94,GEOINT,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,7,4
Title10,,Land,0.75,ProgramBase,funding,,,0.3332,1.0,0.2625,0.076969,1.0,0.8,1.1,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,7,2
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,7,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.275625,1.0,0.34,0.070472,1.0,0.8,0.94,HUMINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,7,3
Title50,,Space,1.0,Partner_CoDev,funding,,,0.442225,1.0,0.34,0.141335,1.0,1.0,0.94,HUMINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,8,4
Title50,,Cyber,0.75,POM,funding,,,0.312375,1.0,0.23625,0.064943,1.0,0.8,1.1,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,8,3
Title50,,Space,1.0,External,funding,,,0.442225,1.0,0.32,0.106417,1.0,0.8,0.94,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,8,4
Title10,,Land,0.75,ProgramBase,funding,,,0.294,1.0,0.2625,0.067914,1.0,0.8,1.1,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,8,2
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,8,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,HUMINT,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,8,3
Title50,,Space,1.0,ProgramBase,attempt,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,OSINT,Kinetic,,,,,not_conducted,,,,Commercial,start,NG,DARPA,PE-TEST-003,38,Air Force,CCMD,,8,2
Title50,,Space,0.75,ProgramBase,funding,,,0.3675,1.0,0.2625,0.084892,1.0,0.8,1.1,OSINT,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,PE-TEST-003,38,Air Force,CCMD,functional_test,8,2
Title10,,Cyber,0.75,Partner,attempt,,,0.3675,1.0,0.2625,0.084892,1.0,0.8,1.1,GEOINT,Kinetic,,,,,not_conducted,,,,Commercial,start,Leidos,NRL,PE-TEST-001,6,Army,Agency,,9,4
Title10,,Cyber,1.0,Partner,funding,,,0.441,1.0,0.3,0.124362,1.0,1.0,0.94,GEOINT,Kinetic,0,,,,favorable,,,,Commercial,fail,Leidos,NRL,PE-TEST-001,6,Army,Agency,feasibility,9,4
Title50,,Space,1.0,Partner_CoDev,funding,,,0.37485,1.0,0.34,0.119802,1.0,1.0,0.94,HUMINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,9,4
Title50,GovLab,Cyber,,POM,contracting,,,0.343,,0.6,0.16464,,0.8,,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,9,3
Title50,,Space,1.0,External,funding,,,0.3969,1.0,0.32,0.09551,1.0,0.8,0.94,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,9,4
Title10,,Land,0.75,ProgramBase,funding,,,0.2401,1.0,0.2625,0.055463,1.0,0.8,1.1,GEOINT,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,9,2
Title50,,Cyber,0.75,POM,attempt,,,0.2401,1.0,0.2625,0.055463,1.0,0.8,1.1,MASINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,AFLCMC,PE-TEST-003,20,Air Force,POC-User,,9,2
Title50,,Cyber,0.75,POM,funding,,,0.56,1.0,0.23625,0.116424,1.0,0.8,1.1,MASINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,PE-TEST-003,20,Air Force,POC-User,functional_test,9,2
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,9,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,HUMINT,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,9,3
Title50,,Space,0.75,ProgramBase,funding,,,0.32585,1.0,0.2625,0.075271,1.0,0.8,1.1,OSINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,PE-TEST-003,38,Air Force,CCMD,functional_test,9,2
Title50,,Land,0.75,Partner,attempt,,,0.32585,1.0,0.2625,0.075271,1.0,0.8,1.1,HUMINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,NG,DARPA,PE-TEST-001,39,Army,POC-User,,9,4
Title50,,Land,,Partner,legal,,,,,,,,,,HUMINT,Kinetic,0,0.4732,0.274,0.352,unfavorable,,1.0,0.2028,GovContractor,unfavorable,NG,DARPA,PE-TEST-001,39,Army,POC-User,feasibility,9,4
Title10,Commercial,Cyber,,Partner,contracting,,,0.49875,,0.6,0.29925,,1.0,,GEOINT,Kinetic,1,,,,favorable,,,,Commercial,fail,Leidos,NRL,PE-TEST-001,6,Army,Agency,feasibility,10,4
Title50,,Space,1.0,Partner_CoDev,funding,,,0.29155,1.0,0.34,0.093179,1.0,1.0,0.94,HUMINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,10,4
Title50,,Land,1.0,Partner,attempt,,,0.29155,1.0,0.34,0.093179,1.0,1.0,0.94,OSINT,Kinetic,,,,,not_conducted,,,,GovLab,start,None,NAVWAR,PE-TEST-003,11,Air Force,Agency,,10,4
Title50,,Land,,Partner,legal,,,,,,,,,,OSINT,Kinetic,0,0.601838,0.090231,0.719537,unfavorable,,0.8,0.257931,GovLab,unfavorable,None,NAVWAR,PE-TEST-003,11,Air Force,Agency,functional_test,10,4
Title50,,Cyber,0.75,POM,funding,,,0.25725,1.0,0.23625,0.053482,1.0,0.8,1.1,SIGINT,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,10,3
Title50,,Space,1.0,External,funding,,,0.354025,1.0,0.32,0.085193,1.0,0.8,0.94,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,10,4
Title10,,Land,0.75,ProgramBase,funding,,,0.2401,1.0,0.2625,0.055463,1.0,0.8,1.1,GEOINT,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,10,2
Title50,,Cyber,0.75,POM,attempt,,,0.2401,1.0,0.2625,0.055463,1.0,0.8,1.1,GEOINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,None,NRL,PE-TEST-001,18,Army,CCMD,,10,3
Title50,,Cyber,1.0,POM,funding,,,0.343,1.0,0.36,0.116071,1.0,1.0,0.94,GEOINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,None,NRL,PE-TEST-001,18,Army,CCMD,feasibility,10,3
Title50,,Cyber,0.75,POM,funding,,,0.442225,1.0,0.23625,0.091939,1.0,0.8,1.1,MASINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,PE-TEST-003,20,Air Force,POC-User,functional_test,10,2
Title10,,Cyber,0.75,ProgramBase,attempt,,,0.442225,1.0,0.23625,0.091939,1.0,0.8,1.1,GEOINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,NAVWAR,PE-TEST-001,27,Army,CCMD,,10,4
Title10,,Cyber,1.0,ProgramBase,funding,,,0.343,1.0,0.4,0.128968,1.0,1.0,0.94,GEOINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,NG,NAVWAR,PE-TEST-001,27,Army,CCMD,feasibility,10,4
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,10,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,HUMINT,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,10,3
Title50,,Space,0.75,ProgramBase,funding,,,0.3087,1.0,0.2625,0.07131,1.0,0.8,1.1,OSINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,PE-TEST-003,38,Air Force,CCMD,functional_test,10,2
Title10,,Cyber,1.0,Partner,funding,,,0.3087,1.0,0.3,0.087053,1.0,1.0,0.94,GEOINT,Kinetic,2,,,,favorable,,,,Commercial,fail,Leidos,NRL,PE-TEST-001,6,Army,Agency,feasibility,11,4
Title50,,Space,1.0,Partner_CoDev,funding,,,0.2744,1.0,0.34,0.087698,1.0,1.0,0.94,HUMINT,NonKinetic,4,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,11,4
Title10,,Maritime,1.0,Partner_CoDev,attempt,,,0.2744,1.0,0.34,0.087698,1.0,1.0,0.94,OSINT,NonKinetic,,,,,not_conducted,,,,GovLab,start,SAIC,PEO C4I,PE-TEST-002,10,Navy,POC-User,,11,2
Title10,,Maritime,,Partner_CoDev,legal,,,,,,,,,,OSINT,NonKinetic,0,0.501838,0.240231,0.719537,unfavorable,,0.8,0.207931,GovLab,unfavorable,SAIC,PEO C4I,PE-TEST-002,10,Navy,POC-User,prototype_demo,11,2
Title50,,Cyber,0.75,POM,funding,,,0.2401,1.0,0.23625,0.049917,1.0,0.8,1.1,SIGINT,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,11,3
Title50,,Space,1.0,External,funding,,,0.3136,1.0,0.32,0.075465,1.0,0.8,0.94,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,11,4
Title10,GovLab,Land,,ProgramBase,contracting,,,0.343,,0.6,0.16464,,0.8,,GEOINT,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,11,2
Title50,,Cyber,1.0,POM,funding,,,0.32585,1.0,0.36,0.110268,1.0,1.0,0.94,GEOINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,NRL,PE-TEST-001,18,Army,CCMD,feasibility,11,3
Title50,,Cyber,0.75,POM,funding,,,0.3969,1.0,0.23625,0.082516,1.0,0.8,1.1,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,PE-TEST-003,20,Air Force,POC-User,functional_test,11,2
Title10,,Cyber,1.0,ProgramBase,funding,,,0.32585,1.0,0.4,0.12252,1.0,1.0,0.94,GEOINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,NG,NAVWAR,PE-TEST-001,27,Army,CCMD,feasibility,11,4
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,11,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,HUMINT,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,11,3
Title50,,Space,0.75,ProgramBase,funding,,,0.29155,1.0,0.2625,0.067348,1.0,0.8,1.1,OSINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,PE-TEST-003,38,Air Force,CCMD,functional_test,11,2
Title50,,Cyber,0.75,POM,attempt,,,0.29155,1.0,0.2625,0.067348,1.0,0.8,1.1,OSINT,Kinetic,,,,,not_conducted,,,,GovLab,start,None,PEO C4I,PE-TEST-001,0,Army,POC-User,,12,2
Title50,,Cyber,1.0,POM,funding,,,0.343,1.0,0.36,0.116071,1.0,1.0,0.94,OSINT,Kinetic,0,,,,favorable,,,,GovLab,fail,None,PEO C4I,PE-TEST-001,0,Army,POC-User,feasibility,12,2
Title10,,Cyber,1.0,Partner,funding,,,0.29155,1.0,0.3,0.082217,1.0,1.0,0.94,GEOINT,Kinetic,3,,,,favorable,,,,Commercial,fail,Leidos,NRL,PE-TEST-001,6,Army,Agency,feasibility,12,4
Title50,,Space,1.0,Partner_CoDev,funding,,,0.25725,1.0,0.34,0.082217,1.0,1.0,0.94,HUMINT,NonKinetic,5,,,,favorable,,,,Commercial,fail,None,AFLCMC,PE-TEST-001,9,Army,POC-User,feasibility,12,4
Title50,,Cyber,0.75,POM,funding,,,0.2401,1.0,0.23625,0.049917,1.0,0.8,1.1,SIGINT,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,DEVCOM,PE-TEST-003,14,Air Force,Service HQ,functional_test,12,3
Title50,,Space,1.0,External,funding,,,0.275625,1.0,0.32,0.066326,1.0,0.8,0.94,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,PE-TEST-002,16,Navy,Agency,prototype_demo,12,4
Title10,,Land,0.75,ProgramBase,funding,,,0.2401,1.0,0.2625,0.055463,1.0,0.8,1.1,GEOINT,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,PE-TEST-003,17,Air Force,Agency,functional_test,12,2
Title50,,Cyber,1.0,POM,funding,,,0.3087,1.0,0.36,0.104464,1.0,1.0,0.94,GEOINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,NRL,PE-TEST-001,18,Army,CCMD,feasibility,12,3
Title50,,Cyber,0.75,POM,funding,,,0.354025,1.0,0.23625,0.073602,1.0,0.8,1.1,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,PE-TEST-003,20,Air Force,POC-User,functional_test,12,2
Title10,,ISR,0.75,ProgramBase,attempt,,,0.354025,1.0,0.23625,0.073602,1.0,0.8,1.1,SIGINT,Kinetic,,,,,not_conducted,,,,Commercial,start,LM,DARPA,PE-TEST-001,24,Army,CCMD,,12,4
Title10,,ISR,1.0,ProgramBase,funding,,,0.343,1.0,0.4,0.128968,1.0,1.0,0.94,SIGINT,Kinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,LM,DARPA,PE-TEST-001,24,Army,CCMD,feasibility,12,4
Title10,,Cyber,1.0,ProgramBase,funding,,,0.3087,1.0,0.4,0.116071,1.0,1.0,0.94,GEOINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,NG,NAVWAR,PE-TEST-001,27,Army,CCMD,feasibility,12,4
Title50,,Space,1.0,Partner,funding,,,0.2401,1.0,0.3,0.054167,1.0,0.8,0.94,SIGINT,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,PEO C4I,PE-TEST-002,31,Navy,CCMD,prototype_demo,12,2
Title50,,Maritime,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,HUMINT,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,PE-TEST-002,34,Navy,Service HQ,prototype_demo,12,3
Title50,,Air,1.0,UFR,attempt,,,0.2401,1.0,0.34,0.061389,1.0,0.8,0.94,OSINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,NAVWAR,PE-TEST-001,36,Army,Service HQ,,12,2
