authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Air,,POM,legal,,,,,,,,,,HUMINT,Kinetic,0,0.28,0.55,0.0,unfavorable,,1.0,0.12,GovLab,unfavorable,NG,NRL,proj-31,31,USMC,CCMD,feasibility,2,3
Title50,,Land,1.0,ProgramBase,funding,,,0.5184,1.0,0.4,0.165888,1.0,1.0,0.8,GEOINT,Kinetic,2,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,3,3
Title10,,Space,1.0,POM,funding,,,0.53865,1.0,0.36,0.155131,1.0,1.0,0.8,GEOINT,Kinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,3,3
Title10,GovLab,Space,,Partner_CoDev,contracting,,,0.605625,,0.6,0.363375,,1.0,,MASINT,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,3,5
Title50,,EW,1.0,POM,funding,,,0.4046,1.0,0.36,0.116525,1.0,1.0,0.8,OSINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,3,2
Title10,,ISR,1.0,UFR,funding,,,0.5054,1.0,0.28,0.11321,1.0,1.0,0.8,MASINT,NonKinetic,1,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,3,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.334687,1.0,0.4,0.1071,1.0,1.0,0.8,SIGINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,3,4
Title50,,EW,1.0,Partner,funding,,,0.676875,1.0,0.3,0.16245,1.0,1.0,0.8,GEOINT,NonKinetic,1,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,3,2
Title10,,Air,1.0,POM,attempt,,,0.676875,1.0,0.3,0.16245,1.0,1.0,0.8,HUMINT,Kinetic,,,,,unfavorable,,,,GovLab,start,NG,NRL,proj-31,31,USMC,CCMD,,3,3
Title10,,Air,1.0,POM,funding,,,0.5054,1.0,0.36,0.145555,1.0,1.0,0.8,HUMINT,Kinetic,0,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,3,3
Title50,,Land,1.0,ProgramBase,funding,,,0.354025,1.0,0.4,0.113288,1.0,1.0,0.8,GEOINT,Kinetic,3,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,4,3
Title10,,Space,1.0,POM,funding,,,0.378,1.0,0.36,0.108864,1.0,1.0,0.8,GEOINT,Kinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,4,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.448875,1.0,0.34,0.122094,1.0,1.0,0.8,MASINT,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,4,5
Title50,,EW,1.0,POM,funding,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,OSINT,NonKinetic,4,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,4,2
Title10,,Land,1.0,POM,attempt,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,OSINT,NonKinetic,,,,,not_conducted,,,,GovContractor,start,Leidos,PEO C4I,proj-15,15,IC,Service HQ,,4,4
Title10,,Land,1.0,POM,funding,,,0.504,1.0,0.36,0.145152,1.0,1.0,0.8,OSINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,4,4
Title10,,Maritime,1.0,Partner_CoDev,attempt,,,0.504,1.0,0.36,0.145152,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,,4,4
Title10,,Maritime,1.0,Partner_CoDev,funding,,,0.765,1.0,0.34,0.20808,1.0,1.0,0.8,HUMINT,Kinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,feasibility,4,4
Title10,,ISR,1.0,UFR,funding,,,0.3969,1.0,0.28,0.088906,1.0,1.0,0.8,MASINT,NonKinetic,2,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,4,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.2744,1.0,0.4,0.087808,1.0,1.0,0.8,SIGINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,4,4
Title50,GovContractor,EW,,Partner,contracting,,,0.504,,0.65,0.3276,,1.0,,GEOINT,NonKinetic,2,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,4,2
Title10,,Air,1.0,POM,funding,,,0.3969,1.0,0.36,0.114307,1.0,1.0,0.8,HUMINT,Kinetic,1,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,4,3
Title50,,Cyber,1.0,UFR,attempt,,,0.3969,1.0,0.36,0.114307,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,,4,4
Title50,,Cyber,1.0,UFR,funding,,,0.595,1.0,0.28,0.13328,1.0,1.0,0.8,HUMINT,Kinetic,0,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,feasibility,4,4
Title50,,Land,1.0,ProgramBase,funding,,,0.294,1.0,0.4,0.09408,1.0,1.0,0.8,GEOINT,Kinetic,4,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,5,3
Title10,,Space,1.0,POM,funding,,,0.29155,1.0,0.36,0.083966,1.0,1.0,0.8,GEOINT,Kinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,5,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.354025,1.0,0.34,0.096295,1.0,1.0,0.8,MASINT,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,5,5
Title10,,Maritime,1.0,ProgramBase,attempt,,,0.354025,1.0,0.34,0.096295,1.0,1.0,0.8,MASINT,NonKinetic,,,,,not_conducted,,,,GovLab,start,Boeing,DARPA,proj-10,10,Space Force,Agency,,5,3
Title10,GovLab,Maritime,,ProgramBase,contracting,,,0.665,,0.6,0.399,,1.0,,MASINT,NonKinetic,0,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,proj-10,10,Space Force,Agency,feasibility,5,3
Title50,,EW,1.0,POM,funding,,,0.25725,1.0,0.36,0.074088,1.0,1.0,0.8,OSINT,NonKinetic,5,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,5,2
Title10,,Land,1.0,POM,funding,,,0.349125,1.0,0.36,0.100548,1.0,1.0,0.8,OSINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,5,4
Title10,,Maritime,1.0,Partner_CoDev,funding,,,0.4788,1.0,0.34,0.130234,1.0,1.0,0.8,HUMINT,Kinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,feasibility,5,4
Title10,GovLab,ISR,,UFR,contracting,,,0.4165,,0.6,0.2499,,1.0,,MASINT,NonKinetic,3,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,5,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.25725,1.0,0.4,0.08232,1.0,1.0,0.8,SIGINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,5,4
Title50,,EW,1.0,Partner,funding,,,0.395675,1.0,0.3,0.094962,1.0,1.0,0.8,GEOINT,NonKinetic,3,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,5,2
Title10,,Air,1.0,POM,funding,,,0.354025,1.0,0.36,0.101959,1.0,1.0,0.8,HUMINT,Kinetic,2,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,5,3
Title50,,Cyber,1.0,UFR,funding,,,0.5054,1.0,0.28,0.11321,1.0,1.0,0.8,HUMINT,Kinetic,1,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,feasibility,5,4
Title50,,Land,1.0,ProgramBase,funding,,,0.25725,1.0,0.4,0.08232,1.0,1.0,0.8,GEOINT,Kinetic,5,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,6,3
Title10,,Space,1.0,POM,funding,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,GEOINT,Kinetic,4,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,6,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.294,1.0,0.34,0.079968,1.0,1.0,0.8,MASINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,6,5
Title50,,Cyber,1.0,Partner_CoDev,attempt,,,0.294,1.0,0.34,0.079968,1.0,1.0,0.8,MASINT,NonKinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DEVCOM,proj-8,8,IC,POC-User,,6,3
Title50,,Cyber,1.0,Partner_CoDev,funding,,,0.441,1.0,0.34,0.119952,1.0,1.0,0.8,MASINT,NonKinetic,0,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-8,8,IC,POC-User,feasibility,6,3
Title10,,Maritime,1.0,ProgramBase,funding,,,0.395675,1.0,0.4,0.126616,1.0,1.0,0.8,MASINT,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,proj-10,10,Space Force,Agency,feasibility,6,3
Title50,,EW,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,NonKinetic,6,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,6,2
Title10,,Land,1.0,POM,funding,,,0.3087,1.0,0.36,0.088906,1.0,1.0,0.8,OSINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,6,4
Title10,,Maritime,1.0,Partner_CoDev,funding,,,0.3528,1.0,0.34,0.095962,1.0,1.0,0.8,HUMINT,Kinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,feasibility,6,4
Title10,,ISR,1.0,UFR,funding,,,0.294,1.0,0.28,0.065856,1.0,1.0,0.8,MASINT,NonKinetic,4,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,6,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,6,4
Title50,,EW,1.0,Partner,funding,,,0.3528,1.0,0.3,0.084672,1.0,1.0,0.8,GEOINT,NonKinetic,4,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,6,2
Title10,,Air,1.0,POM,funding,,,0.3136,1.0,0.36,0.090317,1.0,1.0,0.8,HUMINT,Kinetic,3,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,6,3
Title50,,Cyber,1.0,UFR,funding,,,0.37485,1.0,0.28,0.083966,1.0,1.0,0.8,HUMINT,Kinetic,2,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,feasibility,6,4
Title50,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,Kinetic,6,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,7,3
Title10,,Space,1.0,POM,funding,,,0.25725,1.0,0.36,0.074088,1.0,1.0,0.8,GEOINT,Kinetic,5,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,7,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.25725,1.0,0.34,0.069972,1.0,1.0,0.8,MASINT,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,7,5
Title50,,Cyber,1.0,Partner_CoDev,funding,,,0.3724,1.0,0.34,0.101293,1.0,1.0,0.8,MASINT,NonKinetic,1,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-8,8,IC,POC-User,feasibility,7,3
Title10,GovLab,Maritime,,ProgramBase,contracting,,,0.4725,,0.6,0.2835,,1.0,,MASINT,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,proj-10,10,Space Force,Agency,feasibility,7,3
Title50,,EW,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,NonKinetic,7,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,7,2
Title10,,Land,1.0,POM,funding,,,0.29155,1.0,0.36,0.083966,1.0,1.0,0.8,OSINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,7,4
Title10,,Maritime,1.0,Partner_CoDev,funding,,,0.29155,1.0,0.34,0.079302,1.0,1.0,0.8,HUMINT,Kinetic,3,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,feasibility,7,4
Title10,,ISR,1.0,UFR,funding,,,0.25725,1.0,0.28,0.057624,1.0,1.0,0.8,MASINT,NonKinetic,5,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,7,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,7,4
Title50,,EW,1.0,Partner,funding,,,0.312375,1.0,0.3,0.07497,1.0,1.0,0.8,GEOINT,NonKinetic,5,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,7,2
Title10,,Air,1.0,POM,funding,,,0.275625,1.0,0.36,0.07938,1.0,1.0,0.8,HUMINT,Kinetic,4,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,7,3
Title10,,Land,1.0,Partner_CoDev,attempt,,,0.275625,1.0,0.36,0.07938,1.0,1.0,0.8,SIGINT,Kinetic,,,,,not_conducted,,,,GovContractor,start,None,DARPA,proj-34,34,Army,Agency,,7,3
Title10,,Land,,Partner_CoDev,legal,,,,,,,,,,SIGINT,Kinetic,0,0.408888,0.365875,0.36825,unfavorable,,1.0,0.175238,GovContractor,unfavorable,None,DARPA,proj-34,34,Army,Agency,feasibility,7,3
Title50,,Cyber,1.0,UFR,funding,,,0.312375,1.0,0.28,0.069972,1.0,1.0,0.8,HUMINT,Kinetic,3,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,feasibility,7,4
Title50,,Land,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,GEOINT,Kinetic,7,,,,favorable,,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,8,3
Title10,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,Kinetic,6,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,8,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.065307,1.0,1.0,0.8,MASINT,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,8,5
Title50,,Cyber,1.0,Partner_CoDev,funding,,,0.3087,1.0,0.34,0.083966,1.0,1.0,0.8,MASINT,NonKinetic,2,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-8,8,IC,POC-User,feasibility,8,3
Title10,,Maritime,1.0,ProgramBase,funding,,,0.29155,1.0,0.4,0.093296,1.0,1.0,0.8,MASINT,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,proj-10,10,Space Force,Agency,feasibility,8,3
Title50,,EW,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,NonKinetic,8,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,8,2
Title10,,Land,1.0,POM,funding,,,0.2744,1.0,0.36,0.079027,1.0,1.0,0.8,OSINT,NonKinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,8,4
Title10,,Maritime,1.0,Partner_CoDev,funding,,,0.2744,1.0,0.34,0.074637,1.0,1.0,0.8,HUMINT,Kinetic,4,,,,favorable_with_caveats,,,,GovContractor,fail,Boeing,PEO C4I,proj-16,16,Air Force,POC-User,feasibility,8,4
Title10,,ISR,1.0,UFR,funding,,,0.2401,1.0,0.28,0.053782,1.0,1.0,0.8,MASINT,NonKinetic,6,,,,favorable,,,,GovLab,fail,Boeing,NRL,proj-19,19,Space Force,CCMD,feasibility,8,2
Title50,,ISR,1.0,ProgramBase,funding,,,0.2401,1.0,0.4,0.076832,1.0,1.0,0.8,SIGINT,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NRL,proj-23,23,Army,Agency,feasibility,8,4
Title50,,EW,1.0,Partner,funding,,,0.2744,1.0,0.3,0.065856,1.0,1.0,0.8,GEOINT,NonKinetic,6,,,,favorable,,,,GovContractor,fail,Boeing,DEVCOM,proj-24,24,Air Force,Agency,feasibility,8,2
Title10,GovLab,Air,,POM,contracting,,,0.343,,0.6,0.2058,,1.0,,HUMINT,Kinetic,5,,,,unfavorable,,,,GovLab,fail,NG,NRL,proj-31,31,USMC,CCMD,feasibility,8,3
Title50,,Cyber,1.0,UFR,funding,,,0.2744,1.0,0.28,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,4,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-35,35,Space Force,CCMD,feasibility,8,4
Title10,,Maritime,1.0,ProgramBase,attempt,,,0.2744,1.0,0.28,0.061466,1.0,1.0,0.8,HUMINT,Kinetic,,,,,not_conducted,,,,GovLab,start,SAIC,DEVCOM,proj-39,39,IC,Service HQ,,8,3
Title10,,Maritime,,ProgramBase,legal,,,,,,,,,,HUMINT,Kinetic,0,0.43155,0.3335,0.433,unfavorable,,1.0,0.18495,GovLab,unfavorable,SAIC,DEVCOM,proj-39,39,IC,Service HQ,feasibility,8,3
Title50,,Land,,ProgramBase,test,1.0,0.5,0.395675,1.0,0.68,0.134529,1.0,1.0,,GEOINT,Kinetic,8,,,,favorable,favorable,,,GovLab,fail,LM,NAVWAR,proj-3,3,Space Force,Service HQ,feasibility,9,3
Title10,,Space,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,GEOINT,Kinetic,7,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,proj-4,4,IC,CCMD,feasibility,9,3
Title10,,Space,1.0,Partner_CoDev,funding,,,0.2401,1.0,0.34,0.065307,1.0,1.0,0.8,MASINT,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,proj-7,7,Air Force,Service HQ,prototype_demo,9,5
Title50,,Cyber,1.0,Partner_CoDev,funding,,,0.29155,1.0,0.34,0.079302,1.0,1.0,0.8,MASINT,NonKinetic,3,,,,favorable,,,,Commercial,fail,Boeing,DEVCOM,proj-8,8,IC,POC-User,feasibility,9,3
Title10,,Maritime,1.0,ProgramBase,funding,,,0.2744,1.0,0.4,0.087808,1.0,1.0,0.8,MASINT,NonKinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DARPA,proj-10,10,Space Force,Agency,feasibility,9,3
Title50,,EW,1.0,POM,funding,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,OSINT,NonKinetic,9,,,,favorable,,,,Commercial,fail,LM,DEVCOM,proj-12,12,USMC,CCMD,feasibility,9,2
Title10,,Maritime,1.0,ProgramBase,attempt,,,0.2401,1.0,0.36,0.069149,1.0,1.0,0.8,SIGINT,NonKinetic,,,,,not_conducted,,,,GovLab,start,SAIC,NAVWAR,proj-13,13,IC,Service HQ,,9,4
Title10,,Maritime,1.0,ProgramBase,funding,,,0.343,1.0,0.4,0.10976,1.0,1.0,0.8,SIGINT,NonKinetic,0,,,,favorable,,,,GovLab,fail,SAIC,NAVWAR,proj-13,13,IC,Service HQ,feasibility,9,4
Title10,,Land,1.0,POM,funding,,,0.25725,1.0,0.36,0.074088,1.0,1.0,0.8,OSINT,NonKinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,PEO C4I,proj-15,15,IC,Service HQ,feasibility,9,4
